distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
8-7-5-3,4,KNN,DeepONMF_H4,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
8-7-5-3,4,KNN,DeepONMF_H4,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
8-7-5-3,4,KNN,DeepONMF_H4,3,154,32,8,6,0.93,0.9625,0.8,0.9506172839506173,0.8812500000000001
8-7-5-3,4,KNN,DeepONMF_H4,4,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
8-7-5-3,4,KNN,DeepONMF_H4,5,159,32,8,1,0.955,0.99375,0.8,0.9520958083832335,0.8968750000000001
8-7-5-3,4,KNN,DeepONMF_W,1,144,32,8,16,0.88,0.9,0.8,0.9473684210526315,0.8500000000000001
8-7-5-3,4,KNN,DeepONMF_W,2,148,35,5,12,0.915,0.925,0.875,0.9673202614379085,0.9
8-7-5-3,4,KNN,DeepONMF_W,3,150,31,9,10,0.905,0.9375,0.775,0.9433962264150944,0.85625
8-7-5-3,4,KNN,DeepONMF_W,4,144,35,5,16,0.895,0.9,0.875,0.9664429530201343,0.8875
8-7-5-3,4,KNN,DeepONMF_W,5,150,35,5,10,0.925,0.9375,0.875,0.967741935483871,0.90625
8-7-5-3,4,SVM,DeepONMF_H4,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
8-7-5-3,4,SVM,DeepONMF_H4,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
8-7-5-3,4,SVM,DeepONMF_H4,3,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
8-7-5-3,4,SVM,DeepONMF_H4,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
8-7-5-3,4,SVM,DeepONMF_H4,5,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
8-7-5-3,4,SVM,DeepONMF_W,1,141,39,1,19,0.9,0.88125,0.975,0.9929577464788732,0.928125
8-7-5-3,4,SVM,DeepONMF_W,2,143,39,1,17,0.91,0.89375,0.975,0.9930555555555556,0.934375
8-7-5-3,4,SVM,DeepONMF_W,3,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
8-7-5-3,4,SVM,DeepONMF_W,4,143,38,2,17,0.905,0.89375,0.95,0.9862068965517241,0.921875
8-7-5-3,4,SVM,DeepONMF_W,5,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
8-7-5-3,4,UjaNet,DeepONMF_H4,1,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
8-7-5-3,4,UjaNet,DeepONMF_H4,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
8-7-5-3,4,UjaNet,DeepONMF_H4,3,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
8-7-5-3,4,UjaNet,DeepONMF_H4,4,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
8-7-5-3,4,UjaNet,DeepONMF_H4,5,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
8-7-5-3,4,UjaNet,DeepONMF_W,1,151,38,2,9,0.945,0.94375,0.95,0.9869281045751634,0.9468749999999999
8-7-5-3,4,UjaNet,DeepONMF_W,2,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
8-7-5-3,4,UjaNet,DeepONMF_W,3,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
8-7-5-3,4,UjaNet,DeepONMF_W,4,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
8-7-5-3,4,UjaNet,DeepONMF_W,5,160,35,5,0,0.975,1.0,0.875,0.9696969696969697,0.9375
