indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,SNR_-5db,N,New_N_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5325714721564282,2x212,0.017449800041504204,32,0.3345950887508371,0.27084962903762927,0.012506800005212426,13,0.22835016491211438,0.21182532785521857,0.0020478999940678477,5,0.17826825526815096,0.21177354885561378,0.0010676999809220433,2,0.15911682134119048,0.4227224414197288,0.0005526000168174505
1,SNR_-5db,N,New_N_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5318025451543359,2x212,0.015745899989269674,32,0.3307675579087748,0.27934578151910877,0.011741199996322393,13,0.22627362309175786,0.2016470682101353,0.0018662000074982643,5,0.1773516739272398,0.2264580709118909,0.0005935999797657132,2,0.1476948645005396,0.42716193980189715,0.0004358000587671995
2,SNR_-5db,AS,New_AS_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5448197782958948,2x212,0.01696709997486323,32,0.3440907811534303,0.26522490285144523,0.0130364999640733,13,0.22648580020860495,0.2075595946468841,0.0020559000549837947,5,0.17229352359820788,0.24915756273588624,0.000647700042463839,2,0.22602464789016694,0.4665760871908648,0.0003872999222949147
3,SNR_-5db,AS,New_AS_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5475617191704568,2x212,0.015597700024954975,32,0.3331373581404049,0.26367425418610274,0.012344500049948692,13,0.2243787513919923,0.19219245265351317,0.0013860000763088465,5,0.19546551406798626,0.2365239884211651,0.0006296000210568309,2,0.25016706839874137,0.4601841046058436,0.0003953000996261835
4,SNR_-5db,MR,New_MR_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5344072469860467,2x212,0.016335800057277083,32,0.34113168591080323,0.2695422705077833,0.012500899960286915,13,0.21920771304084227,0.19889494556117754,0.0015124999918043613,5,0.17474442050491054,0.24430995378160217,0.0006374000804498792,2,0.17015162038791407,0.3788831574492374,0.0004140000091865659
5,SNR_-5db,MR,New_MR_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5376055725318082,2x212,0.015505500021390617,32,0.34454428269340065,0.2676336809074071,0.012309500016272068,13,0.2141411680285268,0.19688747087226416,0.0013828000519424677,5,0.17906139006099586,0.22958109126847961,0.0006081000901758671,2,0.19570906370644955,0.39432540402918737,0.00037690007593482733
6,SNR_-5db,MS,New_MS_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5297902009007144,2x212,0.01595080003608018,32,0.335595979207271,0.2655594818753731,0.012710899929516017,13,0.2188010256152185,0.21557922588990044,0.0013813999248668551,5,0.16227818296529758,0.223816116304593,0.0006410999922081828,2,0.1720558276367311,0.4113775604959877,0.0003915000706911087
7,SNR_-5db,MS,New_MS_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5324412620422588,2x212,0.01659430004656315,32,0.33977056560882807,0.2698073901314381,0.012801300035789609,13,0.21876007038326936,0.20050769607536942,0.0019458000315353274,5,0.18595565465962563,0.2511879083370719,0.0006841999711468816,2,0.15460970271886484,0.41089017412100004,0.00039139995351433754
8,SNR_-5db,MVP,New_MVP_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5355761181782198,2x212,0.01602929993532598,32,0.33699754783622665,0.2555742712834618,0.012797700008377433,13,0.20554726033625842,0.1895096224066788,0.001414499944075942,5,0.15025466503199542,0.17781975939311062,0.0006231999723240733,2,0.28011984758828995,0.30530426144968725,0.00036800000816583633
9,SNR_-5db,MVP,New_MVP_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.49619073846160866,2x212,0.01620099996216595,32,0.2522684074204933,0.2672677134878571,0.012936500017531216,13,0.14399266589764959,0.18732483544651218,0.0014166999608278275,5,0.11365707236776164,0.20165927527949692,0.000624899985268712,2,0.343172316815369,0.3226689546534604,0.0003942999755963683
