clase,archivo,origen,tSNE_1,tSNE_2
N,frecuencia_bin_000,filas_W_final,24.741634,10.175124
N,frecuencia_bin_001,filas_W_final,28.347118,8.71827
N,frecuencia_bin_002,filas_W_final,30.162392,9.184221
N,frecuencia_bin_003,filas_W_final,30.688364,9.070288
N,frecuencia_bin_004,filas_W_final,31.223267,7.054734
N,frecuencia_bin_005,filas_W_final,29.377918,1.1630368
N,frecuencia_bin_006,filas_W_final,25.88056,1.4349285
N,frecuencia_bin_007,filas_W_final,25.814789,1.9319644
N,frecuencia_bin_008,filas_W_final,25.654945,2.0145915
N,frecuencia_bin_009,filas_W_final,23.763098,1.0691684
N,frecuencia_bin_010,filas_W_final,21.279682,-1.2390501
N,frecuencia_bin_011,filas_W_final,17.597946,2.3547084
N,frecuencia_bin_012,filas_W_final,17.597599,2.5032907
N,frecuencia_bin_013,filas_W_final,17.511946,2.4444923
N,frecuencia_bin_014,filas_W_final,16.113834,1.4866256
N,frecuencia_bin_015,filas_W_final,15.34621,0.8436267
N,frecuencia_bin_016,filas_W_final,15.36819,0.9982675
N,frecuencia_bin_017,filas_W_final,15.418077,1.3714799
N,frecuencia_bin_018,filas_W_final,15.071479,1.2590966
N,frecuencia_bin_019,filas_W_final,13.020079,-0.41510844
N,frecuencia_bin_020,filas_W_final,12.145447,-0.6276298
N,frecuencia_bin_021,filas_W_final,12.012121,-1.2638472
N,frecuencia_bin_022,filas_W_final,12.40851,-0.72410315
N,frecuencia_bin_023,filas_W_final,11.971967,-0.9464152
N,frecuencia_bin_024,filas_W_final,8.884674,-3.15322
N,frecuencia_bin_025,filas_W_final,7.562134,-6.9406037
N,frecuencia_bin_026,filas_W_final,6.2392592,-5.853257
N,frecuencia_bin_027,filas_W_final,6.8650956,-7.308688
N,frecuencia_bin_028,filas_W_final,6.5869455,-7.5199375
N,frecuencia_bin_029,filas_W_final,3.9202516,-6.0156913
N,frecuencia_bin_030,filas_W_final,6.5586724,-8.0673275
N,frecuencia_bin_031,filas_W_final,3.767508,-6.4513345
N,frecuencia_bin_032,filas_W_final,6.074815,-8.54677
N,frecuencia_bin_033,filas_W_final,5.8019986,-8.722214
N,frecuencia_bin_034,filas_W_final,-0.20300156,-5.026963
N,frecuencia_bin_035,filas_W_final,5.9270267,-9.389151
N,frecuencia_bin_036,filas_W_final,-0.83426625,-4.908206
N,frecuencia_bin_037,filas_W_final,2.6745534,-12.866902
N,frecuencia_bin_038,filas_W_final,2.3884742,-13.392263
N,frecuencia_bin_039,filas_W_final,-3.9114,-4.354066
N,frecuencia_bin_040,filas_W_final,2.733342,-13.635674
N,frecuencia_bin_041,filas_W_final,-4.136379,-4.2111707
N,frecuencia_bin_042,filas_W_final,1.5116794,-14.614906
N,frecuencia_bin_043,filas_W_final,1.3311566,-14.94143
N,frecuencia_bin_044,filas_W_final,-21.382792,-9.920716
N,frecuencia_bin_045,filas_W_final,2.169476,-14.76256
N,frecuencia_bin_046,filas_W_final,-21.727417,-9.912018
N,frecuencia_bin_047,filas_W_final,0.78050303,-15.789677
N,frecuencia_bin_048,filas_W_final,0.47321036,-16.340889
N,frecuencia_bin_049,filas_W_final,-22.337658,-9.846332
N,frecuencia_bin_050,filas_W_final,1.6376537,-15.968213
N,frecuencia_bin_051,filas_W_final,-22.668865,-9.818926
N,frecuencia_bin_052,filas_W_final,-0.23111416,-16.91092
N,frecuencia_bin_053,filas_W_final,-0.04968091,-17.466393
N,frecuencia_bin_054,filas_W_final,-23.15844,-9.720783
N,frecuencia_bin_055,filas_W_final,1.1709683,-17.103224
N,frecuencia_bin_056,filas_W_final,-23.886112,-9.623471
N,frecuencia_bin_057,filas_W_final,-0.45558402,-18.666769
N,frecuencia_bin_058,filas_W_final,-0.59503615,-19.13506
N,frecuencia_bin_059,filas_W_final,-24.013237,-9.488277
N,frecuencia_bin_060,filas_W_final,0.78272444,-18.092466
N,frecuencia_bin_061,filas_W_final,-24.623428,-9.446319
N,frecuencia_bin_062,filas_W_final,-0.82100004,-19.756735
N,frecuencia_bin_063,filas_W_final,-0.955543,-20.031942
N,frecuencia_bin_064,filas_W_final,-24.926855,-9.151564
N,frecuencia_bin_065,filas_W_final,0.483954,-19.252535
N,frecuencia_bin_066,filas_W_final,-25.31749,-9.2472925
N,frecuencia_bin_067,filas_W_final,-1.5831912,-20.96381
N,frecuencia_bin_068,filas_W_final,-1.2904112,-21.367592
N,frecuencia_bin_069,filas_W_final,-25.95809,-8.869693
N,frecuencia_bin_070,filas_W_final,0.22207834,-20.353735
N,frecuencia_bin_071,filas_W_final,-26.188108,-8.538085
N,frecuencia_bin_072,filas_W_final,-1.8639009,-21.897482
N,frecuencia_bin_073,filas_W_final,-1.8636523,-22.194586
N,frecuencia_bin_074,filas_W_final,-26.5446,-8.794787
N,frecuencia_bin_075,filas_W_final,-0.02657993,-21.341461
N,frecuencia_bin_076,filas_W_final,-26.955057,-8.225506
N,frecuencia_bin_077,filas_W_final,-2.2466972,-22.940798
N,frecuencia_bin_078,filas_W_final,-2.3396423,-23.33804
N,frecuencia_bin_079,filas_W_final,-27.713472,-8.432029
N,frecuencia_bin_080,filas_W_final,-0.25826913,-22.335318
N,frecuencia_bin_081,filas_W_final,-27.23,-7.6971254
N,frecuencia_bin_082,filas_W_final,-2.83892,-23.84838
N,frecuencia_bin_083,filas_W_final,-2.8320184,-24.180557
N,frecuencia_bin_084,filas_W_final,-27.738693,-7.9613357
N,frecuencia_bin_085,filas_W_final,-0.524128,-23.080256
N,frecuencia_bin_086,filas_W_final,-28.319796,-7.8326755
N,frecuencia_bin_087,filas_W_final,-3.3647804,-24.577795
N,frecuencia_bin_088,filas_W_final,-2.994679,-24.868835
N,frecuencia_bin_089,filas_W_final,-28.03539,-7.2636695
N,frecuencia_bin_090,filas_W_final,-0.8027289,-23.803108
N,frecuencia_bin_091,filas_W_final,-27.957388,-6.9580817
N,frecuencia_bin_092,filas_W_final,-3.2821364,-25.557732
N,frecuencia_bin_093,filas_W_final,-3.915158,-25.23585
N,frecuencia_bin_094,filas_W_final,-28.894993,-7.64413
N,frecuencia_bin_095,filas_W_final,-0.85410047,-24.66971
N,frecuencia_bin_096,filas_W_final,-28.80407,-7.0882754
N,frecuencia_bin_097,filas_W_final,-3.9711373,-25.828384
N,frecuencia_bin_098,filas_W_final,-3.472529,-26.368721
N,frecuencia_bin_099,filas_W_final,-28.773365,-6.5838976
N,frecuencia_bin_100,filas_W_final,-1.0453148,-25.27733
N,frecuencia_bin_101,filas_W_final,-28.694939,-6.2286882
N,frecuencia_bin_102,filas_W_final,-3.8665884,-26.607275
N,frecuencia_bin_103,filas_W_final,-4.4328594,-26.236532
N,frecuencia_bin_104,filas_W_final,-29.615566,-7.2852764
N,frecuencia_bin_105,filas_W_final,-0.938641,-25.98264
N,frecuencia_bin_106,filas_W_final,-29.516615,-6.8934646
N,frecuencia_bin_107,filas_W_final,-4.3168983,-26.97706
N,frecuencia_bin_108,filas_W_final,-4.2291226,-27.500156
N,frecuencia_bin_109,filas_W_final,-29.339054,-6.2945676
N,frecuencia_bin_110,filas_W_final,-1.6447842,-25.798655
N,frecuencia_bin_111,filas_W_final,-29.207912,-5.5234904
N,frecuencia_bin_112,filas_W_final,-4.828999,-26.669031
N,frecuencia_bin_113,filas_W_final,-4.7505665,-27.481483
N,frecuencia_bin_114,filas_W_final,-29.74657,-6.2394156
N,frecuencia_bin_115,filas_W_final,-1.5622157,-26.079966
N,frecuencia_bin_116,filas_W_final,-30.184933,-6.8431134
N,frecuencia_bin_117,filas_W_final,-5.090725,-27.54868
N,frecuencia_bin_118,filas_W_final,-5.529658,-26.668888
N,frecuencia_bin_119,filas_W_final,-29.735106,-5.377754
N,frecuencia_bin_120,filas_W_final,-1.650824,-26.81142
N,frecuencia_bin_121,filas_W_final,-30.292305,-6.436558
N,frecuencia_bin_122,filas_W_final,-5.2392836,-26.866617
N,frecuencia_bin_123,filas_W_final,-5.4500465,-27.35402
N,frecuencia_bin_124,filas_W_final,-30.15894,-5.961489
N,frecuencia_bin_125,filas_W_final,-1.7800429,-26.792616
AS,frecuencia_bin_000,filas_W_final,24.693817,7.0877624
AS,frecuencia_bin_001,filas_W_final,25.127378,7.5292683
AS,frecuencia_bin_002,filas_W_final,27.026705,9.443519
AS,frecuencia_bin_003,filas_W_final,27.931423,9.333695
AS,frecuencia_bin_004,filas_W_final,28.237343,8.30578
AS,frecuencia_bin_005,filas_W_final,28.647093,6.8162665
AS,frecuencia_bin_006,filas_W_final,29.174938,5.813849
AS,frecuencia_bin_007,filas_W_final,29.561657,4.6869526
AS,frecuencia_bin_008,filas_W_final,30.789747,3.056212
AS,frecuencia_bin_009,filas_W_final,30.646301,2.5813336
AS,frecuencia_bin_010,filas_W_final,29.929535,1.4260607
AS,frecuencia_bin_011,filas_W_final,28.969595,0.6314023
AS,frecuencia_bin_012,filas_W_final,28.705122,0.20925206
AS,frecuencia_bin_013,filas_W_final,28.076176,0.33971313
AS,frecuencia_bin_014,filas_W_final,26.701912,0.42401892
AS,frecuencia_bin_015,filas_W_final,25.0886,-0.0099107325
AS,frecuencia_bin_016,filas_W_final,24.103481,-0.3112334
AS,frecuencia_bin_017,filas_W_final,23.613945,-0.5697356
AS,frecuencia_bin_018,filas_W_final,23.114887,-0.94171727
AS,frecuencia_bin_019,filas_W_final,22.442638,-1.4996085
AS,frecuencia_bin_020,filas_W_final,21.801847,-2.0331085
AS,frecuencia_bin_021,filas_W_final,21.308962,-2.6121762
AS,frecuencia_bin_022,filas_W_final,21.01304,-3.1462665
AS,frecuencia_bin_023,filas_W_final,20.961033,-3.5942986
AS,frecuencia_bin_024,filas_W_final,20.976051,-4.0397983
AS,frecuencia_bin_025,filas_W_final,20.663996,-4.2870193
AS,frecuencia_bin_026,filas_W_final,20.833126,-4.671417
AS,frecuencia_bin_027,filas_W_final,20.609198,-4.8539042
AS,frecuencia_bin_028,filas_W_final,20.23167,-5.110208
AS,frecuencia_bin_029,filas_W_final,19.911179,-5.5075116
AS,frecuencia_bin_030,filas_W_final,19.618946,-5.7104044
AS,frecuencia_bin_031,filas_W_final,19.260622,-5.8840985
AS,frecuencia_bin_032,filas_W_final,18.79986,-6.075964
AS,frecuencia_bin_033,filas_W_final,18.235502,-6.4076905
AS,frecuencia_bin_034,filas_W_final,17.703144,-6.8764586
AS,frecuencia_bin_035,filas_W_final,17.390572,-7.253524
AS,frecuencia_bin_036,filas_W_final,16.875301,-7.0946465
AS,frecuencia_bin_037,filas_W_final,17.227692,-7.746941
AS,frecuencia_bin_038,filas_W_final,16.728739,-7.7630672
AS,frecuencia_bin_039,filas_W_final,16.686043,-8.330568
AS,frecuencia_bin_040,filas_W_final,16.077238,-7.7593737
AS,frecuencia_bin_041,filas_W_final,16.170574,-8.641026
AS,frecuencia_bin_042,filas_W_final,15.723965,-7.8219485
AS,frecuencia_bin_043,filas_W_final,15.815412,-8.404146
AS,frecuencia_bin_044,filas_W_final,15.600591,-8.7800255
AS,frecuencia_bin_045,filas_W_final,15.223043,-8.050286
AS,frecuencia_bin_046,filas_W_final,15.017603,-8.786379
AS,frecuencia_bin_047,filas_W_final,14.571756,-8.465635
AS,frecuencia_bin_048,filas_W_final,14.334941,-7.989918
AS,frecuencia_bin_049,filas_W_final,6.16829,1.4952385
AS,frecuencia_bin_050,filas_W_final,5.429776,1.9142555
AS,frecuencia_bin_051,filas_W_final,5.3024187,2.6762583
AS,frecuencia_bin_052,filas_W_final,4.7382464,2.147051
AS,frecuencia_bin_053,filas_W_final,4.6577544,2.5344493
AS,frecuencia_bin_054,filas_W_final,4.88823,3.1237037
AS,frecuencia_bin_055,filas_W_final,4.126627,2.445668
AS,frecuencia_bin_056,filas_W_final,4.4283,3.5101547
AS,frecuencia_bin_057,filas_W_final,3.808985,3.026446
AS,frecuencia_bin_058,filas_W_final,3.5489957,3.4107687
AS,frecuencia_bin_059,filas_W_final,3.8134148,3.9376402
AS,frecuencia_bin_060,filas_W_final,3.156978,3.101453
AS,frecuencia_bin_061,filas_W_final,3.2027378,4.2736936
AS,frecuencia_bin_062,filas_W_final,2.6141639,3.577117
AS,frecuencia_bin_063,filas_W_final,2.6294014,3.9261715
AS,frecuencia_bin_064,filas_W_final,2.25026,4.6132984
