clase,archivo,origen,tSNE_1,tSNE_2
N,frecuencia_bin_000,filas_W_final,31.018799,2.7362192
N,frecuencia_bin_001,filas_W_final,28.35394,8.016633
N,frecuencia_bin_002,filas_W_final,30.865067,11.726545
N,frecuencia_bin_003,filas_W_final,30.752928,11.688206
N,frecuencia_bin_004,filas_W_final,29.798334,10.854665
N,frecuencia_bin_005,filas_W_final,25.068792,4.511024
N,frecuencia_bin_006,filas_W_final,21.001846,6.6221623
N,frecuencia_bin_007,filas_W_final,21.482466,6.723867
N,frecuencia_bin_008,filas_W_final,21.357346,6.7037983
N,frecuencia_bin_009,filas_W_final,20.107494,7.053073
N,frecuencia_bin_010,filas_W_final,18.401258,7.150585
N,frecuencia_bin_011,filas_W_final,17.58961,7.6735206
N,frecuencia_bin_012,filas_W_final,17.747211,7.7378235
N,frecuencia_bin_013,filas_W_final,17.529596,7.72652
N,frecuencia_bin_014,filas_W_final,15.752454,8.096354
N,frecuencia_bin_015,filas_W_final,14.5834675,8.433674
N,frecuencia_bin_016,filas_W_final,14.86501,8.292494
N,frecuencia_bin_017,filas_W_final,15.294687,7.99921
N,frecuencia_bin_018,filas_W_final,14.837415,7.988612
N,frecuencia_bin_019,filas_W_final,12.635384,10.717253
N,frecuencia_bin_020,filas_W_final,11.65257,10.905811
N,frecuencia_bin_021,filas_W_final,11.125511,11.160216
N,frecuencia_bin_022,filas_W_final,12.048595,11.072957
N,frecuencia_bin_023,filas_W_final,11.5515585,11.333307
N,frecuencia_bin_024,filas_W_final,8.418774,11.922177
N,frecuencia_bin_025,filas_W_final,7.7505713,12.899011
N,frecuencia_bin_026,filas_W_final,5.681727,12.486702
N,frecuencia_bin_027,filas_W_final,6.688075,13.2871275
N,frecuencia_bin_028,filas_W_final,6.3312793,13.370158
N,frecuencia_bin_029,filas_W_final,3.9075856,12.743845
N,frecuencia_bin_030,filas_W_final,6.2794547,13.986195
N,frecuencia_bin_031,filas_W_final,3.617424,12.594628
N,frecuencia_bin_032,filas_W_final,5.499229,14.231241
N,frecuencia_bin_033,filas_W_final,5.0512977,14.50815
N,frecuencia_bin_034,filas_W_final,1.1087697,7.329472
N,frecuencia_bin_035,filas_W_final,4.974757,15.222501
N,frecuencia_bin_036,filas_W_final,0.9506796,6.999031
N,frecuencia_bin_037,filas_W_final,3.6042936,16.553493
N,frecuencia_bin_038,filas_W_final,3.2874374,17.187347
N,frecuencia_bin_039,filas_W_final,0.5381456,6.089118
N,frecuencia_bin_040,filas_W_final,3.902157,16.993141
N,frecuencia_bin_041,filas_W_final,0.3989676,5.7167506
N,frecuencia_bin_042,filas_W_final,2.5145385,18.123743
N,frecuencia_bin_043,filas_W_final,2.4481854,18.592848
N,frecuencia_bin_044,filas_W_final,-23.671291,-17.010143
N,frecuencia_bin_045,filas_W_final,3.3815546,18.308208
N,frecuencia_bin_046,filas_W_final,-23.99904,-17.19726
N,frecuencia_bin_047,filas_W_final,1.9471971,19.323606
N,frecuencia_bin_048,filas_W_final,1.7268753,19.824688
N,frecuencia_bin_049,filas_W_final,-24.474089,-17.334137
N,frecuencia_bin_050,filas_W_final,2.988584,19.63195
N,frecuencia_bin_051,filas_W_final,-24.8276,-17.552965
N,frecuencia_bin_052,filas_W_final,1.3396392,20.419512
N,frecuencia_bin_053,filas_W_final,1.1636084,20.802078
N,frecuencia_bin_054,filas_W_final,-25.211489,-17.574554
N,frecuencia_bin_055,filas_W_final,2.6042078,20.615726
N,frecuencia_bin_056,filas_W_final,-25.770803,-17.957254
N,frecuencia_bin_057,filas_W_final,0.7156679,21.540354
N,frecuencia_bin_058,filas_W_final,0.57744193,22.027622
N,frecuencia_bin_059,filas_W_final,-25.98161,-17.572388
N,frecuencia_bin_060,filas_W_final,2.1957657,21.446743
N,frecuencia_bin_061,filas_W_final,-26.522633,-18.141256
N,frecuencia_bin_062,filas_W_final,0.1419147,22.533428
N,frecuencia_bin_063,filas_W_final,0.1544272,22.940649
