clase,archivo,origen,tSNE_1,tSNE_2
N,frecuencia_bin_000,filas_W_final,19.881681,1.7137947
N,frecuencia_bin_001,filas_W_final,24.873837,-0.7884599
N,frecuencia_bin_002,filas_W_final,25.624264,-2.4555426
N,frecuencia_bin_003,filas_W_final,25.523037,-2.835539
N,frecuencia_bin_004,filas_W_final,23.249546,-3.1462286
N,frecuencia_bin_005,filas_W_final,19.347517,-2.9217193
N,frecuencia_bin_006,filas_W_final,16.109419,-4.9935617
N,frecuencia_bin_007,filas_W_final,16.651426,-5.4052725
N,frecuencia_bin_008,filas_W_final,16.437645,-5.287387
N,frecuencia_bin_009,filas_W_final,14.740019,-5.281562
N,frecuencia_bin_010,filas_W_final,12.302123,-4.6135397
N,frecuencia_bin_011,filas_W_final,11.539185,-4.04755
N,frecuencia_bin_012,filas_W_final,11.541857,-3.6981218
N,frecuencia_bin_013,filas_W_final,11.459933,-3.7489939
N,frecuencia_bin_014,filas_W_final,10.159967,-4.6693783
N,frecuencia_bin_015,filas_W_final,8.9506035,-4.919992
N,frecuencia_bin_016,filas_W_final,9.309881,-5.059252
N,frecuencia_bin_017,filas_W_final,9.884286,-4.9141984
N,frecuencia_bin_018,filas_W_final,9.671617,-5.076411
N,frecuencia_bin_019,filas_W_final,8.053731,-7.318611
N,frecuencia_bin_020,filas_W_final,7.2078166,-8.145741
N,frecuencia_bin_021,filas_W_final,6.6098766,-8.1231985
N,frecuencia_bin_022,filas_W_final,7.4731927,-7.7166157
N,frecuencia_bin_023,filas_W_final,7.0124784,-8.068234
N,frecuencia_bin_024,filas_W_final,4.6742496,-9.737248
N,frecuencia_bin_025,filas_W_final,4.6148615,-11.0278225
N,frecuencia_bin_026,filas_W_final,2.5664752,-11.222714
N,frecuencia_bin_027,filas_W_final,3.9467707,-11.820295
N,frecuencia_bin_028,filas_W_final,3.7629519,-12.145379
N,frecuencia_bin_029,filas_W_final,0.14765915,-11.908525
N,frecuencia_bin_030,filas_W_final,3.9055934,-12.499002
N,frecuencia_bin_031,filas_W_final,0.24423909,-12.29816
N,frecuencia_bin_032,filas_W_final,3.5098028,-13.14536
N,frecuencia_bin_033,filas_W_final,3.400523,-13.60917
N,frecuencia_bin_034,filas_W_final,-3.4991465,-12.972121
N,frecuencia_bin_035,filas_W_final,3.7028918,-14.16644
N,frecuencia_bin_036,filas_W_final,-3.834311,-12.98346
N,frecuencia_bin_037,filas_W_final,3.9937305,-17.032223
N,frecuencia_bin_038,filas_W_final,4.1624265,-17.61003
