clase,archivo,origen,tSNE_1,tSNE_2
N,New_N_001.wav,media_H_por_audio,18.269495,5.7574024
N,New_N_002.wav,media_H_por_audio,18.790377,7.685815
N,New_N_003.wav,media_H_por_audio,20.323421,5.067972
N,New_N_004.wav,media_H_por_audio,19.967876,4.545024
N,New_N_005.wav,media_H_por_audio,19.79302,6.146158
N,New_N_006.wav,media_H_por_audio,20.820404,4.983603
N,New_N_007.wav,media_H_por_audio,16.570715,6.3142247
N,New_N_008.wav,media_H_por_audio,19.50802,5.809935
N,New_N_009.wav,media_H_por_audio,18.744102,8.387059
N,New_N_010.wav,media_H_por_audio,19.877432,10.271156
N,New_N_011.wav,media_H_por_audio,20.501614,4.746684
N,New_N_012.wav,media_H_por_audio,17.303114,6.344714
N,New_N_013.wav,media_H_por_audio,15.705639,8.704614
N,New_N_014.wav,media_H_por_audio,16.80644,5.6526823
N,New_N_015.wav,media_H_por_audio,21.347206,6.603201
N,New_N_016.wav,media_H_por_audio,16.942455,6.824851
N,New_N_017.wav,media_H_por_audio,18.184902,6.720031
N,New_N_018.wav,media_H_por_audio,16.932056,5.491317
N,New_N_019.wav,media_H_por_audio,20.612865,6.9745646
N,New_N_020.wav,media_H_por_audio,18.466593,4.2552366
N,New_N_021.wav,media_H_por_audio,19.746178,8.021695
N,New_N_022.wav,media_H_por_audio,19.960567,5.446976
N,New_N_023.wav,media_H_por_audio,19.617455,8.663967
N,New_N_024.wav,media_H_por_audio,22.060125,7.0632997
N,New_N_025.wav,media_H_por_audio,20.172403,9.865712
N,New_N_026.wav,media_H_por_audio,16.917665,6.733665
N,New_N_027.wav,media_H_por_audio,19.139978,10.127289
N,New_N_028.wav,media_H_por_audio,19.85974,5.752647
N,New_N_029.wav,media_H_por_audio,17.15827,5.3454795
N,New_N_030.wav,media_H_por_audio,16.785604,7.5163975
N,New_N_031.wav,media_H_por_audio,19.531078,9.764989
N,New_N_032.wav,media_H_por_audio,20.67739,4.100105
N,New_N_033.wav,media_H_por_audio,19.200623,3.762655
N,New_N_034.wav,media_H_por_audio,19.394638,4.354027
N,New_N_035.wav,media_H_por_audio,18.825565,9.36189
N,New_N_036.wav,media_H_por_audio,15.737256,8.991119
N,New_N_037.wav,media_H_por_audio,-41.29922,8.772675
N,New_N_038.wav,media_H_por_audio,-41.298943,8.773336
