clase,archivo,origen,tSNE_1,tSNE_2
N,New_N_001.wav,media_H_por_audio,2.097922,32.610645
N,New_N_002.wav,media_H_por_audio,5.5193043,33.114
N,New_N_003.wav,media_H_por_audio,2.1146913,31.09702
N,New_N_004.wav,media_H_por_audio,2.1886537,31.137089
N,New_N_005.wav,media_H_por_audio,1.7586038,35.558643
N,New_N_006.wav,media_H_por_audio,4.107806,31.046827
N,New_N_007.wav,media_H_por_audio,4.4855566,30.547012
N,New_N_008.wav,media_H_por_audio,1.600833,31.445513
N,New_N_009.wav,media_H_por_audio,1.10372,31.81385
N,New_N_010.wav,media_H_por_audio,0.82746977,33.96443
N,New_N_011.wav,media_H_por_audio,3.7291963,30.218588
N,New_N_012.wav,media_H_por_audio,3.9227655,29.043499
N,New_N_013.wav,media_H_por_audio,0.076973535,33.35372
N,New_N_014.wav,media_H_por_audio,4.9001384,31.9485
N,New_N_015.wav,media_H_por_audio,-0.23688483,31.184103
N,New_N_016.wav,media_H_por_audio,2.0738735,30.64377
N,New_N_017.wav,media_H_por_audio,5.935489,31.816402
N,New_N_018.wav,media_H_por_audio,5.423052,31.72398
N,New_N_019.wav,media_H_por_audio,4.844386,32.360252
N,New_N_020.wav,media_H_por_audio,1.7229791,36.042206
N,New_N_021.wav,media_H_por_audio,-0.4716366,31.49172
N,New_N_022.wav,media_H_por_audio,1.1354556,32.350853
N,New_N_023.wav,media_H_por_audio,1.830276,34.321476
N,New_N_024.wav,media_H_por_audio,4.3888617,33.38946
N,New_N_025.wav,media_H_por_audio,2.6083667,29.059319
N,New_N_026.wav,media_H_por_audio,5.714741,31.93133
N,New_N_027.wav,media_H_por_audio,0.53318727,32.59361
N,New_N_028.wav,media_H_por_audio,4.1736083,32.928505
N,New_N_029.wav,media_H_por_audio,5.0959096,31.02964
N,New_N_030.wav,media_H_por_audio,2.4511118,31.93081
N,New_N_031.wav,media_H_por_audio,0.3245547,32.35094
N,New_N_032.wav,media_H_por_audio,2.8094885,31.976051
N,New_N_033.wav,media_H_por_audio,4.2243285,30.499054
N,New_N_034.wav,media_H_por_audio,4.2714343,29.273472
N,New_N_035.wav,media_H_por_audio,-0.23290634,31.831833
N,New_N_036.wav,media_H_por_audio,0.71028894,34.73159
N,New_N_037.wav,media_H_por_audio,27.713736,-5.364548
N,New_N_038.wav,media_H_por_audio,27.706177,-5.365861
N,New_N_039.wav,media_H_por_audio,27.710705,-5.364273
N,New_N_040.wav,media_H_por_audio,27.710976,-5.363208
N,New_N_041.wav,media_H_por_audio,22.795824,22.16809
N,New_N_042.wav,media_H_por_audio,20.940273,22.375092
N,New_N_043.wav,media_H_por_audio,21.728657,20.156988
N,New_N_044.wav,media_H_por_audio,21.143461,22.12233
N,New_N_045.wav,media_H_por_audio,24.328049,21.940092
N,New_N_046.wav,media_H_por_audio,23.315432,19.857517
N,New_N_047.wav,media_H_por_audio,21.172318,22.338062
N,New_N_048.wav,media_H_por_audio,21.545004,19.982576
N,New_N_049.wav,media_H_por_audio,22.23006,18.66367
N,New_N_050.wav,media_H_por_audio,22.706573,20.838593
N,New_N_051.wav,media_H_por_audio,24.325432,19.863037
N,New_N_052.wav,media_H_por_audio,21.00119,21.646196
N,New_N_053.wav,media_H_por_audio,24.556303,20.684027
N,New_N_054.wav,media_H_por_audio,19.449081,22.064144
N,New_N_055.wav,media_H_por_audio,21.329687,20.548058
N,New_N_056.wav,media_H_por_audio,21.398838,20.765215
N,New_N_057.wav,media_H_por_audio,21.335897,19.683704
N,New_N_058.wav,media_H_por_audio,22.975618,20.773294
N,New_N_059.wav,media_H_por_audio,21.25857,18.39564
N,New_N_060.wav,media_H_por_audio,20.696243,18.919285
N,New_N_061.wav,media_H_por_audio,22.019094,18.955994
N,New_N_062.wav,media_H_por_audio,21.022625,19.769815
N,New_N_063.wav,media_H_por_audio,20.561445,20.151102
N,New_N_064.wav,media_H_por_audio,22.710804,18.12127
N,New_N_065.wav,media_H_por_audio,24.414219,21.89214
N,New_N_066.wav,media_H_por_audio,23.918968,19.89354
N,New_N_067.wav,media_H_por_audio,22.101765,18.994183
N,New_N_068.wav,media_H_por_audio,21.978237,19.848682
N,New_N_069.wav,media_H_por_audio,8.300227,28.03248
N,New_N_070.wav,media_H_por_audio,7.753102,28.366499
N,New_N_071.wav,media_H_por_audio,9.27447,29.27925
N,New_N_072.wav,media_H_por_audio,8.91709,29.477169
N,New_N_073.wav,media_H_por_audio,11.107499,28.363031
N,New_N_074.wav,media_H_por_audio,11.047776,29.31252
N,New_N_075.wav,media_H_por_audio,10.892377,28.342691
N,New_N_076.wav,media_H_por_audio,8.523637,29.336708
N,New_N_077.wav,media_H_por_audio,10.777336,28.67463
N,New_N_078.wav,media_H_por_audio,9.71313,27.42947
N,New_N_079.wav,media_H_por_audio,10.104504,27.383884
N,New_N_080.wav,media_H_por_audio,10.591802,28.744314
N,New_N_081.wav,media_H_por_audio,11.176248,28.604733
N,New_N_082.wav,media_H_por_audio,9.449065,29.141413
N,New_N_083.wav,media_H_por_audio,9.652861,28.031916
N,New_N_084.wav,media_H_por_audio,8.551811,27.976465
N,New_N_085.wav,media_H_por_audio,10.72764,28.17845
N,New_N_086.wav,media_H_por_audio,7.6875653,28.207726
N,New_N_087.wav,media_H_por_audio,10.32942,28.56168
N,New_N_088.wav,media_H_por_audio,9.770384,28.22807
N,New_N_089.wav,media_H_por_audio,8.934084,29.431684
