indice_interno,base,clase,archivo,segundos_extraccion_clasica
0,SNR_8db,N,New_N_001.wav,0.003902900032699108
1,SNR_8db,N,New_N_002.wav,0.007150299963541329
2,SNR_8db,AS,New_AS_001.wav,0.0021712000016123056
3,SNR_8db,AS,New_AS_002.wav,0.0022550999419763684
4,SNR_8db,MR,New_MR_001.wav,0.003029000014066696
5,SNR_8db,MR,New_MR_002.wav,0.0033105999464169145
6,SNR_8db,MS,New_MS_001.wav,0.0021376999793574214
7,SNR_8db,MS,New_MS_002.wav,0.0023951000766828656
8,SNR_8db,MVP,New_MVP_001.wav,0.002157400012947619
9,SNR_8db,MVP,New_MVP_002.wav,0.003218600060790777
