indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,SNR_5db,N,New_N_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.31488092647219496,2x212,0.01220989995636046,32,0.19990874255503321,0.2642835899661749,0.009809199953451753,8,0.10265214779288052,0.20853757402110049,0.0011837000492960215,2,0.1139207518874765,0.12492841261102522,0.0003638999769464135
1,SNR_5db,N,New_N_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.31696509546235807,2x212,0.012650599936023355,32,0.2001995499104431,0.2636652130118629,0.010641700006090105,8,0.10393235346002118,0.2181798734792826,0.0009392000501975417,2,0.11435504751218285,0.12346611251138911,0.0003554000286385417
2,SNR_5db,AS,New_AS_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4659250105107322,2x212,0.012356199906207621,32,0.2464747764748178,0.26107295960360255,0.010324600036256015,8,0.13097814436562666,0.2263674673290825,0.00098690006416291,2,0.29134802481023353,0.35594591774998896,0.00036720000207424164
3,SNR_5db,AS,New_AS_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.45158967277881573,2x212,0.0121993999928236,32,0.2371553959173498,0.2589870473158186,0.00970599998254329,8,0.12472987030780507,0.2101478987911102,0.0013023000210523605,2,0.26935840110966486,0.32672449343218457,0.0004357999423518777
4,SNR_5db,MR,New_MR_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.3907662086760474,2x212,0.012761299964040518,32,0.2336711637436058,0.2663150593921327,0.00998149998486042,8,0.1211403933869293,0.23048982477463578,0.0013645000290125608,2,0.20467919847514796,0.21360230887378856,0.0006133000133559108
5,SNR_5db,MR,New_MR_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.41335860298143023,2x212,0.012572299921885133,32,0.2507883752531947,0.26144537082720354,0.010570399928838015,8,0.12271474315257008,0.21230060917479804,0.0009617999894544482,2,0.2223715351767077,0.210349352269537,0.00035640003625303507
6,SNR_5db,MS,New_MS_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.353170990562983,2x212,0.013590199989266694,32,0.21647872391168452,0.26362039543297094,0.01150149991735816,8,0.11605315595713381,0.22283932447479213,0.0009603999787941575,2,0.15642407470990174,0.1647050708128135,0.00035879993811249733
7,SNR_5db,MS,New_MS_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.3504879190010685,2x212,0.0131375000346452,32,0.21463205523555198,0.26181207074148144,0.01083670009393245,8,0.11561042957434434,0.22965014141412934,0.0010384999914094806,2,0.1547416227536494,0.1686897249998987,0.0003711999161168933
8,SNR_5db,MVP,New_MVP_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.5173928572945632,2x212,0.012176799937151372,32,0.21917423438696637,0.2347519822991788,0.00993269996251911,8,0.1594061109564109,0.14656680487170606,0.0010197999654337764,2,0.35458857783350295,0.05433127909215004,0.0004417001036927104
9,SNR_5db,MVP,New_MVP_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4930117083314552,2x212,0.012626700103282928,32,0.19870006327627762,0.23958622468989835,0.010490299900993705,8,0.10161930032258976,0.16579321102857664,0.000994000001810491,2,0.36724189431559495,0.051887102105475064,0.0003648999845609069
