indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,error_final,forma_h,forma_w,segundos
0,SNR_0db,NMF,8-7-7-6,4,0.0,0.3082320091057757,6x212,126x6,0.024915600079111755
1,SNR_0db,NMF,8-7-7-6,4,0.0,0.3032774644986391,6x212,126x6,0.023191400105133653
2,SNR_0db,NMF,8-7-7-6,4,0.0,0.30931736259763054,6x212,126x6,0.02186400000937283
3,SNR_0db,NMF,8-7-7-6,4,0.0,0.3130564381246327,6x212,126x6,0.0232622999465093
4,SNR_0db,NMF,8-7-7-6,4,0.0,0.30678919155430195,6x212,126x6,0.02301809994969517
5,SNR_0db,NMF,8-7-7-6,4,0.0,0.30971675725796977,6x212,126x6,0.02187609998509288
6,SNR_0db,NMF,8-7-7-6,4,0.0,0.3120705167161649,6x212,126x6,0.02336210000794381
7,SNR_0db,NMF,8-7-7-6,4,0.0,0.3069257846672366,6x212,126x6,0.022022699937224388
8,SNR_0db,NMF,8-7-7-6,4,0.0,0.3070056457254829,6x212,126x6,0.021911000018008053
9,SNR_0db,NMF,8-7-7-6,4,0.0,0.3076476942055726,6x212,126x6,0.022412499994970858
10,SNR_0db,NMF,8-7-7-6,4,0.0,0.3100675272751199,6x212,126x6,0.022583700018003583
11,SNR_0db,NMF,8-7-7-6,4,0.0,0.3093144264715003,6x212,126x6,0.024201399995945394
12,SNR_0db,NMF,8-7-7-6,4,0.0,0.3085692451712192,6x212,126x6,0.025764400023035705
13,SNR_0db,NMF,8-7-7-6,4,0.0,0.3080556544321635,6x212,126x6,0.024700399953871965
14,SNR_0db,NMF,8-7-7-6,4,0.0,0.31492672882122097,6x212,126x6,0.02574890002142638
15,SNR_0db,NMF,8-7-7-6,4,0.0,0.3127864580296462,6x212,126x6,0.026041300036013126
16,SNR_0db,NMF,8-7-7-6,4,0.0,0.3185891211345677,6x212,126x6,0.025838300003670156
17,SNR_0db,NMF,8-7-7-6,4,0.0,0.3118879997824559,6x212,126x6,0.02585689991246909
18,SNR_0db,NMF,8-7-7-6,4,0.0,0.3094585687101706,6x212,126x6,0.024262299994006753
19,SNR_0db,NMF,8-7-7-6,4,0.0,0.3093502148631218,6x212,126x6,0.024618899915367365
20,SNR_0db,NMF,8-7-7-6,4,0.0,0.3057365326713052,6x212,126x6,0.02456210006494075
21,SNR_0db,NMF,8-7-7-6,4,0.0,0.3124613597944467,6x212,126x6,0.025445500039495528
22,SNR_0db,NMF,8-7-7-6,4,0.0,0.30605573671098424,6x212,126x6,0.025215900037437677
23,SNR_0db,NMF,8-7-7-6,4,0.0,0.31119064872238233,6x212,126x6,0.02596359991002828
24,SNR_0db,NMF,8-7-7-6,4,0.0,0.31335932513848147,6x212,126x6,0.02582600002642721
25,SNR_0db,NMF,8-7-7-6,4,0.0,0.31014650873627303,6x212,126x6,0.023542100097984076
26,SNR_0db,NMF,8-7-7-6,4,0.0,0.30636708700760845,6x212,126x6,0.021707399981096387
27,SNR_0db,NMF,8-7-7-6,4,0.0,0.31130312614031824,6x212,126x6,0.022393999970518053
28,SNR_0db,NMF,8-7-7-6,4,0.0,0.31583783578097085,6x212,126x6,0.023201000061817467
29,SNR_0db,NMF,8-7-7-6,4,0.0,0.3077907713290186,6x212,126x6,0.021838300046510994
30,SNR_0db,NMF,8-7-7-6,4,0.0,0.31247054520107276,6x212,126x6,0.0223867999156937
31,SNR_0db,NMF,8-7-7-6,4,0.0,0.3089234373221881,6x212,126x6,0.02305810002144426
32,SNR_0db,NMF,8-7-7-6,4,0.0,0.3109476583420326,6x212,126x6,0.02194860007148236
33,SNR_0db,NMF,8-7-7-6,4,0.0,0.30910333591402606,6x212,126x6,0.021593600045889616
34,SNR_0db,NMF,8-7-7-6,4,0.0,0.3107690968464905,6x212,126x6,0.022771299933083355
35,SNR_0db,NMF,8-7-7-6,4,0.0,0.3085089885502891,6x212,126x6,0.022027399973012507
36,SNR_0db,NMF,8-7-7-6,4,0.0,0.22531385258300626,6x212,126x6,0.02233539998997003
37,SNR_0db,NMF,8-7-7-6,4,0.0,0.30917163164097117,6x212,126x6,0.022070699953474104
38,SNR_0db,NMF,8-7-7-6,4,0.0,0.31622972056058135,6x212,126x6,0.022484299959614873
39,SNR_0db,NMF,8-7-7-6,4,0.0,0.31060105749683503,6x212,126x6,0.023191899992525578
40,SNR_0db,NMF,8-7-7-6,4,0.0,0.3069262174118437,6x212,126x6,0.02311309997458011
41,SNR_0db,NMF,8-7-7-6,4,0.0,0.31220366351428197,6x212,126x6,0.02232650003861636
42,SNR_0db,NMF,8-7-7-6,4,0.0,0.3035878809233902,6x212,126x6,0.02382829994894564
43,SNR_0db,NMF,8-7-7-6,4,0.0,0.30671478142571706,6x212,126x6,0.022657699999399483
44,SNR_0db,NMF,8-7-7-6,4,0.0,0.3045749412738277,6x212,126x6,0.021765699959360063
45,SNR_0db,NMF,8-7-7-6,4,0.0,0.3003649225655327,6x212,126x6,0.0222074999473989
46,SNR_0db,NMF,8-7-7-6,4,0.0,0.30278591719620335,6x212,126x6,0.022895999951288104
47,SNR_0db,NMF,8-7-7-6,4,0.0,0.302650767482415,6x212,126x6,0.022062900010496378
48,SNR_0db,NMF,8-7-7-6,4,0.0,0.30716592446204194,6x212,126x6,0.022275299998000264
49,SNR_0db,NMF,8-7-7-6,4,0.0,0.3055166687251357,6x212,126x6,0.022901899996213615
50,SNR_0db,NMF,8-7-7-6,4,0.0,0.30181543267491145,6x212,126x6,0.022227799985557795
51,SNR_0db,NMF,8-7-7-6,4,0.0,0.3053110548411169,6x212,126x6,0.022220599930733442
52,SNR_0db,NMF,8-7-7-6,4,0.0,0.31008521273179207,6x212,126x6,0.02191280003171414
53,SNR_0db,NMF,8-7-7-6,4,0.0,0.30624339781109355,6x212,126x6,0.021818600012920797
54,SNR_0db,NMF,8-7-7-6,4,0.0,0.3073845653742352,6x212,126x6,0.022790799965150654
55,SNR_0db,NMF,8-7-7-6,4,0.0,0.30372250292039554,6x212,126x6,0.022257599979639053
56,SNR_0db,NMF,8-7-7-6,4,0.0,0.3004661192524514,6x212,126x6,0.02214250003453344
57,SNR_0db,NMF,8-7-7-6,4,0.0,0.3043377554128162,6x212,126x6,0.02324930008035153
58,SNR_0db,NMF,8-7-7-6,4,0.0,0.30651969520829,6x212,126x6,0.021824700059369206
59,SNR_0db,NMF,8-7-7-6,4,0.0,0.30247158433403365,6x212,126x6,0.021852699923329055
60,SNR_0db,NMF,8-7-7-6,4,0.0,0.3059606660398026,6x212,126x6,0.02436029992531985
61,SNR_0db,NMF,8-7-7-6,4,0.0,0.3060798372996887,6x212,126x6,0.034213999984785914
62,SNR_0db,NMF,8-7-7-6,4,0.0,0.30276440447998626,6x212,126x6,0.023262100061401725
63,SNR_0db,NMF,8-7-7-6,4,0.0,0.3045766318547166,6x212,126x6,0.022749299998395145
64,SNR_0db,NMF,8-7-7-6,4,0.0,0.29958253889893216,6x212,126x6,0.02326089993584901
65,SNR_0db,NMF,8-7-7-6,4,0.0,0.3039341084540687,6x212,126x6,0.02265519998036325
66,SNR_0db,NMF,8-7-7-6,4,0.0,0.3017039338037184,6x212,126x6,0.02258829993661493
67,SNR_0db,NMF,8-7-7-6,4,0.0,0.30906454270237815,6x212,126x6,0.022242199978791177
68,SNR_0db,NMF,8-7-7-6,4,0.0,0.3056392236490217,6x212,126x6,0.021889899973757565
69,SNR_0db,NMF,8-7-7-6,4,0.0,0.3080553012163643,6x212,126x6,0.022550399997271597
70,SNR_0db,NMF,8-7-7-6,4,0.0,0.30674008882066006,6x212,126x6,0.022612700005993247
71,SNR_0db,NMF,8-7-7-6,4,0.0,0.3086039134367479,6x212,126x6,0.02358869998715818
72,SNR_0db,NMF,8-7-7-6,4,0.0,0.3072176189005566,6x212,126x6,0.023085900000296533
73,SNR_0db,NMF,8-7-7-6,4,0.0,0.3083956512427089,6x212,126x6,0.022420599940232933
74,SNR_0db,NMF,8-7-7-6,4,0.0,0.30826806237934495,6x212,126x6,0.022194999968633056
75,SNR_0db,NMF,8-7-7-6,4,0.0,0.3075312370383256,6x212,126x6,0.022650999948382378
76,SNR_0db,NMF,8-7-7-6,4,0.0,0.30845157636496756,6x212,126x6,0.022275099996477365
77,SNR_0db,NMF,8-7-7-6,4,0.0,0.30977450743410173,6x212,126x6,0.023886899929493666
78,SNR_0db,NMF,8-7-7-6,4,0.0,0.30511677739812626,6x212,126x6,0.022110600024461746
79,SNR_0db,NMF,8-7-7-6,4,0.0,0.3086211400965587,6x212,126x6,0.02231180004309863
80,SNR_0db,NMF,8-7-7-6,4,0.0,0.30715480906065606,6x212,126x6,0.02273650001734495
81,SNR_0db,NMF,8-7-7-6,4,0.0,0.30494276095439066,6x212,126x6,0.022239500074647367
82,SNR_0db,NMF,8-7-7-6,4,0.0,0.3071815724495581,6x212,126x6,0.02371590002439916
83,SNR_0db,NMF,8-7-7-6,4,0.0,0.30907716676159286,6x212,126x6,0.025858699926175177
84,SNR_0db,NMF,8-7-7-6,4,0.0,0.3051575885621353,6x212,126x6,0.02290260000154376
85,SNR_0db,NMF,8-7-7-6,4,0.0,0.3055983920724683,6x212,126x6,0.022863399935886264
86,SNR_0db,NMF,8-7-7-6,4,0.0,0.30849167732651545,6x212,126x6,0.02236309996806085
87,SNR_0db,NMF,8-7-7-6,4,0.0,0.309372450832177,6x212,126x6,0.023045800044201314
88,SNR_0db,NMF,8-7-7-6,4,0.0,0.3038151726509062,6x212,126x6,0.023252699989825487
89,SNR_0db,NMF,8-7-7-6,4,0.0,0.3082100913439615,6x212,126x6,0.02231290005147457
90,SNR_0db,NMF,8-7-7-6,4,0.0,0.3063596059584883,6x212,126x6,0.023485600017011166
91,SNR_0db,NMF,8-7-7-6,4,0.0,0.30759434166509897,6x212,126x6,0.02227600000333041
92,SNR_0db,NMF,8-7-7-6,4,0.0,0.30621419523608967,6x212,126x6,0.0224449000088498
93,SNR_0db,NMF,8-7-7-6,4,0.0,0.3084659808010488,6x212,126x6,0.02188360004220158
94,SNR_0db,NMF,8-7-7-6,4,0.0,0.30799716702978375,6x212,126x6,0.022246700013056397
95,SNR_0db,NMF,8-7-7-6,4,0.0,0.30623861033969696,6x212,126x6,0.022639999981038272
96,SNR_0db,NMF,8-7-7-6,4,0.0,0.3030972098990851,6x212,126x6,0.023045900044962764
97,SNR_0db,NMF,8-7-7-6,4,0.0,0.3099568289918967,6x212,126x6,0.022728700074367225
98,SNR_0db,NMF,8-7-7-6,4,0.0,0.30571587348564827,6x212,126x6,0.02268950000870973
99,SNR_0db,NMF,8-7-7-6,4,0.0,0.31126866113480717,6x212,126x6,0.0245040999725461
100,SNR_0db,NMF,8-7-7-6,4,0.0,0.3030019255606788,6x212,126x6,0.02177840005606413
101,SNR_0db,NMF,8-7-7-6,4,0.0,0.3042498733378523,6x212,126x6,0.023241399903781712
102,SNR_0db,NMF,8-7-7-6,4,0.0,0.30141971477277707,6x212,126x6,0.023457600036635995
103,SNR_0db,NMF,8-7-7-6,4,0.0,0.30647789254635766,6x212,126x6,0.022819100064225495
104,SNR_0db,NMF,8-7-7-6,4,0.0,0.3079907695804931,6x212,126x6,0.024636400048621
105,SNR_0db,NMF,8-7-7-6,4,0.0,0.3062680168379254,6x212,126x6,0.022692899918183684
106,SNR_0db,NMF,8-7-7-6,4,0.0,0.31346303557671384,6x212,126x6,0.02467299997806549
107,SNR_0db,NMF,8-7-7-6,4,0.0,0.31109086065881403,6x212,126x6,0.02480339992325753
108,SNR_0db,NMF,8-7-7-6,4,0.0,0.2993525665683733,6x212,126x6,0.024819100042805076
109,SNR_0db,NMF,8-7-7-6,4,0.0,0.3081942158463785,6x212,126x6,0.022401100024580956
110,SNR_0db,NMF,8-7-7-6,4,0.0,0.3024316483586291,6x212,126x6,0.022090299986302853
111,SNR_0db,NMF,8-7-7-6,4,0.0,0.3088694956836262,6x212,126x6,0.023273099912330508
112,SNR_0db,NMF,8-7-7-6,4,0.0,0.30286158975911803,6x212,126x6,0.021373299998231232
113,SNR_0db,NMF,8-7-7-6,4,0.0,0.3067866288466659,6x212,126x6,0.023301600012928247
114,SNR_0db,NMF,8-7-7-6,4,0.0,0.31053288270489104,6x212,126x6,0.026325699989683926
115,SNR_0db,NMF,8-7-7-6,4,0.0,0.3033398225482277,6x212,126x6,0.022719300002790987
116,SNR_0db,NMF,8-7-7-6,4,0.0,0.30499097897095495,6x212,126x6,0.02325079997535795
117,SNR_0db,NMF,8-7-7-6,4,0.0,0.31051921445367126,6x212,126x6,0.022353300009854138
118,SNR_0db,NMF,8-7-7-6,4,0.0,0.30207308805480465,6x212,126x6,0.021629199967719615
119,SNR_0db,NMF,8-7-7-6,4,0.0,0.30560863088307694,6x212,126x6,0.0224566999822855
120,SNR_0db,NMF,8-7-7-6,4,0.0,0.30775327700536825,6x212,126x6,0.021775500033982098
121,SNR_0db,NMF,8-7-7-6,4,0.0,0.3073775709588224,6x212,126x6,0.022381899994798005
122,SNR_0db,NMF,8-7-7-6,4,0.0,0.3015761005822914,6x212,126x6,0.022850299952551723
123,SNR_0db,NMF,8-7-7-6,4,0.0,0.3041985759954599,6x212,126x6,0.022436799947172403
124,SNR_0db,NMF,8-7-7-6,4,0.0,0.30922769254711324,6x212,126x6,0.023278500069864094
125,SNR_0db,NMF,8-7-7-6,4,0.0,0.29543145408753735,6x212,126x6,0.025307000032626092
126,SNR_0db,NMF,8-7-7-6,4,0.0,0.2986267651774329,6x212,126x6,0.025627499911934137
127,SNR_0db,NMF,8-7-7-6,4,0.0,0.29698304686708693,6x212,126x6,0.02576380001846701
128,SNR_0db,NMF,8-7-7-6,4,0.0,0.2985296054068547,6x212,126x6,0.024652100051753223
129,SNR_0db,NMF,8-7-7-6,4,0.0,0.2934581894548687,6x212,126x6,0.02422109991312027
130,SNR_0db,NMF,8-7-7-6,4,0.0,0.3001448981766968,6x212,126x6,0.023835300002247095
131,SNR_0db,NMF,8-7-7-6,4,0.0,0.29883510271476876,6x212,126x6,0.025608399999327958
132,SNR_0db,NMF,8-7-7-6,4,0.0,0.2982556876791178,6x212,126x6,0.02498420001938939
133,SNR_0db,NMF,8-7-7-6,4,0.0,0.29665060903149565,6x212,126x6,0.025182300014421344
134,SNR_0db,NMF,8-7-7-6,4,0.0,0.2978730368306089,6x212,126x6,0.02556059998460114
135,SNR_0db,NMF,8-7-7-6,4,0.0,0.2962545552028309,6x212,126x6,0.024970200029201806
136,SNR_0db,NMF,8-7-7-6,4,0.0,0.2960418318345085,6x212,126x6,0.02327180001884699
137,SNR_0db,NMF,8-7-7-6,4,0.0,0.301090699711231,6x212,126x6,0.024266200023703277
138,SNR_0db,NMF,8-7-7-6,4,0.0,0.29758672734669833,6x212,126x6,0.02252020000014454
139,SNR_0db,NMF,8-7-7-6,4,0.0,0.29929254832474866,6x212,126x6,0.022586700040847063
140,SNR_0db,NMF,8-7-7-6,4,0.0,0.2960870016614332,6x212,126x6,0.02208449994213879
141,SNR_0db,NMF,8-7-7-6,4,0.0,0.29773916777428344,6x212,126x6,0.021697100019082427
142,SNR_0db,NMF,8-7-7-6,4,0.0,0.29752350253336324,6x212,126x6,0.023083699983544648
143,SNR_0db,NMF,8-7-7-6,4,0.0,0.2956487664323499,6x212,126x6,0.022481100051663816
144,SNR_0db,NMF,8-7-7-6,4,0.0,0.2987680155372586,6x212,126x6,0.022446800023317337
145,SNR_0db,NMF,8-7-7-6,4,0.0,0.29403490068402266,6x212,126x6,0.02351009997073561
146,SNR_0db,NMF,8-7-7-6,4,0.0,0.2993249185602156,6x212,126x6,0.022481399937532842
147,SNR_0db,NMF,8-7-7-6,4,0.0,0.3006859985867806,6x212,126x6,0.022725700051523745
148,SNR_0db,NMF,8-7-7-6,4,0.0,0.30225855350702185,6x212,126x6,0.023114899988286197
149,SNR_0db,NMF,8-7-7-6,4,0.0,0.2982031175962005,6x212,126x6,0.022223200066946447
150,SNR_0db,NMF,8-7-7-6,4,0.0,0.29639186146698043,6x212,126x6,0.0221798000857234
151,SNR_0db,NMF,8-7-7-6,4,0.0,0.2985459820534455,6x212,126x6,0.02354429999832064
152,SNR_0db,NMF,8-7-7-6,4,0.0,0.297906595267612,6x212,126x6,0.023841400048695505
153,SNR_0db,NMF,8-7-7-6,4,0.0,0.2970404953837521,6x212,126x6,0.02453669998794794
154,SNR_0db,NMF,8-7-7-6,4,0.0,0.2995298821998846,6x212,126x6,0.02307630004361272
155,SNR_0db,NMF,8-7-7-6,4,0.0,0.2990542464656602,6x212,126x6,0.022934500011615455
156,SNR_0db,NMF,8-7-7-6,4,0.0,0.30688939484088446,6x212,126x6,0.022316899965517223
157,SNR_0db,NMF,8-7-7-6,4,0.0,0.30821191536149656,6x212,126x6,0.022067399928346276
158,SNR_0db,NMF,8-7-7-6,4,0.0,0.31009147055630126,6x212,126x6,0.02286849997472018
159,SNR_0db,NMF,8-7-7-6,4,0.0,0.3071646959757665,6x212,126x6,0.022306099999696016
160,SNR_0db,NMF,8-7-7-6,4,0.0,0.3098421838815593,6x212,126x6,0.022207299945876002
161,SNR_0db,NMF,8-7-7-6,4,0.0,0.3159562056913856,6x212,126x6,0.022426299983635545
162,SNR_0db,NMF,8-7-7-6,4,0.0,0.30762804694580986,6x212,126x6,0.02186400000937283
163,SNR_0db,NMF,8-7-7-6,4,0.0,0.3037614546247821,6x212,126x6,0.021969000110402703
164,SNR_0db,NMF,8-7-7-6,4,0.0,0.31267188396910595,6x212,126x6,0.0234452000586316
165,SNR_0db,NMF,8-7-7-6,4,0.0,0.3075076379655756,6x212,126x6,0.022772000054828823
166,SNR_0db,NMF,8-7-7-6,4,0.0,0.31160660423310266,6x212,126x6,0.02240179991349578
167,SNR_0db,NMF,8-7-7-6,4,0.0,0.30929399010523384,6x212,126x6,0.023467999999411404
168,SNR_0db,NMF,8-7-7-6,4,0.0,0.30861247535531644,6x212,126x6,0.022640699986368418
169,SNR_0db,NMF,8-7-7-6,4,0.0,0.31082331012776243,6x212,126x6,0.022259299992583692
170,SNR_0db,NMF,8-7-7-6,4,0.0,0.31171437207174935,6x212,126x6,0.026723399991169572
171,SNR_0db,NMF,8-7-7-6,4,0.0,0.3082063437206734,6x212,126x6,0.023484000004827976
172,SNR_0db,NMF,8-7-7-6,4,0.0,0.309501708188811,6x212,126x6,0.023888499941676855
173,SNR_0db,NMF,8-7-7-6,4,0.0,0.31405757262241296,6x212,126x6,0.02173479995690286
174,SNR_0db,NMF,8-7-7-6,4,0.0,0.3102041887194652,6x212,126x6,0.022090199985541403
175,SNR_0db,NMF,8-7-7-6,4,0.0,0.3098563928449433,6x212,126x6,0.022407199954614043
176,SNR_0db,NMF,8-7-7-6,4,0.0,0.3103704991597625,6x212,126x6,0.021768499980680645
177,SNR_0db,NMF,8-7-7-6,4,0.0,0.3089147205013597,6x212,126x6,0.02295900008175522
178,SNR_0db,NMF,8-7-7-6,4,0.0,0.3087251128957395,6x212,126x6,0.022163100074976683
179,SNR_0db,NMF,8-7-7-6,4,0.0,0.30933330188371516,6x212,126x6,0.022048300015740097
180,SNR_0db,NMF,8-7-7-6,4,0.0,0.310771741857566,6x212,126x6,0.022752000018954277
181,SNR_0db,NMF,8-7-7-6,4,0.0,0.3108559839657262,6x212,126x6,0.022029399988241494
182,SNR_0db,NMF,8-7-7-6,4,0.0,0.3033935484321244,6x212,126x6,0.022040899959392846
183,SNR_0db,NMF,8-7-7-6,4,0.0,0.3088726681684859,6x212,126x6,0.023177499999292195
184,SNR_0db,NMF,8-7-7-6,4,0.0,0.310950598836867,6x212,126x6,0.022094600019045174
185,SNR_0db,NMF,8-7-7-6,4,0.0,0.3097270312487163,6x212,126x6,0.02223320002667606
