indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_5db,N,New_N_001.wav,8,DeepONMF_H1,1,nndsvd,0.22804916412936713,8x212,0.009749899967573583,8,0.22804916412936713,0.28525208378754724,0.00868799991440028
1,SNR_5db,N,New_N_002.wav,8,DeepONMF_H1,1,nndsvd,0.22898908871907706,8x212,0.009666200028732419,8,0.22898908871907706,0.2723044165715746,0.009021000005304813
2,SNR_5db,AS,New_AS_001.wav,8,DeepONMF_H1,1,nndsvd,0.27543214201334304,8x212,0.010533900000154972,8,0.27543214201334304,0.29040858345391873,0.009871299960650504
3,SNR_5db,AS,New_AS_002.wav,8,DeepONMF_H1,1,nndsvd,0.2641766320277959,8x212,0.008983900072053075,8,0.2641766320277959,0.2758237900022257,0.00839319999795407
4,SNR_5db,MR,New_MR_001.wav,8,DeepONMF_H1,1,nndsvd,0.26652630262845245,8x212,0.0101013999665156,8,0.26652630262845245,0.30593079029259573,0.009403000003658235
5,SNR_5db,MR,New_MR_002.wav,8,DeepONMF_H1,1,nndsvd,0.27946527220795275,8x212,0.01105279999319464,8,0.27946527220795275,0.27466041952918846,0.010043299989774823
6,SNR_5db,MS,New_MS_001.wav,8,DeepONMF_H1,1,nndsvd,0.24812113180934678,8x212,0.010215400019660592,8,0.24812113180934678,0.2885480653585289,0.00952820002567023
7,SNR_5db,MS,New_MS_002.wav,8,DeepONMF_H1,1,nndsvd,0.24649113432879763,8x212,0.010611900012008846,8,0.24649113432879763,0.2785133846240107,0.009887899970635772
8,SNR_5db,MVP,New_MVP_001.wav,8,DeepONMF_H1,1,nndsvd,0.25895352040164726,8x212,0.010042599984444678,8,0.25895352040164726,0.2186858663920129,0.00917989993467927
9,SNR_5db,MVP,New_MVP_002.wav,8,DeepONMF_H1,1,nndsvd,0.22115211654184552,8x212,0.010099399951286614,8,0.22115211654184552,0.22161644800836777,0.009341900004073977
