indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_-8db,N,New_N_001.wav,8,DeepONMF_H1,1,nndsvd,0.40370693375601563,8x212,0.011558700003661215,8,0.40370693375601563,0.30241205478059335,0.01082770002540201
1,SNR_-8db,N,New_N_002.wav,8,DeepONMF_H1,1,nndsvd,0.4035052134144246,8x212,0.01101730007212609,8,0.4035052134144246,0.29508128431045033,0.010374799952842295
2,SNR_-8db,AS,New_AS_001.wav,8,DeepONMF_H1,1,nndsvd,0.4103772469217228,8x212,0.00983039999846369,8,0.4103772469217228,0.31767983783807263,0.00921580009162426
3,SNR_-8db,AS,New_AS_002.wav,8,DeepONMF_H1,1,nndsvd,0.404589594277329,8x212,0.01043479994405061,8,0.404589594277329,0.30868029595812946,0.009575599920935929
4,SNR_-8db,MR,New_MR_001.wav,8,DeepONMF_H1,1,nndsvd,0.4111308664599462,8x212,0.009964099968783557,8,0.4111308664599462,0.3021642242017042,0.009193700039759278
5,SNR_-8db,MR,New_MR_002.wav,8,DeepONMF_H1,1,nndsvd,0.4107352280715716,8x212,0.009500599931925535,8,0.4107352280715716,0.31217715334905793,0.008842900046147406
6,SNR_-8db,MS,New_MS_001.wav,8,DeepONMF_H1,1,nndsvd,0.411727646308096,8x212,0.010345199960283935,8,0.411727646308096,0.2962056995306491,0.009705300093628466
7,SNR_-8db,MS,New_MS_002.wav,8,DeepONMF_H1,1,nndsvd,0.41001602402012616,8x212,0.009487199946306646,8,0.41001602402012616,0.31664178374068996,0.008911399985663593
8,SNR_-8db,MVP,New_MVP_001.wav,8,DeepONMF_H1,1,nndsvd,0.40886320685234906,8x212,0.009767799987457693,8,0.40886320685234906,0.2537073195846631,0.009151399950496852
9,SNR_-8db,MVP,New_MVP_002.wav,8,DeepONMF_H1,1,nndsvd,0.30513616921623665,8x212,0.010166399995796382,8,0.30513616921623665,0.25512310477469574,0.009212299948558211
