clase,archivo,tSNE_1,tSNE_2
AS,New_AS_001.wav,18.332102,-30.621479
AS,New_AS_002.wav,19.487112,-30.281147
AS,New_AS_003.wav,19.624065,-30.838755
AS,New_AS_004.wav,19.066368,-30.842339
AS,New_AS_005.wav,18.961834,-31.383495
AS,New_AS_006.wav,18.394047,-31.130203
AS,New_AS_007.wav,18.798437,-31.45908
AS,New_AS_008.wav,19.649498,-30.633715
AS,New_AS_009.wav,19.666176,-30.692356
AS,New_AS_010.wav,18.883844,-30.454165
AS,New_AS_011.wav,19.288054,-31.072104
AS,New_AS_012.wav,18.678226,-30.478241
AS,New_AS_013.wav,18.454517,-31.367504
AS,New_AS_014.wav,19.683584,-31.032095
AS,New_AS_015.wav,19.335081,-30.33024
AS,New_AS_016.wav,18.942804,-30.273823
AS,New_AS_017.wav,19.1232,-30.331095
AS,New_AS_018.wav,18.438822,-30.833935
AS,New_AS_019.wav,18.347843,-31.008987
AS,New_AS_020.wav,19.635311,-31.248173
AS,New_AS_021.wav,19.290047,-31.250675
AS,New_AS_022.wav,18.827106,-30.765327
AS,New_AS_023.wav,18.959969,-31.385689
AS,New_AS_024.wav,18.639223,-31.487097
AS,New_AS_025.wav,-1.0821527,-36.619934
AS,New_AS_026.wav,3.036866,-36.50925
AS,New_AS_027.wav,2.1903358,-36.03662
AS,New_AS_028.wav,-0.2602834,-36.67605
AS,New_AS_029.wav,-0.2670472,-36.677753
AS,New_AS_030.wav,0.20353085,-34.47678
AS,New_AS_031.wav,-2.3652287,-36.48313
AS,New_AS_032.wav,0.60707796,-37.742798
AS,New_AS_033.wav,-0.45060122,-37.408867
AS,New_AS_034.wav,-0.8036437,-37.12636
AS,New_AS_035.wav,2.8517053,-33.396282
AS,New_AS_036.wav,-1.9492308,-36.747555
AS,New_AS_037.wav,-0.06356555,-34.971653
AS,New_AS_038.wav,-0.015132033,-37.88428
AS,New_AS_039.wav,1.493578,-36.193256
AS,New_AS_040.wav,2.4312153,-34.019745
AS,New_AS_041.wav,1.496983,-34.979237
AS,New_AS_042.wav,-1.9078141,-36.18246
AS,New_AS_043.wav,-1.4116292,-38.136486
AS,New_AS_044.wav,2.2729058,-36.75686
AS,New_AS_045.wav,0.88053375,-38.482346
AS,New_AS_046.wav,-2.219186,-35.335003
AS,New_AS_047.wav,2.0978675,-35.091465
AS,New_AS_048.wav,2.1506305,-32.51767
AS,New_AS_049.wav,-12.6600065,-34.683945
AS,New_AS_050.wav,-13.879677,-34.166615
AS,New_AS_051.wav,-14.50375,-34.11111
AS,New_AS_052.wav,-14.742704,-33.428585
AS,New_AS_053.wav,-14.030464,-33.36909
AS,New_AS_054.wav,-13.775609,-33.58931
AS,New_AS_055.wav,-15.0244665,-33.9388
AS,New_AS_056.wav,-14.770814,-33.232044
AS,New_AS_057.wav,-14.063431,-33.171597
AS,New_AS_058.wav,-13.701879,-33.79771
AS,New_AS_059.wav,-14.767778,-33.294434
AS,New_AS_060.wav,-15.274862,-33.299572
AS,New_AS_061.wav,-13.3518095,-33.66973
AS,New_AS_062.wav,-12.900157,-34.557236
AS,New_AS_063.wav,-15.096818,-33.684624
AS,New_AS_064.wav,-15.064949,-33.81383
AS,New_AS_065.wav,-12.767668,-34.554695
AS,New_AS_066.wav,-14.815443,-34.127254
AS,New_AS_067.wav,-13.827551,-34.087624
AS,New_AS_068.wav,-14.419438,-34.435493
AS,New_AS_069.wav,-13.070983,-34.658394
AS,New_AS_070.wav,-13.067927,-34.107384
AS,New_AS_071.wav,-13.345356,-33.946857
AS,New_AS_072.wav,-13.48083,-34.43972
AS,New_AS_073.wav,-13.450728,-34.453663
AS,New_AS_074.wav,-15.070425,-33.46814
AS,New_AS_075.wav,-12.825176,-34.582443
AS,New_AS_076.wav,-13.510777,-34.442295
AS,New_AS_077.wav,-1.058707,-38.61895
AS,New_AS_078.wav,1.2877537,-37.457596
AS,New_AS_079.wav,0.39752236,-38.52757
AS,New_AS_080.wav,3.5470042,-34.0597
AS,New_AS_081.wav,2.039432,-34.26154
AS,New_AS_082.wav,1.2369891,-33.927032
AS,New_AS_083.wav,-2.1752684,-36.804234
AS,New_AS_084.wav,1.0928769,-37.37238
AS,New_AS_085.wav,2.882288,-35.193836
AS,New_AS_086.wav,-1.9141295,-38.06417
AS,New_AS_087.wav,-0.570837,-35.771893
AS,New_AS_088.wav,1.0759686,-33.10712
AS,New_AS_089.wav,0.5195233,-33.197723
AS,New_AS_090.wav,3.1963317,-36.563835
AS,New_AS_091.wav,2.5855124,-37.521614
AS,New_AS_092.wav,1.5579181,-34.063553
AS,New_AS_093.wav,2.6865106,-34.179943
AS,New_AS_094.wav,-1.6629561,-37.554096
AS,New_AS_095.wav,-1.6656132,-35.624317
AS,New_AS_096.wav,1.905709,-36.67188
AS,New_AS_097.wav,0.287553,-37.117233
AS,New_AS_098.wav,2.5149498,-34.01071
AS,New_AS_099.wav,0.54993415,-35.734924
AS,New_AS_100.wav,-2.0338993,-34.546116
AS,New_AS_101.wav,-0.742589,-38.602978
AS,New_AS_102.wav,0.123954624,-37.38729
AS,New_AS_103.wav,0.18765655,-36.832897
AS,New_AS_104.wav,0.66980946,-35.07274
AS,New_AS_105.wav,-1.338664,-36.85592
AS,New_AS_106.wav,-0.9016521,-36.888924
AS,New_AS_107.wav,0.7903354,-33.265953
AS,New_AS_108.wav,1.9720638,-36.491756
AS,New_AS_109.wav,3.5053983,-35.589535
AS,New_AS_110.wav,2.660978,-34.661312
AS,New_AS_111.wav,19.925291,-32.164642
AS,New_AS_112.wav,19.934525,-32.191383
AS,New_AS_113.wav,19.904312,-32.15867
AS,New_AS_114.wav,19.989923,-32.264027
AS,New_AS_115.wav,2.1837656,-34.54421
AS,New_AS_116.wav,1.0791308,-33.958225
AS,New_AS_117.wav,0.1356218,-34.23688
AS,New_AS_118.wav,-0.15787858,-38.75454
AS,New_AS_119.wav,2.0156,-36.609005
AS,New_AS_120.wav,-0.036776986,-36.154396
AS,New_AS_121.wav,1.6994796,-34.448215
AS,New_AS_122.wav,-1.3343986,-37.79184
AS,New_AS_123.wav,-2.430422,-37.24346
AS,New_AS_124.wav,0.8667124,-37.048405
AS,New_AS_125.wav,2.2451646,-35.93199
AS,New_AS_126.wav,1.6561601,-34.818886
AS,New_AS_127.wav,0.0073243333,-35.57233
AS,New_AS_128.wav,1.9197887,-32.565136
AS,New_AS_129.wav,4.67862,10.335017
AS,New_AS_130.wav,4.3398724,10.11872
AS,New_AS_131.wav,1.1216851,-30.751053
AS,New_AS_132.wav,1.075057,-30.668266
AS,New_AS_133.wav,-1.295204,-12.811358
AS,New_AS_134.wav,-0.840747,-35.076088
AS,New_AS_135.wav,-1.3811884,-12.960624
AS,New_AS_136.wav,4.5127,10.477043
AS,New_AS_137.wav,3.900519,10.160981
AS,New_AS_138.wav,4.7246804,10.446349
AS,New_AS_139.wav,4.9394436,10.242781
AS,New_AS_140.wav,2.4495993,-40.548252
AS,New_AS_141.wav,2.4493032,-40.54585
AS,New_AS_142.wav,2.454829,-40.54913
AS,New_AS_143.wav,2.452428,-40.549007
AS,New_AS_144.wav,15.603337,-32.65001
AS,New_AS_145.wav,15.539068,-32.680912
AS,New_AS_146.wav,15.6006365,-32.65087
AS,New_AS_147.wav,15.53829,-32.679707
AS,New_AS_148.wav,15.555981,-32.674137
AS,New_AS_149.wav,15.559242,-32.668884
AS,New_AS_150.wav,15.585852,-32.659004
AS,New_AS_151.wav,15.565319,-32.664154
AS,New_AS_152.wav,-0.7950449,-28.80273
AS,New_AS_153.wav,-0.787885,-28.82333
AS,New_AS_154.wav,-0.7900812,-28.808529
AS,New_AS_155.wav,-0.775306,-28.834482
AS,New_AS_156.wav,4.75596,10.587192
AS,New_AS_157.wav,4.042326,10.2318535
AS,New_AS_158.wav,4.6728444,10.0448475
AS,New_AS_159.wav,4.992075,10.324699
AS,New_AS_160.wav,3.9981425,9.642665
AS,New_AS_161.wav,3.9847534,9.4424305
AS,New_AS_162.wav,4.5334163,9.538294
AS,New_AS_163.wav,4.5158715,9.61475
AS,New_AS_164.wav,8.718279,17.382786
AS,New_AS_165.wav,8.70262,17.368713
AS,New_AS_166.wav,11.729762,18.041464
AS,New_AS_167.wav,11.823759,17.878681
AS,New_AS_168.wav,11.837055,17.885908
AS,New_AS_169.wav,11.360883,17.803825
AS,New_AS_170.wav,8.742979,17.384533
AS,New_AS_171.wav,8.703067,17.36073
AS,New_AS_172.wav,11.462982,17.73297
AS,New_AS_173.wav,11.789108,17.791805
AS,New_AS_174.wav,11.812775,17.800995
AS,New_AS_175.wav,11.892023,17.806362
AS,New_AS_176.wav,11.611288,17.90511
AS,New_AS_177.wav,11.559966,17.905512
AS,New_AS_178.wav,11.761538,17.982012
AS,New_AS_179.wav,11.631943,18.009611
AS,New_AS_180.wav,7.408963,16.140577
AS,New_AS_181.wav,7.431391,16.164703
AS,New_AS_182.wav,7.4302816,16.161875
AS,New_AS_183.wav,7.434966,16.166025
AS,New_AS_184.wav,4.1967425,9.900246
AS,New_AS_185.wav,3.9682634,9.556025
AS,New_AS_186.wav,4.1921525,9.6145735
AS,New_AS_187.wav,4.3273683,9.713945
AS,New_AS_188.wav,17.922321,-30.083899
AS,New_AS_189.wav,18.0664,-30.049759
AS,New_AS_190.wav,8.1552105,18.496964
AS,New_AS_191.wav,8.143996,18.516375
AS,New_AS_192.wav,-1.7119348,-32.348026
AS,New_AS_193.wav,-1.7080566,-32.350018
AS,New_AS_194.wav,3.9657862,-31.605688
AS,New_AS_195.wav,3.9601305,-31.599712
AS,New_AS_196.wav,-4.7815514,-28.54555
AS,New_AS_197.wav,-4.788863,-28.5247
AS,New_AS_198.wav,-4.799629,-28.501446
AS,New_AS_199.wav,-4.8058095,-28.504625
AS,New_AS_200.wav,-4.812853,-28.491158
MR,New_MR_001.wav,5.127499,-7.9651737
MR,New_MR_002.wav,5.148033,-7.904501
MR,New_MR_003.wav,5.1442018,-7.904469
MR,New_MR_004.wav,5.1573257,-7.8795767
MR,New_MR_005.wav,-11.408244,-11.049544
MR,New_MR_006.wav,-11.877249,-10.798687
MR,New_MR_007.wav,-11.641007,-10.822722
MR,New_MR_008.wav,-11.876893,-10.851392
MR,New_MR_009.wav,-11.700263,-10.773165
MR,New_MR_010.wav,-11.902995,-10.847774
MR,New_MR_011.wav,-11.068207,-12.923694
MR,New_MR_012.wav,-11.151731,-12.852287
MR,New_MR_013.wav,-11.140554,-12.985607
MR,New_MR_014.wav,-11.124538,-12.840749
MR,New_MR_015.wav,-10.079242,-11.996975
MR,New_MR_016.wav,-10.175124,-11.884179
MR,New_MR_017.wav,-9.869654,-12.045941
MR,New_MR_018.wav,-9.87488,-11.98383
MR,New_MR_019.wav,-10.148443,-11.975801
MR,New_MR_020.wav,-10.049569,-11.923653
MR,New_MR_021.wav,-12.5064945,-10.285927
MR,New_MR_022.wav,-12.732994,-10.103011
MR,New_MR_023.wav,-12.655745,-10.048508
MR,New_MR_024.wav,-12.852597,-10.030001
MR,New_MR_025.wav,-12.869675,-10.00543
MR,New_MR_026.wav,4.6726665,-0.7468486
MR,New_MR_027.wav,4.919586,-2.024146
MR,New_MR_028.wav,4.444733,0.41435567
MR,New_MR_029.wav,1.3175459,1.2864956
MR,New_MR_030.wav,9.490116,-3.2229092
MR,New_MR_031.wav,7.3081036,-2.5643313
MR,New_MR_032.wav,5.8599296,-1.9832147
MR,New_MR_033.wav,4.0337873,0.9065491
MR,New_MR_034.wav,-14.024079,-2.7812626
MR,New_MR_035.wav,-14.043409,-2.8151395
MR,New_MR_036.wav,-14.015788,-2.727166
MR,New_MR_037.wav,-14.014006,-2.7446663
MR,New_MR_038.wav,-11.01936,-9.028063
MR,New_MR_039.wav,-11.161183,-9.085739
MR,New_MR_040.wav,0.3520526,-5.001578
MR,New_MR_041.wav,0.3680812,-4.995682
MR,New_MR_042.wav,0.40115067,-4.9926324
MR,New_MR_043.wav,0.3863649,-4.9880433
MR,New_MR_044.wav,0.377412,-4.999315
MR,New_MR_045.wav,0.3962375,-4.9929404
MR,New_MR_046.wav,-11.46334,-9.682123
MR,New_MR_047.wav,-11.325986,-9.510126
MR,New_MR_048.wav,-11.246968,-9.490888
MR,New_MR_049.wav,-11.207622,-9.438953
