clase,archivo,tSNE_1,tSNE_2
AS,New_AS_001.wav,-16.473148,-15.386811
AS,New_AS_002.wav,-14.0929,-20.172173
AS,New_AS_003.wav,-18.614582,-17.584879
AS,New_AS_004.wav,-18.645618,-17.811811
AS,New_AS_005.wav,-16.611652,-17.190552
AS,New_AS_006.wav,-13.706972,-18.095282
AS,New_AS_007.wav,-16.367167,-14.434966
AS,New_AS_008.wav,-11.6778755,-20.687155
AS,New_AS_009.wav,-13.436384,-18.025978
AS,New_AS_010.wav,-16.447348,-16.354609
AS,New_AS_011.wav,-12.015403,-20.485838
AS,New_AS_012.wav,-12.850511,-20.897242
AS,New_AS_013.wav,-14.2633,-17.39198
AS,New_AS_014.wav,-15.289156,-22.023882
AS,New_AS_015.wav,-17.565876,-13.991922
AS,New_AS_016.wav,-11.863631,-21.787323
AS,New_AS_017.wav,-13.976654,-20.608667
AS,New_AS_018.wav,-13.887225,-20.699978
AS,New_AS_019.wav,-18.327967,-17.420607
AS,New_AS_020.wav,-12.591664,-18.651978
AS,New_AS_021.wav,-16.143368,-16.46329
AS,New_AS_022.wav,-18.607609,-17.79713
AS,New_AS_023.wav,-16.139603,-15.154687
AS,New_AS_024.wav,-13.127309,-18.957253
AS,New_AS_025.wav,-15.082322,-15.5238085
AS,New_AS_026.wav,-9.352155,-20.887457
AS,New_AS_027.wav,-11.452722,-17.16612
AS,New_AS_028.wav,-14.396039,-15.326222
AS,New_AS_029.wav,-14.569085,-15.023338
AS,New_AS_030.wav,-16.01975,-18.544825
AS,New_AS_031.wav,-10.257421,-16.199469
AS,New_AS_032.wav,-12.610396,-20.121334
AS,New_AS_033.wav,-15.992097,-14.066848
AS,New_AS_034.wav,-16.575142,-18.066334
AS,New_AS_035.wav,-14.314815,-17.649681
AS,New_AS_036.wav,-15.373291,-13.906005
AS,New_AS_037.wav,-9.685931,-20.613653
AS,New_AS_038.wav,-15.469306,-16.602509
AS,New_AS_039.wav,-16.834112,-19.981367
AS,New_AS_040.wav,-16.353498,-19.142786
AS,New_AS_041.wav,-11.866806,-19.353106
AS,New_AS_042.wav,-14.794586,-13.670361
AS,New_AS_043.wav,-14.481067,-18.662159
AS,New_AS_044.wav,-13.084466,-16.171164
AS,New_AS_045.wav,-9.580538,-20.048182
AS,New_AS_046.wav,-15.360201,-13.228693
AS,New_AS_047.wav,-11.493733,-17.317291
AS,New_AS_048.wav,-10.537753,-21.147718
AS,New_AS_049.wav,-0.8697852,3.0143783
AS,New_AS_050.wav,-0.784037,4.3332973
AS,New_AS_051.wav,-5.490897,6.6241627
AS,New_AS_052.wav,-5.4596505,7.3959603
AS,New_AS_053.wav,-0.65985465,4.7280617
AS,New_AS_054.wav,-3.4814088,4.967229
AS,New_AS_055.wav,-6.17402,7.226498
AS,New_AS_056.wav,-5.0400333,8.30496
AS,New_AS_057.wav,-3.8628502,5.5362782
AS,New_AS_058.wav,-3.3020184,5.129599
AS,New_AS_059.wav,-4.948295,8.461752
AS,New_AS_060.wav,-6.597437,7.3233423
AS,New_AS_061.wav,-2.004787,4.007121
AS,New_AS_062.wav,-0.79499525,3.3385258
AS,New_AS_063.wav,-4.7890744,8.336882
AS,New_AS_064.wav,-5.804712,7.1373415
AS,New_AS_065.wav,-1.0410824,2.9185743
AS,New_AS_066.wav,-5.7936654,6.860596
AS,New_AS_067.wav,-3.0860996,5.332608
AS,New_AS_068.wav,-3.673328,6.903309
AS,New_AS_069.wav,-3.2591302,4.3366933
AS,New_AS_070.wav,-0.67317736,3.6258175
AS,New_AS_071.wav,-3.2641294,4.446861
AS,New_AS_072.wav,-3.2299767,4.6742454
AS,New_AS_073.wav,-4.3773623,5.4072576
