clase,archivo,tSNE_1,tSNE_2
AS,New_AS_001.wav,-12.772584,9.382757
AS,New_AS_002.wav,-20.680452,11.454015
AS,New_AS_003.wav,-20.774445,10.320459
AS,New_AS_004.wav,-16.579647,9.569462
AS,New_AS_005.wav,-10.866022,11.691809
AS,New_AS_006.wav,-21.431898,12.156953
AS,New_AS_007.wav,-15.409657,10.565248
AS,New_AS_008.wav,-19.761578,13.303885
AS,New_AS_009.wav,-22.526814,11.614062
AS,New_AS_010.wav,-14.928875,10.441986
AS,New_AS_011.wav,-22.308878,11.82702
AS,New_AS_012.wav,-18.234701,12.060072
AS,New_AS_013.wav,-14.15857,15.602619
AS,New_AS_014.wav,-17.331287,10.458081
AS,New_AS_015.wav,-16.481329,10.393467
AS,New_AS_016.wav,-20.468975,12.198287
AS,New_AS_017.wav,-16.492926,12.11498
AS,New_AS_018.wav,-18.246073,12.279923
AS,New_AS_019.wav,-18.191345,11.663057
AS,New_AS_020.wav,-12.648083,15.157723
AS,New_AS_021.wav,-22.51894,11.333572
AS,New_AS_022.wav,-21.624264,10.414329
AS,New_AS_023.wav,-21.941824,11.24212
AS,New_AS_024.wav,-18.872797,13.390634
AS,New_AS_025.wav,-20.049835,11.084778
AS,New_AS_026.wav,-13.330696,14.882699
AS,New_AS_027.wav,-12.220607,15.214463
AS,New_AS_028.wav,-16.376738,12.411981
AS,New_AS_029.wav,-16.482676,13.766075
AS,New_AS_030.wav,-16.842144,10.259915
AS,New_AS_031.wav,-18.657932,14.172908
AS,New_AS_032.wav,-16.38678,11.685377
AS,New_AS_033.wav,-15.881323,11.28869
AS,New_AS_034.wav,-15.981029,10.980534
AS,New_AS_035.wav,-8.774762,11.668826
AS,New_AS_036.wav,-11.996648,11.635957
AS,New_AS_037.wav,-22.870667,12.096668
AS,New_AS_038.wav,-13.289343,12.372598
AS,New_AS_039.wav,-14.272382,11.899871
AS,New_AS_040.wav,-10.671062,11.367073
AS,New_AS_041.wav,-16.766903,12.651661
AS,New_AS_042.wav,-14.451607,13.06735
AS,New_AS_043.wav,-16.069805,11.082194
AS,New_AS_044.wav,-14.205816,12.774033
AS,New_AS_045.wav,-17.466923,14.574273
AS,New_AS_046.wav,-10.699375,11.95739
AS,New_AS_047.wav,-13.893578,14.577034
AS,New_AS_048.wav,-21.572037,11.656738
AS,New_AS_049.wav,9.231704,29.72202
AS,New_AS_050.wav,0.17437251,29.788918
AS,New_AS_051.wav,-1.4790014,-24.019241
AS,New_AS_052.wav,-1.5299066,-24.657654
AS,New_AS_053.wav,0.5067364,31.904688
AS,New_AS_054.wav,0.17139032,29.502436
AS,New_AS_055.wav,0.16773124,29.53369
AS,New_AS_056.wav,-1.4424837,-23.88118
AS,New_AS_057.wav,-1.526461,-24.343357
AS,New_AS_058.wav,-1.3607324,-23.570068
AS,New_AS_059.wav,-1.5109925,-24.254972
AS,New_AS_060.wav,-1.5259821,-24.483871
AS,New_AS_061.wav,0.36004168,30.698982
AS,New_AS_062.wav,0.050781053,29.041191
AS,New_AS_063.wav,0.18881667,29.868134
AS,New_AS_064.wav,-0.17091621,28.358326
AS,New_AS_065.wav,9.537808,30.94579
AS,New_AS_066.wav,-1.5181499,-24.287378
AS,New_AS_067.wav,0.44139886,30.99324
AS,New_AS_068.wav,0.14868636,29.612337
AS,New_AS_069.wav,3.8871148,24.282475
AS,New_AS_070.wav,0.02270353,29.019371
AS,New_AS_071.wav,-0.118800156,27.815681
AS,New_AS_072.wav,0.41399586,30.77335
AS,New_AS_073.wav,2.3210607,23.362438
AS,New_AS_074.wav,-1.5305145,-25.307375
AS,New_AS_075.wav,7.1994853,25.12839
AS,New_AS_076.wav,0.4972355,31.54459
AS,New_AS_077.wav,-11.646377,11.9871855
AS,New_AS_078.wav,-9.867893,12.023682
AS,New_AS_079.wav,-19.890833,12.089415
AS,New_AS_080.wav,-16.67883,14.684503
AS,New_AS_081.wav,-12.681797,15.362218
AS,New_AS_082.wav,-20.7623,11.128426
AS,New_AS_083.wav,-9.74838,14.23821
AS,New_AS_084.wav,-15.965332,10.534295
AS,New_AS_085.wav,-22.406153,12.322723
AS,New_AS_086.wav,-14.19248,11.544303
AS,New_AS_087.wav,-17.932821,10.456552
AS,New_AS_088.wav,-11.652086,13.152276
AS,New_AS_089.wav,-11.609337,14.842299
AS,New_AS_090.wav,-11.641594,14.959259
AS,New_AS_091.wav,-8.834559,11.774681
AS,New_AS_092.wav,-10.515453,11.800744
AS,New_AS_093.wav,-16.248564,13.034635
AS,New_AS_094.wav,-11.497072,11.145972
AS,New_AS_095.wav,-17.31875,13.504407
AS,New_AS_096.wav,-20.16888,11.386385
AS,New_AS_097.wav,-10.490986,10.652218
AS,New_AS_098.wav,-7.981208,11.889942
AS,New_AS_099.wav,-18.157183,14.883308
AS,New_AS_100.wav,-16.913929,11.24733
AS,New_AS_101.wav,-17.48512,12.468788
AS,New_AS_102.wav,-12.235236,11.385497
AS,New_AS_103.wav,-11.566104,13.046909
AS,New_AS_104.wav,-12.227562,13.299063
