indice_interno,base,clase,archivo,segundos_extraccion_clasica
0,SNR_0db,N,New_N_001.wav,0.0024516000412404537
1,SNR_0db,N,New_N_002.wav,0.0016633999766781926
2,SNR_0db,N,New_N_003.wav,0.0015839999541640282
3,SNR_0db,N,New_N_004.wav,0.0016383000183850527
4,SNR_0db,N,New_N_005.wav,0.0024482000153511763
5,SNR_0db,N,New_N_006.wav,0.0019208000740036368
6,SNR_0db,N,New_N_007.wav,0.0015728999860584736
7,SNR_0db,N,New_N_008.wav,0.0020753999706357718
8,SNR_0db,N,New_N_009.wav,0.0023322999477386475
9,SNR_0db,N,New_N_010.wav,0.0022142999805510044
10,SNR_0db,N,New_N_011.wav,0.0015309000154957175
11,SNR_0db,N,New_N_012.wav,0.0018423000583425164
12,SNR_0db,N,New_N_013.wav,0.0019067000830546021
13,SNR_0db,N,New_N_014.wav,0.0021875000093132257
14,SNR_0db,N,New_N_015.wav,0.0020324999932199717
15,SNR_0db,N,New_N_016.wav,0.0019515000749379396
16,SNR_0db,N,New_N_017.wav,0.0014942999696359038
17,SNR_0db,N,New_N_018.wav,0.0015075999544933438
18,SNR_0db,N,New_N_019.wav,0.001537600066512823
19,SNR_0db,N,New_N_020.wav,0.0014289000537246466
20,SNR_0db,N,New_N_021.wav,0.002002699999138713
21,SNR_0db,N,New_N_022.wav,0.002029299968853593
22,SNR_0db,N,New_N_023.wav,0.002364099957048893
23,SNR_0db,N,New_N_024.wav,0.002045899978838861
24,SNR_0db,N,New_N_025.wav,0.0016210000030696392
25,SNR_0db,N,New_N_026.wav,0.0015962000470608473
26,SNR_0db,N,New_N_027.wav,0.0020534999202936888
27,SNR_0db,N,New_N_028.wav,0.0017828000709414482
28,SNR_0db,N,New_N_029.wav,0.0022770999930799007
29,SNR_0db,N,New_N_030.wav,0.0015145998913794756
30,SNR_0db,N,New_N_031.wav,0.0016842000186443329
31,SNR_0db,N,New_N_032.wav,0.0020522000268101692
32,SNR_0db,N,New_N_033.wav,0.002103899954818189
33,SNR_0db,N,New_N_034.wav,0.002175200032070279
34,SNR_0db,N,New_N_035.wav,0.001574800000526011
35,SNR_0db,N,New_N_036.wav,0.00170369993429631
36,SNR_0db,N,New_N_037.wav,0.002329000039026141
37,SNR_0db,N,New_N_038.wav,0.0016723999287933111
38,SNR_0db,N,New_N_039.wav,0.0016445000655949116
39,SNR_0db,N,New_N_040.wav,0.001556200091727078
40,SNR_0db,N,New_N_041.wav,0.002807099954225123
41,SNR_0db,N,New_N_042.wav,0.0018266999395564198
42,SNR_0db,N,New_N_043.wav,0.0016696000238880515
43,SNR_0db,N,New_N_044.wav,0.001560900011099875
44,SNR_0db,N,New_N_045.wav,0.001711399992927909
45,SNR_0db,N,New_N_046.wav,0.0017414999892935157
46,SNR_0db,N,New_N_047.wav,0.0016275999369099736
47,SNR_0db,N,New_N_048.wav,0.002019900013692677
48,SNR_0db,N,New_N_049.wav,0.0021045999601483345
49,SNR_0db,N,New_N_050.wav,0.002766599995084107
50,SNR_0db,N,New_N_051.wav,0.002287600073032081
51,SNR_0db,N,New_N_052.wav,0.0021182000637054443
52,SNR_0db,N,New_N_053.wav,0.001563600031659007
53,SNR_0db,N,New_N_054.wav,0.0020617000991478562
54,SNR_0db,N,New_N_055.wav,0.0021787999430671334
55,SNR_0db,N,New_N_056.wav,0.0017112999921664596
56,SNR_0db,N,New_N_057.wav,0.002112500020302832
57,SNR_0db,N,New_N_058.wav,0.002319199964404106
58,SNR_0db,N,New_N_059.wav,0.002125200000591576
59,SNR_0db,N,New_N_060.wav,0.0018727999413385987
60,SNR_0db,N,New_N_061.wav,0.0016917999600991607
61,SNR_0db,N,New_N_062.wav,0.0016406000358983874
62,SNR_0db,N,New_N_063.wav,0.0016564000397920609
63,SNR_0db,N,New_N_064.wav,0.001708200084976852
64,SNR_0db,N,New_N_065.wav,0.0018544999184086919
65,SNR_0db,N,New_N_066.wav,0.0023303000489249825
66,SNR_0db,N,New_N_067.wav,0.0024024000158533454
67,SNR_0db,N,New_N_068.wav,0.0021315000485628843
68,SNR_0db,N,New_N_069.wav,0.0021856999956071377
69,SNR_0db,N,New_N_070.wav,0.0021199999609962106
