clase,archivo,ruta,columnas_espectrograma,duracion_s,SBV_1,SBV_2,SBV_3,SBV_4,SBV_5,SBV_6,SBV_7
N,New_N_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_001.wav,212,2.104625,1.0638055156069142,0.3666927981889729,0.9145801555473203,0.8398390059347794,0.8899885169525716,0.7276506163758883,1.2332972467833683
N,New_N_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_002.wav,212,2.1195,1.2985098527757175,0.34608638483961435,1.0603758161514136,0.9104553209869216,0.8884672623435393,0.533179068011319,1.1143838053305168
N,New_N_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_003.wav,212,2.116625,1.147716853292324,0.32515340203422194,1.0659928151567066,0.7040762558044705,1.182652608107395,0.7990732799487251,1.093516303266839
N,New_N_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_004.wav,212,2.087,1.3188522869007329,0.29872028914861265,1.0644101790216207,0.8928113316688543,0.9577221719138972,0.717064100999227,1.0810985606465573
N,New_N_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_005.wav,212,2.120375,1.3889683541298379,0.34104364147026023,1.0117830490051138,0.6943863199975842,1.2541277726606055,0.8556838558938863,0.8473003101615214
N,New_N_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_006.wav,212,2.090625,0.9972612675733137,0.32347839662580224,1.0784633841998061,0.7406954467143,1.3792485270089418,0.7245015166235957,1.2200941559357503
N,New_N_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_007.wav,212,2.101875,1.4215850127329939,0.38838861868163643,0.9894075576618441,0.7373479780996924,1.2196862065001184,0.6905015106428606,0.9317247760306449
N,New_N_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_008.wav,212,2.10925,1.221404570132163,0.40658928854500664,1.0174625066977052,0.6933870618081767,1.4314093777153751,0.8085618180769254,0.8608790851671047
N,New_N_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_009.wav,212,2.1005,1.1203940468191265,0.40047466955332933,1.1041554150696788,0.7560287474381898,1.3526492341931984,0.7493451359432997,0.9561187087609331
N,New_N_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_010.wav,212,2.093,0.8761277974403191,0.41340744790548367,1.1299665773288565,0.7172549902494092,1.0009451493900852,1.0644268229178748,1.0793485682317403
