indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_5db,N,New_N_001.wav,26,DeepONMF_H1,1,nndsvd,0.17804823942196146,26x212,0.030248300055973232,26,0.17804823942196146,0.28320958387549333,0.02935480000451207
1,SNR_5db,N,New_N_002.wav,26,DeepONMF_H1,1,nndsvd,0.17711196935621623,26x212,0.029045699979178607,26,0.17711196935621623,0.28825160880377987,0.02832959999796003
2,SNR_5db,N,New_N_003.wav,26,DeepONMF_H1,1,nndsvd,0.1758628599067352,26x212,0.028064999962225556,26,0.1758628599067352,0.29251302676054647,0.027220500051043928
3,SNR_5db,N,New_N_004.wav,26,DeepONMF_H1,1,nndsvd,0.18006371037728314,26x212,0.02911510004196316,26,0.18006371037728314,0.29242644012366137,0.02790890005417168
4,SNR_5db,N,New_N_005.wav,26,DeepONMF_H1,1,nndsvd,0.17818972572600716,26x212,0.03019219997804612,26,0.17818972572600716,0.2883637926958771,0.029302199953235686
5,SNR_5db,N,New_N_006.wav,26,DeepONMF_H1,1,nndsvd,0.18160770021718606,26x212,0.029590999940410256,26,0.18160770021718606,0.2857568916856263,0.028883999912068248
6,SNR_5db,N,New_N_007.wav,26,DeepONMF_H1,1,nndsvd,0.1756829700506922,26x212,0.026737499982118607,26,0.1756829700506922,0.2813681022930967,0.026077100075781345
7,SNR_5db,N,New_N_008.wav,26,DeepONMF_H1,1,nndsvd,0.1796486933990085,26x212,0.02374829992186278,26,0.1796486933990085,0.28577305120134644,0.022857500007376075
8,SNR_5db,N,New_N_009.wav,26,DeepONMF_H1,1,nndsvd,0.1802933977360592,26x212,0.02788369997870177,26,0.1802933977360592,0.280715727283802,0.02707790001295507
9,SNR_5db,N,New_N_010.wav,26,DeepONMF_H1,1,nndsvd,0.18443202904892506,26x212,0.02473559998907149,26,0.18443202904892506,0.2856020708838309,0.023975800024345517
10,SNR_5db,N,New_N_011.wav,26,DeepONMF_H1,1,nndsvd,0.1786354573554451,26x212,0.02719799999613315,26,0.1786354573554451,0.2766759414164277,0.02648700005374849
11,SNR_5db,N,New_N_012.wav,26,DeepONMF_H1,1,nndsvd,0.1807604097616714,26x212,0.02456489996984601,26,0.1807604097616714,0.2797197862701844,0.023731799912638962
12,SNR_5db,N,New_N_013.wav,26,DeepONMF_H1,1,nndsvd,0.17778833553820306,26x212,0.026615899987518787,26,0.17778833553820306,0.28502955776125716,0.025806199992075562
13,SNR_5db,N,New_N_014.wav,26,DeepONMF_H1,1,nndsvd,0.17844681115270827,26x212,0.025075300014577806,26,0.17844681115270827,0.2949293734314258,0.02386850002221763
14,SNR_5db,N,New_N_015.wav,26,DeepONMF_H1,1,nndsvd,0.1829020050044691,26x212,0.025100800092332065,26,0.1829020050044691,0.28659531253115156,0.024288499960675836
15,SNR_5db,N,New_N_016.wav,26,DeepONMF_H1,1,nndsvd,0.17715290671349074,26x212,0.025012800004333258,26,0.17715290671349074,0.29394525167811375,0.02365970006212592
16,SNR_5db,N,New_N_017.wav,26,DeepONMF_H1,1,nndsvd,0.18372553200941244,26x212,0.027898200089111924,26,0.18372553200941244,0.2879413673967017,0.027069800067692995
17,SNR_5db,N,New_N_018.wav,26,DeepONMF_H1,1,nndsvd,0.18014677986250396,26x212,0.026503500062972307,26,0.18014677986250396,0.28535630697470493,0.025742199970409274
18,SNR_5db,N,New_N_019.wav,26,DeepONMF_H1,1,nndsvd,0.18192300995133437,26x212,0.02450890000909567,26,0.18192300995133437,0.28484819567568875,0.023588400101289153
19,SNR_5db,N,New_N_020.wav,26,DeepONMF_H1,1,nndsvd,0.17947740062880194,26x212,0.025506600039079785,26,0.17947740062880194,0.2751506737029593,0.02470700000412762
20,SNR_5db,N,New_N_021.wav,26,DeepONMF_H1,1,nndsvd,0.1773419958022414,26x212,0.02472079999279231,26,0.1773419958022414,0.2887973744672119,0.0240021999925375
21,SNR_5db,N,New_N_022.wav,26,DeepONMF_H1,1,nndsvd,0.17971908302600614,26x212,0.025835699983872473,26,0.17971908302600614,0.27888945861821113,0.025089000002481043
22,SNR_5db,N,New_N_023.wav,26,DeepONMF_H1,1,nndsvd,0.17787028539542998,26x212,0.028490599943324924,26,0.17787028539542998,0.28862860951610586,0.02744249999523163
23,SNR_5db,N,New_N_024.wav,26,DeepONMF_H1,1,nndsvd,0.17793387885542783,26x212,0.028526199981570244,26,0.17793387885542783,0.2874803967120528,0.027736100018955767
24,SNR_5db,N,New_N_025.wav,26,DeepONMF_H1,1,nndsvd,0.18533668541026538,26x212,0.02570760005619377,26,0.18533668541026538,0.28138285438041094,0.025031500030308962
25,SNR_5db,N,New_N_026.wav,26,DeepONMF_H1,1,nndsvd,0.17942735165625012,26x212,0.027234299923293293,26,0.17942735165625012,0.2783187679487124,0.026408599922433496
26,SNR_5db,N,New_N_027.wav,26,DeepONMF_H1,1,nndsvd,0.1780394747417477,26x212,0.02920700004324317,26,0.1780394747417477,0.2841478849200837,0.02843629999551922
27,SNR_5db,N,New_N_028.wav,26,DeepONMF_H1,1,nndsvd,0.1778827342798384,26x212,0.029719999991357327,26,0.17788273427983842,0.2883489148263422,0.029025299940258265
28,SNR_5db,N,New_N_029.wav,26,DeepONMF_H1,1,nndsvd,0.17982608597717478,26x212,0.028184400056488812,26,0.17982608597717478,0.2824973613556732,0.027389400056563318
29,SNR_5db,N,New_N_030.wav,26,DeepONMF_H1,1,nndsvd,0.17964442718320392,26x212,0.02656479994766414,26,0.17964442718320392,0.28441840180196715,0.02570420003030449
30,SNR_5db,N,New_N_031.wav,26,DeepONMF_H1,1,nndsvd,0.1788775004830651,26x212,0.02652359998319298,26,0.1788775004830651,0.29461373877247715,0.02578749996609986
31,SNR_5db,N,New_N_032.wav,26,DeepONMF_H1,1,nndsvd,0.18125400106342776,26x212,0.029998799902386963,26,0.18125400106342773,0.2865997014633119,0.029168000095523894
32,SNR_5db,N,New_N_033.wav,26,DeepONMF_H1,1,nndsvd,0.17794028653272562,26x212,0.032261300017125905,26,0.17794028653272562,0.2848542583638035,0.031214699964039028
33,SNR_5db,N,New_N_034.wav,26,DeepONMF_H1,1,nndsvd,0.17742785776001105,26x212,0.030676100053824484,26,0.17742785776001105,0.28019386096243715,0.029936800012364984
34,SNR_5db,N,New_N_035.wav,26,DeepONMF_H1,1,nndsvd,0.1785239199403093,26x212,0.03130760008934885,26,0.17852391994030936,0.29061027504242826,0.030310199945233762
35,SNR_5db,N,New_N_036.wav,26,DeepONMF_H1,1,nndsvd,0.17777593290508723,26x212,0.02809869998600334,26,0.17777593290508723,0.2899227972262491,0.027380899991840124
36,SNR_5db,N,New_N_037.wav,26,DeepONMF_H1,1,nndsvd,0.13638539517531423,26x212,0.024905099999159575,26,0.13638539517531423,0.278621614187328,0.0242241999367252
37,SNR_5db,N,New_N_038.wav,26,DeepONMF_H1,1,nndsvd,0.17844989720119342,26x212,0.025521300034597516,26,0.17844989720119342,0.28019023773807583,0.02472360001411289
38,SNR_5db,N,New_N_039.wav,26,DeepONMF_H1,1,nndsvd,0.1786873600338652,26x212,0.025442299898713827,26,0.1786873600338652,0.27684586290800145,0.024177299928851426
39,SNR_5db,N,New_N_040.wav,26,DeepONMF_H1,1,nndsvd,0.1786159775128927,26x212,0.02532629994675517,26,0.1786159775128927,0.27879670169174986,0.02463790006004274
40,SNR_5db,N,New_N_041.wav,26,DeepONMF_H1,1,nndsvd,0.17285063796925104,26x212,0.02440220001153648,26,0.17285063796925104,0.2769715927591488,0.023168400046415627
41,SNR_5db,N,New_N_042.wav,26,DeepONMF_H1,1,nndsvd,0.17331484402248812,26x212,0.027258799993433058,26,0.17331484402248812,0.29198282360598343,0.026470699929632246
42,SNR_5db,N,New_N_043.wav,26,DeepONMF_H1,1,nndsvd,0.16988872056351087,26x212,0.026281800004653633,26,0.16988872056351087,0.29224712976405326,0.025383400032296777
43,SNR_5db,N,New_N_044.wav,26,DeepONMF_H1,1,nndsvd,0.17218646638472382,26x212,0.025607099989429116,26,0.17218646638472382,0.28956654614758653,0.02474460005760193
44,SNR_5db,N,New_N_045.wav,26,DeepONMF_H1,1,nndsvd,0.17073266200420237,26x212,0.026994299958460033,26,0.17073266200420234,0.283116662578583,0.026361699914559722
45,SNR_5db,N,New_N_046.wav,26,DeepONMF_H1,1,nndsvd,0.17016929343309517,26x212,0.025711399968713522,26,0.17016929343309517,0.2866692726611536,0.02494430006481707
46,SNR_5db,N,New_N_047.wav,26,DeepONMF_H1,1,nndsvd,0.17140362616607677,26x212,0.024589599925093353,26,0.17140362616607677,0.28881179754862896,0.023891799966804683
47,SNR_5db,N,New_N_048.wav,26,DeepONMF_H1,1,nndsvd,0.17230541642196173,26x212,0.025026099989190698,26,0.1723054164219617,0.2899292607793978,0.024257800076156855
48,SNR_5db,N,New_N_049.wav,26,DeepONMF_H1,1,nndsvd,0.17119969982549682,26x212,0.02638989989645779,26,0.17119969982549682,0.2877235052242397,0.02569709997624159
49,SNR_5db,N,New_N_050.wav,26,DeepONMF_H1,1,nndsvd,0.17321236407748863,26x212,0.02433359995484352,26,0.17321236407748863,0.2823409836799567,0.023538599954918027
50,SNR_5db,N,New_N_051.wav,26,DeepONMF_H1,1,nndsvd,0.1701375616861522,26x212,0.026136199943721294,26,0.1701375616861522,0.28292276767932145,0.025374199962243438
51,SNR_5db,N,New_N_052.wav,26,DeepONMF_H1,1,nndsvd,0.17200650635481082,26x212,0.02394860005006194,26,0.1720065063548108,0.29706406715159156,0.02333520003594458
52,SNR_5db,N,New_N_053.wav,26,DeepONMF_H1,1,nndsvd,0.17312190449479906,26x212,0.02719190006610006,26,0.17312190449479906,0.2910846803300202,0.026457399944774806
53,SNR_5db,N,New_N_054.wav,26,DeepONMF_H1,1,nndsvd,0.1744310519185524,26x212,0.022813000017777085,26,0.1744310519185524,0.2899320706172291,0.02192179998382926
54,SNR_5db,N,New_N_055.wav,26,DeepONMF_H1,1,nndsvd,0.17295992678862104,26x212,0.025923199951648712,26,0.17295992678862104,0.28968149162988693,0.025220599956810474
55,SNR_5db,N,New_N_056.wav,26,DeepONMF_H1,1,nndsvd,0.1734025126426581,26x212,0.02486849995329976,26,0.1734025126426581,0.29596268994976815,0.02389819989912212
56,SNR_5db,N,New_N_057.wav,26,DeepONMF_H1,1,nndsvd,0.16912944932039917,26x212,0.027285999967716634,26,0.16912944932039917,0.28632499421383745,0.026308099972084165
57,SNR_5db,N,New_N_058.wav,26,DeepONMF_H1,1,nndsvd,0.17308628022297548,26x212,0.0255239000543952,26,0.17308628022297548,0.290349589946321,0.024791000061668456
58,SNR_5db,N,New_N_059.wav,26,DeepONMF_H1,1,nndsvd,0.1710680385960877,26x212,0.02446560002863407,26,0.17106803859608768,0.291254452247692,0.02349829999729991
59,SNR_5db,N,New_N_060.wav,26,DeepONMF_H1,1,nndsvd,0.16992044769020628,26x212,0.026521399966441095,26,0.16992044769020628,0.29326451101975104,0.025733000016771257
60,SNR_5db,N,New_N_061.wav,26,DeepONMF_H1,1,nndsvd,0.1706690437216488,26x212,0.026250199996866286,26,0.1706690437216488,0.2827154608637122,0.02557260007597506
61,SNR_5db,N,New_N_062.wav,26,DeepONMF_H1,1,nndsvd,0.17138765317132823,26x212,0.025809200014919043,26,0.17138765317132823,0.28306915591703785,0.025200300035066903
62,SNR_5db,N,New_N_063.wav,26,DeepONMF_H1,1,nndsvd,0.17211021156661802,26x212,0.02480659994762391,26,0.17211021156661802,0.2784982950078711,0.024034000001847744
63,SNR_5db,N,New_N_064.wav,26,DeepONMF_H1,1,nndsvd,0.16973268136737704,26x212,0.025319600012153387,26,0.16973268136737704,0.28767871494759756,0.024571800022386014
64,SNR_5db,N,New_N_065.wav,26,DeepONMF_H1,1,nndsvd,0.17345403803170262,26x212,0.024476399994455278,26,0.17345403803170262,0.2876169619753871,0.023681599996052682
65,SNR_5db,N,New_N_066.wav,26,DeepONMF_H1,1,nndsvd,0.1720321965141065,26x212,0.027174899936653674,26,0.17203219651410653,0.2895366534079019,0.02653369994368404
66,SNR_5db,N,New_N_067.wav,26,DeepONMF_H1,1,nndsvd,0.1698502189076042,26x212,0.025701800012029707,26,0.1698502189076042,0.2906766263082263,0.024583299993537366
67,SNR_5db,N,New_N_068.wav,26,DeepONMF_H1,1,nndsvd,0.17365580571789424,26x212,0.02475600002799183,26,0.17365580571789424,0.28064270660770374,0.023948100046254694
68,SNR_5db,N,New_N_069.wav,26,DeepONMF_H1,1,nndsvd,0.17453670110812153,26x212,0.027941300068050623,26,0.17453670110812153,0.27705709261525646,0.027221099939197302
69,SNR_5db,N,New_N_070.wav,26,DeepONMF_H1,1,nndsvd,0.17407939512647166,26x212,0.025617600069381297,26,0.17407939512647166,0.28647089854247443,0.024777400074526668
70,SNR_5db,N,New_N_071.wav,26,DeepONMF_H1,1,nndsvd,0.17675975673698377,26x212,0.026038800016976893,26,0.17675975673698377,0.29219799956878584,0.025259000016376376
