indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,SNR_8db,N,New_N_001.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.23825833086954856,10x212,0.0364811000181362,22,0.15033700506390435,0.2916066574518411,0.024862000020220876,15,0.08830466789297002,0.2869602865288124,0.006331200012937188,10,0.08287209299656,0.28129105771709906,0.004202399984933436
1,SNR_8db,N,New_N_002.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.2400182969084674,10x212,0.03800900001078844,22,0.1523994120144453,0.2739307881874536,0.027373699937015772,15,0.08767516212217215,0.27340334774786124,0.005615600035525858,10,0.08279714210496526,0.27950201050179435,0.003986100084148347
2,SNR_8db,N,New_N_003.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.23883415591960858,10x212,0.03822370001580566,22,0.149409763362709,0.29218708393453824,0.026498899911530316,15,0.0868671343076089,0.29895072433857617,0.0059102000668644905,10,0.08569735014539345,0.31190278747926564,0.00454560003709048
3,SNR_8db,N,New_N_004.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.23836854814738317,10x212,0.03932149999309331,22,0.14810509459569174,0.27591732334683805,0.02688080002553761,15,0.08840626245228313,0.2702432404513907,0.007095700013451278,10,0.08803041761661701,0.2651241986479507,0.004401199985295534
4,SNR_8db,N,New_N_005.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.23796130875455845,10x212,0.033498400007374585,22,0.1493903723560329,0.28853009910002336,0.023170099942944944,15,0.08674536926920985,0.2835139552191199,0.0056955000618472695,10,0.08439267775528307,0.29513474994561234,0.0037507000379264355
5,SNR_8db,N,New_N_006.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.23952467725044854,10x212,0.03227079997304827,22,0.15192497336755004,0.280825677875977,0.022120699984952807,15,0.08744834718603531,0.2784949050833024,0.00552169990260154,10,0.08514619902724331,0.2789400872647967,0.003702300018630922
6,SNR_8db,N,New_N_007.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.2391146428230067,10x212,0.03213880001567304,22,0.14905105549100015,0.2792381266308575,0.022220399929210544,15,0.0879777613153973,0.2803943337531665,0.005387099925428629,10,0.08793325203681096,0.2716391161779819,0.0037050999235361814
7,SNR_8db,N,New_N_008.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.23812606614451418,10x212,0.03296450001653284,22,0.14902673767018626,0.286385009410754,0.0232271000277251,15,0.08673053812524965,0.2851730706097461,0.005286300089210272,10,0.08441613826597782,0.29049444508250843,0.0036838999949395657
8,SNR_8db,N,New_N_009.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.2423991678165017,10x212,0.03138060006313026,22,0.15369878659045796,0.2759228827331471,0.021223400020971894,15,0.0899589873291501,0.2816912108415877,0.005236000055447221,10,0.08309249543359534,0.2798909251349266,0.004072000039741397
9,SNR_8db,N,New_N_010.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.2437064377245204,10x212,0.03062940004747361,22,0.15648771323700217,0.2754760558432691,0.020947800017893314,15,0.08868188942589102,0.27376625288222206,0.005034700036048889,10,0.08698186330138138,0.2681916940469615,0.003541999962180853
10,SNR_8db,N,New_N_011.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.238976068976265,10x212,0.033298299997113645,22,0.14923002587343545,0.27990841201214745,0.023701899917796254,15,0.08863240778127188,0.28056928879784215,0.004999799886718392,10,0.08517748703537624,0.2918761819505306,0.003575499984435737
11,SNR_8db,N,New_N_012.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.24114419304574888,10x212,0.03336280002258718,22,0.15321405726406642,0.2835890918822664,0.023113999981433153,15,0.08790947803376424,0.29466599959182466,0.0052804999286308885,10,0.08741138995840267,0.3022479164359675,0.0038920999504625797
12,SNR_8db,N,New_N_013.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.23794838836484788,10x212,0.03435690002515912,22,0.14997856385105768,0.28840830467584516,0.02361070003826171,15,0.08732691702623957,0.2972957006035709,0.0060050999745726585,10,0.08399325983663207,0.30494266845620227,0.003900200012139976
13,SNR_8db,N,New_N_014.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.24103806801692082,10x212,0.0303862999426201,22,0.1524193334806902,0.2796678010404628,0.020906499936245382,15,0.09207852342753595,0.2776364666468006,0.00502849998883903,10,0.08450165003589201,0.2961163218434915,0.0035158999962732196
14,SNR_8db,N,New_N_015.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.24220750361708404,10x212,0.03363730001728982,22,0.1537084645311626,0.2936779140126366,0.02417069999501109,15,0.08723508451777633,0.29117108498550764,0.004965699976310134,10,0.08637483916224223,0.30483030157063323,0.0034760000417008996
15,SNR_8db,N,New_N_016.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.23902105622793485,10x212,0.03497370006516576,22,0.15128634463414328,0.28356353707096155,0.025221000076271594,15,0.0871246528894806,0.28343684837434674,0.004902999964542687,10,0.08450664519716393,0.28938723530379495,0.003840100020170212
16,SNR_8db,N,New_N_017.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.24161087297645714,10x212,0.03127210005186498,22,0.1537038369113407,0.2826341924755475,0.021768899983726442,15,0.0907808523043165,0.2923921838541253,0.005040200077928603,10,0.08649800314481657,0.3071698942340111,0.0037137001054361463
