clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008,F_009,F_010,F_011,F_012,F_013,F_014,F_015,F_016,F_017,F_018,F_019,F_020,F_021,F_022,F_023,F_024,F_025,F_026,F_027,F_028,F_029,F_030,F_031,F_032,F_033
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,afinidad_y_resumen_h,1.174640282882943,2.1128585091282495,1.9965754526203852,1.955874928179427,2.0285106649743105,1.2792246039720114,0.12299025899168814,1.43187922354506,1.473433803949679,1.4501430950220224,0.43165841364223034,1.0441707442631774,1.7415945898613236,0.3571036335576668,1.9427203079589446,1.977021261185428,1.958418495018371,1.0067423211641433,1.5399167277617685,2.3188007457929993,0.23653725011378912,2.401283007130295,2.582844580967174,2.50996122352627,0.6667052668183185,2.075729129409608,3.304516500040893,1.5986794972287717,3.7096689419025908,3.576877659730086,3.5184390290358776,2.6576454393305227,3.0080044700884914
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,afinidad_y_resumen_h,1.2880375109588322,2.2714064460453316,2.0422330518418486,2.114659370503,2.169964955658536,1.4023736305895103,0.14114298085123306,1.3944806506082674,1.6891880393446506,1.4202498957122665,0.3852310245862268,1.0488298467582575,1.8186009542718242,0.36862756749616676,1.8716724213046272,2.1976577578373333,1.901289215497224,0.9611671102355999,1.601942808722448,2.42803307184016,0.4261287638811879,2.2591812568571563,2.801972658367012,2.4090258128057673,0.6652437572248764,1.9130999217258782,3.4224985910641665,1.355308130843532,3.3796537068399988,3.739252358532097,3.516474180355614,2.8538086552407935,3.0529069831155167
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,afinidad_y_resumen_h,1.1457248674350764,2.209571770342976,1.9924658620173608,2.0136033573536802,2.1125808921746163,1.4009340619955368,0.10316909443908528,1.345567813349151,1.6299817669474088,1.4500892285619493,0.38693285381390347,1.112202155061777,1.8690171411585574,0.2832203846875575,1.8291683387316817,2.1342090028889333,1.9879873531177141,0.882607167034383,1.706019573497579,2.431436535646064,0.21345641562567305,2.3297531284800796,2.822976290193833,2.3865561593220255,0.8487823161313655,2.1837259579084485,3.4280773463664063,1.2452416138530586,3.5474861935245112,3.628702970580785,3.6383930441101984,2.374668275786965,3.1559434129176402
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,afinidad_y_resumen_h,1.2089315729971037,2.2247059806330385,2.012372860598833,2.0402268989200665,2.146339349648675,1.389342798379752,0.1351269375482596,1.3496126373117474,1.5961585149394353,1.4004601766526417,0.3700385469187684,0.9881470481737253,1.7880717494857306,0.38368668926301425,1.8306537578898676,2.0857016720773522,1.9624393778251306,0.8467813078661647,1.6013520177651472,2.40607363336745,0.21774621067236496,2.355770967977011,2.7219913205870174,2.3861905395324796,0.8605174229835185,1.9885772231628627,3.2959823173320473,1.537890795145136,3.63677276600272,3.600162217196075,3.691650406260867,2.3807272505853927,3.05614415903441
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,afinidad_y_resumen_h,1.2235745074217845,2.1703094898504607,1.9746950487606008,2.0374860465103963,2.1070035590410288,1.3276609539816409,0.11924805108594387,1.2909424543440242,1.5977216582434814,1.3902038274289332,0.3668604408508199,0.9271693238634993,1.7463927490419984,0.3750510319474647,1.7675114067591553,2.0777883824190235,1.9271619272288556,0.811552813470845,1.4692490028955776,2.265189138236658,0.16519153594417701,2.310906157463214,2.700172612346844,2.365178535182255,0.8854965877754469,1.8972303830819406,3.1139090675672083,1.4974768017250677,3.582391705206054,3.6115710602046183,3.5789481006781916,2.194931867512189,2.9343383398148855
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,afinidad_y_resumen_h,1.1371661385097165,2.230405328872272,2.034263845814691,2.084673657452814,2.118163648595039,1.2892105779752825,0.11613145740382019,1.3429152942987583,1.4933138625786044,1.437192147086343,0.3598428908887115,1.1109236103339426,1.7323218479599396,0.37623854075403,1.856447545969158,1.9864013361307271,1.9581591685385842,0.8191410184532704,1.6814569263862023,2.2827535616543133,0.14215618227672852,2.16620560464058,2.6259862497597872,2.538430524931568,0.9422014555072797,2.0995670870666334,3.2399394577518126,1.6311882662630435,3.5177890596286803,3.760311791830847,3.535060937437769,2.5018062297914643,3.205920654289255
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,afinidad_y_resumen_h,1.1398933398480164,2.1366568665860064,1.9763181735650839,1.9718895803083103,2.0543739893436213,1.3216440908496736,0.10128664801303029,1.33734127096154,1.4892741086348742,1.4117050228229269,0.3808069546014018,1.059366149234284,1.7776888601682181,0.3042604926312554,1.8795227833164223,1.9917873870130152,1.9592449925087143,0.9180004534743493,1.6704593173204914,2.4445501807912877,0.11677555842189927,2.2448430289128396,2.6735033035840945,2.601647456347019,0.7050746713808747,2.0409260261284423,3.33980097425164,1.4890308223364785,3.6916743075040745,3.747638034707538,3.4518018168303577,2.6556810970953717,3.1695871630917405
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,afinidad_y_resumen_h,1.2369234138019947,2.270021807237623,2.0456899160776842,2.1416572462900243,2.162976045835032,1.394385769387456,0.1277669161482659,1.3621623938842207,1.6757311355466424,1.4299278328862317,0.38536953831066123,1.1126065055553132,1.8134179954532483,0.3551968051776318,1.8339710689253037,2.1410772379016283,1.9359952156907665,0.8254818585691821,1.6536535636162406,2.4746673823567575,0.2624095399082686,2.353774702767895,2.6901519539923644,2.464196693291159,0.8877426510311123,2.171265600662719,3.313531163504332,1.5013183416656284,3.5623496502369623,3.7032418397642823,3.420261265274104,2.3238110111116006,3.1781479804024704
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,afinidad_y_resumen_h,1.20057749129355,2.2332432463236724,2.018307077867493,2.0755597715085403,2.1136407432885083,1.3564089423449337,0.1273539715290652,1.3001422989821485,1.6963594885024886,1.4346188075165653,0.3943585649539297,1.061530132802822,1.7918737943989116,0.39055898300784253,1.831936023640726,2.192215953990295,1.954450294225604,0.9019031004164327,1.6738327544987595,2.421474042939941,0.20388555995564775,2.0534585601235165,2.8751677988248594,2.5559937268171042,0.8503823841354775,1.9031224382945202,3.24094827576566,1.597651714503517,3.498882872287475,3.7908667628797788,3.503950013215978,2.526349034215062,3.27394692043581
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,afinidad_y_resumen_h,1.205882008738065,2.1822690540437835,2.01435349526317,2.0180785406671196,2.105123926225109,1.3901676024008573,0.10033019219091517,1.3584494840625319,1.5822411607606597,1.3695955918004303,0.3965847399681708,1.0209925244587905,1.8066078004792343,0.34650386810181016,1.8118261961750501,2.027192940888955,1.9050710400761297,0.8602829617767388,1.6325963271415151,2.354029018277797,0.12241157764862622,2.3420093356340814,2.706872922212106,2.399522075909541,0.8570406260384615,2.089386654901632,3.4606239991776695,1.658025406294381,3.5266503178897164,3.5765444492525504,3.458966010028179,2.1661645341268048,3.348180429741304
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,afinidad_y_resumen_h,1.21117669311718,2.255635076657654,2.048453349351365,2.1031327268387687,2.136309342632909,1.377121840098778,0.10497745931294049,1.3089966355306797,1.637187452330771,1.3632391453559654,0.3715453603399653,1.039385257774011,1.7771430527404104,0.296140442012758,1.7912215001930558,2.1447380225879846,1.8899214181202684,0.88058525279005,1.6397726161690467,2.453537701721144,0.1980665770805527,2.144653318522584,2.7545444199204687,2.3920574421534564,0.7400001624287765,2.057629242164339,3.1505904851006674,1.2082566604925262,3.4980105301041764,3.574172321942651,3.4552238067668273,2.4625937061431538,3.1771097064918177
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,afinidad_y_resumen_h,1.1929795330444262,2.211413810395443,2.061483966278794,2.0551823740493176,2.1136404658000614,1.3026057581863908,0.1143175937019986,1.3522887636878782,1.510880383687489,1.4218721577071185,0.3986594187574055,1.0669639765458956,1.7830672969684385,0.33723101316942844,1.8905167239487342,1.982872440645904,1.9405817667997427,0.8746675133899272,1.5658443316061113,2.2740535784566593,0.21674260549309304,2.299208377643471,2.6920878236233334,2.553517429075282,0.8901089644357153,2.2616629465173435,3.3649588570107225,1.3860705882516262,3.669661778985637,3.50640445710817,3.428522168760541,2.419724628675879,2.904219717680094
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,afinidad_y_resumen_h,1.1688382199130336,2.1810520369862774,2.011484177297015,2.0793897540082265,2.0835019384249507,1.2835786141585792,0.11116107162039744,1.3256743270018607,1.469510152229645,1.3749102184652298,0.3280189879370973,1.072811566104672,1.7453404529344496,0.33702704009685447,1.7925758081258771,1.9740929090969164,1.8616740020904914,0.7921916250157325,1.6542730519254762,2.236971754879366,0.14301001149392412,2.212793211587311,2.553547786892642,2.4866398316551135,0.8086819968665907,2.04688964089986,3.304327155544061,1.498936675934587,3.4728980319484224,3.622020662445423,3.4016407337118726,2.3349743597203063,3.2180562667308235
