clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,afinidad_errores_por_base,1.192756291480836,2.157745008610288,2.053615434410241,2.1616327513163345,2.0902502735300295
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,afinidad_errores_por_base,1.253721695408857,2.2611235637269336,2.104896343175022,2.2167950069307523,2.1720117071618525
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,afinidad_errores_por_base,1.1232306858387955,2.2015894841650425,2.043985429209842,2.14116898195361,2.128739084246589
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,afinidad_errores_por_base,1.1739733290922372,2.2267284976503405,2.070722126317202,2.164437981850349,2.163592318382321
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,afinidad_errores_por_base,1.1913467552539712,2.1968087703464514,2.0474821107982097,2.2042525050438733,2.1254663051008063
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,afinidad_errores_por_base,1.1484329132126732,2.2095937240732835,2.064860956416488,2.162793531345042,2.1174482449475702
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,afinidad_errores_por_base,1.1597167240616508,2.1659350716270143,2.02972340672317,2.1515534288336404,2.1033355059114967
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,afinidad_errores_por_base,1.2013857820206877,2.2543588471748377,2.1062988838136985,2.240155954304524,2.1638794125598544
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,afinidad_errores_por_base,1.1774824945848008,2.220685441876926,2.06781631250449,2.168778176863439,2.1181148727998056
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,afinidad_errores_por_base,1.1622892898350594,2.181122552073438,2.0548017528965827,2.185428390123658,2.1161892701821348
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,afinidad_errores_por_base,1.1861165947994643,2.250856801656214,2.0938207218142266,2.204979745244467,2.146625390389831
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,afinidad_errores_por_base,1.2146862271978973,2.2435143314153403,2.120377955525214,2.2460939750262914,2.1583404918725773
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,afinidad_errores_por_base,1.1697016820337183,2.2069507977014786,2.0435858898589876,2.16877633215147,2.128421644363344
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,afinidad_errores_por_base,1.2324655914878642,2.290512459927352,2.117548595660265,2.2507476571846405,2.214999944755312
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,afinidad_errores_por_base,1.1461027865775837,2.1259349220441797,1.9889034318735839,2.0884329133014705,2.0657304034249018
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,afinidad_errores_por_base,1.2291367799082789,2.2847715887432214,2.1176837731197966,2.2455100004713295,2.1899796678058476
AS,New_AS_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_017.wav,afinidad_errores_por_base,1.2346585810526083,2.2155303984709036,2.0736760226221125,2.230359649836095,2.136111757213463
AS,New_AS_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_018.wav,afinidad_errores_por_base,1.2133695623879301,2.2154391541244314,2.0884599694126478,2.199824264746105,2.124519304840954
AS,New_AS_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_019.wav,afinidad_errores_por_base,1.146536722818377,2.1817053517074294,2.0724549828159504,2.177588483242309,2.101360098079507
AS,New_AS_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_020.wav,afinidad_errores_por_base,1.204702535694009,2.2262897795312013,2.08409801339243,2.2014567715081963,2.15160017319274
AS,New_AS_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_021.wav,afinidad_errores_por_base,1.156335602571421,2.1783493765055426,2.050207858393019,2.167120189565916,2.087179030887458
AS,New_AS_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_022.wav,afinidad_errores_por_base,1.16501072148534,2.225318104572173,2.078445660046362,2.1880692921189873,2.1450578949688266
AS,New_AS_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_023.wav,afinidad_errores_por_base,1.1393741609987968,2.155196329017179,2.0306386825948866,2.112488342023123,2.069975212307723
AS,New_AS_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_024.wav,afinidad_errores_por_base,1.1745997468616616,2.220845781364149,2.08322107228643,2.2075382888669415,2.1430675447721947
AS,New_AS_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_025.wav,afinidad_errores_por_base,1.1667329782337068,2.2002417036113373,2.0498023213201386,2.170882656387913,2.1284928847695523
AS,New_AS_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_026.wav,afinidad_errores_por_base,1.2273121022578017,2.223326304569689,2.0625113141153095,2.290864474028942,2.1546219928225794
AS,New_AS_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_027.wav,afinidad_errores_por_base,1.1784187982765988,2.218645930880216,2.078074550996495,2.2219108333642046,2.1586855494308907
AS,New_AS_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_028.wav,afinidad_errores_por_base,1.1754739160848586,2.172888284153582,2.0357810783267136,2.174474217701187,2.102691963536428
AS,New_AS_029.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_029.wav,afinidad_errores_por_base,1.1828366651830409,2.1814243286212958,2.032191461791717,2.2008011109926735,2.114209026604969
AS,New_AS_030.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_030.wav,afinidad_errores_por_base,1.1749672045770312,2.2087298043541024,2.061498604050907,2.200090848165404,2.147054938537259
AS,New_AS_031.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_031.wav,afinidad_errores_por_base,1.1887097210834539,2.1805366732859093,2.040787545362136,2.2208505239875045,2.0877208560925076
AS,New_AS_032.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_032.wav,afinidad_errores_por_base,1.1881010666984844,2.242589034832521,2.078492974502536,2.2684189699142134,2.1702144814311968
AS,New_AS_033.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_033.wav,afinidad_errores_por_base,1.1471640661321643,2.142452870943412,2.031767276537761,2.1273046065771792,2.0733110520392906
AS,New_AS_034.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_034.wav,afinidad_errores_por_base,1.188394718361946,2.2171696636180145,2.0792149454207784,2.20715341679594,2.1563028014738714
AS,New_AS_035.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_035.wav,afinidad_errores_por_base,1.1917897449833859,2.199392514495417,2.049090032426063,2.1717249940749044,2.144869652411335
AS,New_AS_036.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_036.wav,afinidad_errores_por_base,1.1657350674138136,2.160940583351317,2.0156087049574225,2.176841530770312,2.1209908368126102
