clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008,F_009,F_010,F_011,F_012,F_013,F_014,F_015,F_016,F_017,F_018,F_019,F_020,F_021,F_022,F_023,F_024,F_025,F_026,F_027,F_028
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,resumen_h_media_std_q90_max,1.2638641241678548,0.11370394274154906,1.038535325625331,1.4607500032756289,1.4650649739331412,0.515218922412636,1.434570206638665,1.6944969674725336,0.36287012951854225,1.5318866107573412,1.9720688001262014,1.9465210302943956,1.0867021672157056,1.9510192986489654,2.1610142835697412,0.16038589089575833,2.013711151316761,2.5637240128688212,2.393314640851119,0.9739640101897071,2.510453322480538,3.26338530220658,1.695400712020559,3.0171917201838423,3.6038808205611037,3.7127419131803903,2.7175677048064024,3.4873747087669984
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,resumen_h_media_std_q90_max,1.3705181324651847,0.13082981640536623,1.0455498578277858,1.684420387446156,1.4421078337305282,0.4838484663726265,1.400123191824447,1.7373683280610683,0.3495097467351133,1.5918638340901325,2.2005048640127836,1.889449516258695,1.0249139282243693,1.8858476412771925,2.3043043826556766,0.31042116292634814,1.9252604349483193,2.8030873472882174,2.3428192377042065,0.9459108968265837,2.4139049775431602,3.2970302277721935,1.3010815944885679,3.014640163603733,3.7673744201066226,3.4281580881397735,2.864636107799582,3.50362948163413
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,resumen_h_media_std_q90_max,1.3526058633361138,0.10409374518835202,1.1059340335067975,1.6331260332190884,1.398195081853545,0.46711243473600106,1.4343577581785947,1.7768442117890995,0.30047329918309074,1.6998301166488174,2.139896938988656,1.8459434208458025,0.9433744763187415,1.9840845724832161,2.3670159777917514,0.18058564623745502,2.183503029909292,2.8031654950971334,2.288345960008757,1.019879175768344,2.375677832225472,3.2572864694768477,1.2926965084749864,3.1474908759093925,3.612184302543561,3.5429711218078976,2.395991589411007,3.6088674127687246
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,resumen_h_media_std_q90_max,1.3427745559088615,0.13615262088804383,0.9835913308511909,1.5963573046307242,1.4056734996839708,0.45223083073692577,1.3812229637853835,1.7090852038090718,0.3981368717463378,1.592906296039962,2.0889370736282427,1.8499594279740936,0.9126927175251045,1.9526566513334587,2.356805146860172,0.19615185511432337,1.9673736906298152,2.720998031514865,2.3653277219326174,0.9885222508350088,2.369618413789873,3.0877235485432424,1.4960250025764081,3.068885929547348,3.621746070482061,3.634822066688235,2.3966966539419543,3.657808722585746
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,resumen_h_media_std_q90_max,1.3025631049830122,0.1148213774174695,0.9232026838757094,1.588544632572769,1.338916604892548,0.44043310534425895,1.375163430287551,1.6865093816534495,0.3858644926703174,1.460120578492573,2.080278396974304,1.779029420863233,0.8942448600749369,1.9224432418671753,2.1922363390413504,0.1565484779750657,1.9335043940295293,2.7422601739435084,2.3426886884566125,0.9891330215113573,2.368233077735164,3.1029575105040004,1.6001928230904996,2.892213381269498,3.6484626645032123,3.611829199473059,2.2542915095454443,3.5492555787059166
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,resumen_h_media_std_q90_max,1.2660854898078613,0.10945641178684794,1.104619512761972,1.4824892103271479,1.3850323687017017,0.4500993011408737,1.4212449608778823,1.6623568529569337,0.3472740266108907,1.672850498338062,1.9804524656695248,1.871978829766746,0.9089737552111514,1.9485017245709961,2.248050687156326,0.1400813915803742,2.130448946525887,2.5951557416781403,2.162867044101507,1.0738222647420343,2.5139425337026617,3.095548483113956,1.5124538704249482,3.1693489723956056,3.765262727151712,3.5263354003751495,2.5612279486761587,3.527923671606068
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,resumen_h_media_std_q90_max,1.2842308932955884,0.11372725911718061,1.0539778255835985,1.4864284674116321,1.3845874327133045,0.44827087079690986,1.3959288071519536,1.686449323885046,0.337032886425471,1.665875804046983,1.9898545789859654,1.8943496737000876,0.9826456698754581,1.9528235634194853,2.3750525338142805,0.167132667481121,1.991334542511976,2.7031626196024283,2.183725297339157,0.8331192998365818,2.631723288658712,3.2030596174401955,1.4648188887725213,3.1606623017330873,3.7358483041522597,3.7090163552789246,2.7318790483938966,3.4696424659573366
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,resumen_h_media_std_q90_max,1.3599634032148957,0.12416084862187722,1.1051051323848247,1.6694378499517177,1.4132072167981442,0.47822334005852124,1.414030986068427,1.7346107995745,0.3777273161170644,1.6441522600086103,2.144228577928995,1.844665859225955,0.917204940306194,1.9265802419371372,2.3854108606101603,0.2788571608193565,2.1856806750573186,2.6653967093627036,2.4068509714968793,0.9960166347945926,2.4689169615368436,3.2714770179871153,1.7011741871801689,3.1869584143382843,3.722038596022118,3.5571626057718393,2.410533285820754,3.4081097205330333
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,resumen_h_media_std_q90_max,1.3273526640617503,0.13969490297226816,1.0554768959090717,1.6907030694936842,1.3488383366782775,0.4805926826838137,1.4157344276299446,1.7160131870627604,0.4251989317508511,1.6618123342427102,2.1916009184914755,1.8443366509513417,0.9904248578828343,1.941898879074117,2.3014126960866546,0.21275767240012888,1.9152238098763539,2.8532184838245023,2.0484359015404543,1.1273699572750289,2.473037567256015,3.1161404919978914,1.726077117834019,3.286633932314565,3.800135519417693,3.5021177264641112,2.597007873322696,3.5130327215183264
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,resumen_h_media_std_q90_max,1.3498003051118126,0.10286807304426193,1.0120997987337803,1.576913377661146,1.411450232783457,0.4765142069080804,1.3549749043317878,1.731106751935297,0.35893651191799125,1.6155419433643723,2.026524572989282,1.8293685200223084,0.9466428482823193,1.9025044830490423,2.261580310355903,0.08174357233641892,2.065108872439788,2.705723390101045,2.3662804013546976,1.0456909818236118,2.376965150654498,3.391238696661334,1.6666401546906857,3.340195942531882,3.606133709346456,3.5363288645217343,2.307025951438332,3.450585753262972
