clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,sbv_media_log,0.9382080955408879,0.04771757054682739,0.9556425293644317,1.2372558831481466,0.7408920459535495,0.31225347125435693,1.076783667612862
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,sbv_media_log,0.9855762429235314,0.039928742922776296,0.891673346173313,1.214495738019491,0.6556983673054396,0.32387466520281993,1.1290876700626313
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,sbv_media_log,1.0243301380785546,0.05445638494817774,0.8493768929940904,1.1662298865035965,0.7816527566588022,0.33004540498620616,1.071212831772758
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,sbv_media_log,0.9772025116187082,0.06239046035499859,0.8704631416617798,1.1925140899640092,0.7417928279461159,0.2757260090728573,1.114382224477592
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,sbv_media_log,0.9684991374860338,0.05266155743661506,0.8042174164609961,1.2269905986688543,0.7472601540877316,0.25348921378600076,1.109405876346101
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,sbv_media_log,0.9479612244469438,0.04757637371723147,0.8542284801558298,1.2219599939897512,0.7065793066528421,0.3510938280660179,1.1011228169037017
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,sbv_media_log,1.0021027864951737,0.04694044978365505,0.8216724126747339,1.1934382129144765,0.7271382889836422,0.34449354626438816,1.0939740883303253
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,sbv_media_log,0.978707365616962,0.039615569123025,0.8558062675632673,1.2787325666037728,0.6978161102588111,0.3260265550284788,1.0599937005764346
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,sbv_media_log,0.9783247821236787,0.05027035132810477,0.8035513002349393,1.1847884086432656,0.7212485110017709,0.35145633997671394,1.1361843252244193
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,sbv_media_log,0.9836388647650147,0.046593132098602885,0.8670755100642923,1.2260455271815853,0.7340668674251795,0.3407396376268714,1.1001993511323802
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,sbv_media_log,1.015860897286407,0.02634664432552309,0.8069873515626813,1.2039927676330628,0.706307838249671,0.34222778014203004,1.1241744481238443
