clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,afinidad_errores_por_base,1.1370356633330991,2.1491568769265834,1.9882460057249935,2.0903464149650826,2.094873197688059
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,afinidad_errores_por_base,1.1931277612556275,2.2123854428160548,2.0206634962758723,2.150383711751271,2.1904292376630337
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,afinidad_errores_por_base,1.0631932750564004,2.1607089959163885,1.9796633992231696,2.084007626463499,2.125475963818637
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,afinidad_errores_por_base,1.1074791866290092,2.19102588922953,2.0041005770390763,2.10418917592902,2.1541414017708203
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,afinidad_errores_por_base,1.120193949961287,2.1762521077058845,1.9762761180594715,2.129495409102199,2.1412583560505096
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,afinidad_errores_por_base,1.0893880979466792,2.1689908454379467,1.9835601814239396,2.114090387270144,2.1457395335276916
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,afinidad_errores_por_base,1.1005273614718696,2.126386436210032,1.9642731801171613,2.1053941705583306,2.1150831486050934
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,afinidad_errores_por_base,1.1437472309440821,2.211188872592407,2.0280712818912723,2.1879213120531538,2.196982666031962
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,afinidad_errores_por_base,1.1161579532336479,2.1837284820139815,1.9966452433319595,2.110523099250885,2.1510871940155503
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,afinidad_errores_por_base,1.1015991401944925,2.1564822476832544,1.9804158618992145,2.109869926518427,2.1189653008585196
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,afinidad_errores_por_base,1.1265308680564663,2.205990735918423,2.0133026596733403,2.1433726246099716,2.1724169309739905
