clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,perfil_softmin_errores_f4,9.181572416842472e-05,0.34127414685840396,0.2301384912153607,0.22887765696346635,0.1996178892386006
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,perfil_softmin_errores_f4,5.510799297238749e-05,0.40421797424029665,0.18552515606021713,0.2148469393106745,0.19535482239583923
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,perfil_softmin_errores_f4,2.08460026125111e-05,0.39806672312458086,0.19103837231088092,0.19587794602812228,0.2149961125338035
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,perfil_softmin_errores_f4,3.789491149779224e-05,0.37267577477830605,0.19887568126105226,0.19962269984607534,0.2287879492030685
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,perfil_softmin_errores_f4,6.3914796709552e-05,0.3726635659151137,0.17836974707434203,0.23870899023728273,0.210193781976552
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,perfil_softmin_errores_f4,1.8291290338242202e-05,0.37992595955865344,0.22347397922335419,0.20479604375575888,0.1917857261718952
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,perfil_softmin_errores_f4,5.994407129371413e-05,0.32725493988891935,0.22851508175197421,0.23314589506632036,0.21102413922149227
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,perfil_softmin_errores_f4,2.545743198916557e-05,0.40098433721653576,0.1798666867849565,0.24156673888404084,0.1775567796824779
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,perfil_softmin_errores_f4,3.740029208161057e-05,0.401512967829502,0.19779766973268106,0.22413519950355518,0.17651676264218008
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,perfil_softmin_errores_f4,4.425581107497462e-05,0.35929589246022575,0.2008495152378703,0.23693157584491684,0.2028787606459123
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,perfil_softmin_errores_f4,2.6222674515534577e-05,0.4027169352987978,0.20080558406411228,0.22147908769167832,0.17497217027089598
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,perfil_softmin_errores_f4,2.9839966942124457e-05,0.3570639055612013,0.23328851479285367,0.22722944598059747,0.18238829369840537
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,perfil_softmin_errores_f4,4.26226209940168e-05,0.36218598494937054,0.22495150569344086,0.22447338446484577,0.18834650227134883
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,perfil_softmin_errores_f4,2.5371712353081645e-05,0.40201462607192173,0.17984592903344832,0.21776459275845284,0.200349480423824
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,perfil_softmin_errores_f4,5.963356669302534e-05,0.3786988370495202,0.19473460592009986,0.20830976573122098,0.21819715773246595
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,perfil_softmin_errores_f4,3.8218948548586464e-05,0.40470926427738085,0.1832539913923708,0.22439289121224879,0.18760563416945092
AS,New_AS_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_017.wav,perfil_softmin_errores_f4,5.468505709772148e-05,0.38261549652793087,0.1812734951768504,0.24801263530574078,0.18804368793238022
AS,New_AS_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_018.wav,perfil_softmin_errores_f4,4.3761930510939565e-05,0.3886168317902923,0.21464156613021376,0.2117846920933607,0.1849131480556222
AS,New_AS_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_019.wav,perfil_softmin_errores_f4,2.9762536719686402e-05,0.35620414646663995,0.22409197340133188,0.22344913751944864,0.19622498007585976
