clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,sbv_media_log,1.435538839244212,0.43787354222891683,0.15536297072166072,1.4259218467751895,1.3533794965217176,1.5898949519497314,0.9165926598283674
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,sbv_media_log,1.4083475909544392,0.35787298785570393,0.16299964406587794,1.3350454457979937,1.5159037289748343,1.7661005079676066,0.9130064740167103
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,sbv_media_log,1.4600789701481507,0.3893929254581108,0.1674156609401422,1.286339693388148,1.5274934297750253,1.7039689018952175,0.983743918474402
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,sbv_media_log,1.3669266020371875,0.36105129189530943,0.1840575271002162,1.2962287742486838,1.4741551352513689,1.7021630204386378,0.8589525172563708
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,sbv_media_log,1.3610772772291488,0.35957417745200404,0.16697578834790194,1.2091334587224536,1.4463705994714888,1.6915025051288184,0.7760195950160548
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,sbv_media_log,1.4219358228711192,0.3267508046881076,0.16091598824517855,1.2845112987004044,1.3832530536940997,1.5815347511158642,1.022128964617823
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,sbv_media_log,1.4158616571627025,0.3448763000872829,0.14180203914273612,1.245330297236059,1.4475236506762648,1.5736977258500724,0.9514805334516652
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,sbv_media_log,1.4235562015707193,0.36767171721397635,0.1334684080140861,1.3013353519279531,1.5065684478474617,1.7678112899356715,0.9956376272454175
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,sbv_media_log,1.466946381155517,0.3807741233049969,0.13869685079135327,1.181610915778944,1.526741349152302,1.7338292558605857,0.938986931457401
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,sbv_media_log,1.3358148622706547,0.38655497649143544,0.15123307227258428,1.289380956586369,1.455830030346791,1.7006246603074415,0.9041169003959783
