clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008,F_009,F_010,F_011,F_012,F_013,F_014,F_015
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,afinidad_y_diferencias_errores,1.1823586424706618,2.157176046493037,2.059845915390996,1.9699484468686637,2.0377488903574457,-0.9748174040223754,-0.8774872729203342,-0.7875898043980019,-0.8553902478867839,0.09733013110204114,0.18722759962437352,0.11942715613559152,0.08989746852233238,0.022097025033550377,-0.067800443488782
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,afinidad_y_diferencias_errores,1.2665840888285387,2.2878367291903907,2.1348473295395443,2.1051805340230265,2.194359887574896,-1.021252640361852,-0.8682632407110056,-0.8385964451944878,-0.9277757987463575,0.15298939965084646,0.1826561951673642,0.09347684161549452,0.02966679551651774,-0.05951255803535194,-0.08917935355186968
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,afinidad_y_diferencias_errores,1.1278966216173738,2.2508668933489013,2.071546992946445,2.0420591423477306,2.1199876712399672,-1.1229702717315275,-0.9436503713290714,-0.9141625207303568,-0.9920910496225934,0.17931990040245616,0.20880775100117077,0.1308792221089341,0.029487850598714616,-0.048440678293522055,-0.07792852889223667
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,afinidad_y_diferencias_errores,1.1846861415820937,2.2592482801695386,2.0942115689664713,2.0561053146171466,2.1471945733317375,-1.0745621385874449,-0.9095254273843776,-0.8714191730350529,-0.9625084317496437,0.1650367112030673,0.20314296555239197,0.11205370683780114,0.038106254349324686,-0.05298300436526615,-0.09108925871459084
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,afinidad_y_diferencias_errores,1.2008673812270372,2.204668801497851,2.0693970829951627,2.036204866453734,2.1156979597790646,-1.0038014202708139,-0.8685297017681255,-0.835337485226697,-0.9148305785520274,0.13527171850268838,0.16846393504411683,0.08897084171878644,0.033192216541428454,-0.046300876783901934,-0.07949309332533039
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,afinidad_y_diferencias_errores,1.1456798873028347,2.2730337729185526,2.0740710105170956,2.101116788394389,2.137632643788153,-1.127353885615718,-0.928391123214261,-0.9554369010915544,-0.9919527564853183,0.19896276240145694,0.17191698452416349,0.1354011291303996,-0.027045777877293453,-0.06356163327105735,-0.036515855393763896
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,afinidad_y_diferencias_errores,1.1276069362686003,2.177339212590574,2.02974711709884,2.0035451157248914,2.06258514733581,-1.0497322763219736,-0.9021401808302396,-0.875938179456291,-0.9349782110672098,0.14759209549173402,0.1737940968656826,0.11475406525476384,0.02620200137394857,-0.032838030236970184,-0.05904003161091875
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,afinidad_y_diferencias_errores,1.231096639737441,2.2988245686753346,2.1148685013345343,2.140384773369408,2.190087114127967,-1.0677279289378936,-0.8837718615970933,-0.9092881336319671,-0.9589904743905262,0.18395606734080028,0.15843979530592645,0.10873745454736738,-0.025516272034873833,-0.07521861279343289,-0.04970234075855906
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,afinidad_y_diferencias_errores,1.1647136081235747,2.267954188704617,2.092325063042765,2.0720071434227094,2.1366811211825407,-1.1032405805810421,-0.9276114549191903,-0.9072935352991347,-0.971967513058966,0.17562912566185185,0.19594704528190743,0.13127306752207613,0.02031791962005558,-0.04435605813977572,-0.0646739777598313
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,afinidad_y_diferencias_errores,1.212127497842319,2.2177222384918847,2.090712849351169,2.0442933223454394,2.1216399852060377,-1.0055947406495656,-0.8785853515088498,-0.8321658245031203,-0.9095124873637186,0.1270093891407158,0.1734289161464453,0.09608225328584696,0.04641952700572949,-0.030927135854868837,-0.07734666286059833
