clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008,F_009,F_010,F_011,F_012,F_013,F_014,F_015
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,afinidad_y_diferencias_errores,1.1917993154247029,2.0788452701884417,2.080099922922195,2.094853282629856,2.1582697775924773,-0.8870459547637388,-0.888300607497492,-0.9030539672051532,-0.9664704621677744,-0.0012546527337531366,-0.016008012441414365,-0.07942450740403562,-0.014753359707661229,-0.07816985467028248,-0.06341649496262125
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,afinidad_y_diferencias_errores,1.3045778512265944,2.1462765969518673,2.1775308856297313,2.187526144567167,2.211444117409006,-0.8416987457252729,-0.8729530344031369,-0.8829482933405728,-0.9068662661824114,-0.03125428867786395,-0.041249547615299864,-0.06516752045713847,-0.009995258937435914,-0.03391323177927452,-0.02391797284183861
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,afinidad_y_diferencias_errores,1.1684920960225533,2.0866937577633013,2.154683470019042,2.1339204628561457,2.178825989805343,-0.918201661740748,-0.9861913739964885,-0.9654283668335923,-1.0103338937827895,-0.06798971225574046,-0.04722670509284432,-0.09213223204204146,0.02076300716289614,-0.024142519786300998,-0.04490552694919714
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,afinidad_y_diferencias_errores,1.2308623635444154,2.1065168753061934,2.1631958533739075,2.154720035934636,2.223694535508328,-0.875654511761778,-0.9323334898294922,-0.9238576723902205,-0.9928321719639126,-0.05667897806771416,-0.04820316062844254,-0.1171776602021346,0.008475817439271616,-0.060498682134420445,-0.06897449957369206
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,afinidad_y_diferencias_errores,1.25388600344526,2.0567638886869632,2.10885761613918,2.159814684150089,2.1909849092142335,-0.8028778852417033,-0.8549716126939202,-0.905928680704829,-0.9370989057689736,-0.052093727452216854,-0.10305079546312568,-0.13422102052727025,-0.050957068010908824,-0.0821272930750534,-0.031170225064144574
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,afinidad_y_diferencias_errores,1.153429657335795,2.160313131180692,2.135708461577416,2.156840939638725,2.153579162349919,-1.006883473844897,-0.9822788042416211,-1.00341128230293,-1.000149505014124,0.024604669603276008,0.0034721915419670957,0.0067339688307730405,-0.021132478061308912,-0.017870700772502968,0.003261777288805945
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,afinidad_y_diferencias_errores,1.1558885974503814,2.063046249061735,2.094761925449857,2.1012763559269723,2.118477440114713,-0.9071576516113538,-0.9388733279994754,-0.9453877584765908,-0.9625888426643316,-0.03171567638812167,-0.03823010686523709,-0.05543119105297789,-0.006514430477115418,-0.02371551466485622,-0.0172010841877408
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,afinidad_y_diferencias_errores,1.245733163731647,2.151253047821334,2.1835150422272274,2.237759060441198,2.213250794200829,-0.905519884089687,-0.9377818784955803,-0.9920258967095508,-0.9675176304691819,-0.03226199440589328,-0.08650601261986379,-0.061997746379494956,-0.05424401821397051,-0.029735751973601676,0.024508266240368837
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,afinidad_y_diferencias_errores,1.2154295014691778,2.112871101796098,2.1405873845050776,2.1477145457058238,2.1663891023121926,-0.8974416003269201,-0.9251578830358997,-0.9322850442366459,-0.9509596008430148,-0.027716282708979634,-0.034843443909725824,-0.05351800051609468,-0.00712716120074619,-0.025801717807115043,-0.018674556606368853
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,afinidad_y_diferencias_errores,1.2187768763509703,2.095329070270285,2.150056651858565,2.172473226181056,2.212029486935695,-0.8765521939193148,-0.9312797755075948,-0.9536963498300859,-0.9932526105847248,-0.05472758158827995,-0.07714415591077106,-0.11670041666540998,-0.022416574322491112,-0.06197283507713003,-0.03955626075463892
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,afinidad_y_diferencias_errores,1.2254536117438695,2.124161735325337,2.179737972722118,2.1847599491138125,2.1873296429526343,-0.8987081235814676,-0.9542843609782483,-0.9593063373699431,-0.9618760312087649,-0.05557623739678075,-0.06059821378847552,-0.06316790762729729,-0.005021976391694771,-0.007591670230516545,-0.002569693838821774
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,afinidad_y_diferencias_errores,1.205421775611302,2.139517436993598,2.181499466059669,2.1873068316120823,2.217175948725971,-0.9340956613822959,-0.9760776904483672,-0.9818850560007804,-1.0117541731146689,-0.04198202906607129,-0.047789394618484415,-0.07765851173237293,-0.005807365552413124,-0.035676482666301634,-0.02986911711388851
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,afinidad_y_diferencias_errores,1.1827643989899408,2.102083493647708,2.0937626515050107,2.1540535318597427,2.1400303799728193,-0.9193190946577672,-0.9109982525150699,-0.9712891328698019,-0.9572659809828785,0.008320842142697238,-0.05197003821203472,-0.03794688632511134,-0.06029088035473196,-0.04626772846780858,0.01402315188692338
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,afinidad_y_diferencias_errores,1.2777346463207233,2.163666594713713,2.2109022844368047,2.2275171672732434,2.25165329132308,-0.8859319483929897,-0.9331676381160814,-0.9497825209525201,-0.9739186450023567,-0.04723568972309167,-0.06385057255953042,-0.08798669660936698,-0.01661488283643875,-0.04075100688627531,-0.02413612404983656
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,afinidad_y_diferencias_errores,1.2085412207123314,2.0737053310132203,2.1065561911275945,2.1037457632820233,2.148775699678753,-0.8651641103008889,-0.8980149704152631,-0.895204542569692,-0.9402344789664214,-0.032850860114374214,-0.03004043226880304,-0.07507036866553252,0.002810427845571173,-0.0422195085511583,-0.045029936396729475
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,afinidad_y_diferencias_errores,1.2750980299262964,2.1448155880303803,2.218774617389575,2.212778670022397,2.2426350114538165,-0.8697175581040839,-0.9436765874632784,-0.9376806400961004,-0.9675369815275201,-0.07395902935919452,-0.0679630819920165,-0.09781942342343619,0.005995947367178012,-0.023860394064241675,-0.029856341431419686
