clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,sbv_media_log,1.329179152391683,0.07012783535698941,1.4049155969116534,1.5220237232664764,1.531676255456844,0.514853238100602,0.89559734648467
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,sbv_media_log,1.4585512456062544,0.06388681496618764,1.3359271563851651,1.7421017718674647,1.4962077989616784,0.405453259769732,0.9264758138288041
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,sbv_media_log,1.4915934603197427,0.04329196350847679,1.2553750709570712,1.7042801232374973,1.4838840297039733,0.44564946664322286,1.060055183778484
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,sbv_media_log,1.4538277156464938,0.08033585015004975,1.2900736499310188,1.656727671304691,1.42662654060177,0.4266430789424941,0.9199763855185401
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,sbv_media_log,1.4227074066142413,0.06727514457879283,1.1932093339005516,1.6461610958734463,1.4353208899927188,0.4365542264617833,0.8102553872066822
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,sbv_media_log,1.3729980181712085,0.08241084903360257,1.2686284792700295,1.5333531846382913,1.4936453278177264,0.37111395201680186,1.0558788664197825
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,sbv_media_log,1.3953970974306578,0.04783972958867722,1.2460544198512697,1.5717963887314312,1.4702302254702988,0.4236272445157205,1.0090780665716172
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,sbv_media_log,1.4451693959698757,0.04666788830284501,1.3118529515222284,1.7388057985989023,1.4974941662068681,0.42621510166052323,1.0012402190725562
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,sbv_media_log,1.4315230423257823,0.07604571510597365,1.2072933066283806,1.7492036133102375,1.4994572671450244,0.41685333889607556,0.9761101629967385
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,sbv_media_log,1.437915687830326,0.05519701848099392,1.2922819577792304,1.6417266292163455,1.4118894486458458,0.47311330959744496,0.8880177369999188
