clase,archivo,cnn_1,cnn_2,cnn_3,cnn_4,cnn_5,cnn_6,cnn_7,cnn_8,cnn_9,cnn_10,cnn_11,cnn_12,cnn_13,cnn_14,cnn_15,cnn_16,cnn_17,cnn_18,cnn_19,cnn_20,cnn_21,cnn_22,cnn_23,cnn_24,cnn_25,cnn_26,cnn_27,cnn_28,cnn_29,cnn_30,cnn_31,cnn_32,cnn_33,cnn_34,cnn_35,cnn_36,cnn_37,cnn_38,cnn_39,cnn_40,cnn_41,cnn_42,cnn_43,cnn_44,cnn_45,cnn_46,cnn_47,cnn_48,cnn_49,cnn_50,cnn_51,cnn_52,cnn_53,cnn_54,cnn_55,cnn_56,cnn_57,cnn_58,cnn_59,cnn_60,cnn_61,cnn_62,cnn_63,cnn_64
N,New_N_001.wav,0.20873939990997314,0.7668150663375854,0.6273382306098938,1.2822988033294678,0.5705466866493225,1.0342031717300415,0.9368870258331299,0.3663913309574127,0.5894635915756226,0.4097750782966614,0.4267736077308655,0.0,1.2568154335021973,0.6456061005592346,1.1316057443618774,0.29021090269088745,0.9607982039451599,1.1202986240386963,1.0795913934707642,0.27656683325767517,0.5131747126579285,0.341804563999176,0.3578573763370514,0.4828924536705017,0.5462701916694641,0.9666358828544617,0.8119716644287109,1.442043423652649,0.6289610862731934,0.0,1.4774410724639893,0.45693695545196533,1.113472819328308,0.7143126130104065,0.7967968583106995,0.9144599437713623,0.9021453261375427,0.0,0.6986321210861206,0.0,0.9408842921257019,0.5036336183547974,0.10415831953287125,0.7632091045379639,0.7010742425918579,1.2365182638168335,1.1240489482879639,0.5179349184036255,0.09800302982330322,0.7371451258659363,0.5029098391532898,0.3215329051017761,0.3339700996875763,0.7246695756912231,0.7639991641044617,0.32779499888420105,1.0504496097564697,0.45602142810821533,0.6280210018157959,0.8322409391403198,0.4931075870990753,0.46843671798706055,1.032994031906128,0.4571067988872528
N,New_N_002.wav,0.22140735387802124,0.8863087296485901,0.6348671913146973,1.3399300575256348,0.5784130096435547,1.177160620689392,0.9435817003250122,0.37381604313850403,0.5970734357833862,0.4357597231864929,0.4402526915073395,0.0,1.2827017307281494,0.7735679745674133,1.165767788887024,0.3246486783027649,1.0321142673492432,1.1669988632202148,1.1097010374069214,0.2746362090110779,0.5105028748512268,0.37233486771583557,0.40105128288269043,0.4778728187084198,0.561536967754364,0.9676277041435242,0.9887487292289734,1.4612566232681274,0.7434107065200806,0.0,1.516007661819458,0.5470449924468994,1.2770227193832397,0.8797053694725037,0.9124574661254883,1.0975394248962402,0.9334518313407898,0.0,0.7110292911529541,0.0,1.1031177043914795,0.5351460576057434,0.10956289619207382,0.7751999497413635,0.8746786713600159,1.3730747699737549,1.1734278202056885,0.5118070244789124,0.11611715704202652,0.7489786148071289,0.5112555027008057,0.3187097907066345,0.3445608615875244,0.7436113953590393,0.7885525822639465,0.33194589614868164,1.1159645318984985,0.4553617835044861,0.6658456325531006,0.8479868173599243,0.6115692853927612,0.47189393639564514,1.0589323043823242,0.48629331588745117
N,New_N_003.wav,0.22219181060791016,0.8665816783905029,0.67156583070755,1.2980393171310425,0.5732263326644897,1.1968497037887573,1.0012290477752686,0.38240477442741394,0.6400116086006165,0.42804214358329773,0.45105209946632385,0.0,1.2943285703659058,0.7594664692878723,1.174790859222412,0.303615003824234,0.9959201216697693,1.1838523149490356,1.126489520072937,0.3080221712589264,0.557041347026825,0.4154210388660431,0.3703986704349518,0.5158202648162842,0.5677637457847595,1.0364679098129272,0.9891268014907837,1.4649651050567627,0.7680947780609131,0.0,1.5343824625015259,0.5237049460411072,1.2730690240859985,0.8776423931121826,0.9104817509651184,1.09346604347229,0.9384805560112,0.0,0.7636973261833191,0.0,1.095689296722412,0.5376983284950256,0.10807288438081741,0.8372263312339783,0.8800598978996277,1.4022438526153564,1.194185733795166,0.5564918518066406,0.11387114971876144,0.8133255839347839,0.5562968850135803,0.314020037651062,0.3556784689426422,0.7839576005935669,0.810368537902832,0.32515794038772583,1.1490756273269653,0.4921322464942932,0.6492722630500793,0.9064874649047852,0.5735901594161987,0.5060403943061829,1.0490168333053589,0.4705813229084015
N,New_N_004.wav,0.21547529101371765,0.8310218453407288,0.6481223702430725,1.3841878175735474,0.586453914642334,1.1041414737701416,0.9519307613372803,0.37856313586235046,0.6167066693305969,0.4167703688144684,0.44821709394454956,0.0,1.3053374290466309,0.7049838900566101,1.2109593152999878,0.3132841885089874,1.0178676843643188,1.18707275390625,1.1571238040924072,0.2882380485534668,0.529029369354248,0.35219311714172363,0.40192434191703796,0.5015899538993835,0.5938365459442139,0.9831395745277405,0.8977591395378113,1.4861245155334473,0.6816378831863403,0.0,1.5457375049591064,0.5046717524528503,1.196056604385376,0.7926674485206604,0.8541321158409119,1.0053855180740356,0.9516968131065369,0.0,0.7135173678398132,0.0,1.0231432914733887,0.5180761814117432,0.10718422383069992,0.7796011567115784,0.7913699746131897,1.3039522171020508,1.1943668127059937,0.5278417468070984,0.12677478790283203,0.7509385943412781,0.5210466980934143,0.32029637694358826,0.3324032127857208,0.7437059879302979,0.7998678088188171,0.329823762178421,1.0862243175506592,0.468999445438385,0.6454386115074158,0.8408829569816589,0.5506597757339478,0.49096551537513733,1.111102819442749,0.47567933797836304
N,New_N_005.wav,0.22470608353614807,0.8888958692550659,0.67378169298172,1.2870852947235107,0.575494647026062,1.2186694145202637,0.9985347390174866,0.385842502117157,0.6316013336181641,0.43336021900177,0.46333712339401245,0.0,1.3003368377685547,0.7830892205238342,1.1929492950439453,0.31007885932922363,0.9879437685012817,1.1916407346725464,1.1396385431289673,0.30608025193214417,0.5570645332336426,0.42201924324035645,0.37620478868484497,0.5134518146514893,0.5740644335746765,1.0321292877197266,1.020608901977539,1.4736239910125732,0.7937342524528503,0.0,1.5451632738113403,0.5410712957382202,1.3006539344787598,0.9086814522743225,0.9319726824760437,1.1262954473495483,0.9511624574661255,0.0,0.7567772269248962,0.0,1.1226928234100342,0.5500017404556274,0.10751388221979141,0.832522451877594,0.9110775589942932,1.4227979183197021,1.205754280090332,0.5554254651069641,0.11297255009412766,0.8066463470458984,0.5547471642494202,0.3174097537994385,0.3555733561515808,0.7841054201126099,0.8152251243591309,0.3280656039714813,1.1569722890853882,0.49208933115005493,0.6570013165473938,0.9000346660614014,0.5992668271064758,0.5039953589439392,1.0410791635513306,0.4723752439022064
N,New_N_006.wav,0.23514212667942047,0.9322612285614014,0.6899862885475159,1.3267602920532227,0.5784961581230164,1.2432364225387573,1.0082082748413086,0.3889947533607483,0.6576647162437439,0.4494321644306183,0.4731988310813904,0.0,1.3140217065811157,0.8291919827461243,1.2075716257095337,0.34031808376312256,1.031576156616211,1.2240700721740723,1.1555684804916382,0.3020895719528198,0.5680840611457825,0.41293495893478394,0.40250667929649353,0.5418397188186646,0.5797431468963623,1.0345730781555176,1.0661110877990723,1.4817217588424683,0.8109003901481628,0.0,1.5616761445999146,0.5787032246589661,1.344879150390625,0.951326310634613,0.9608805775642395,1.1783586740493774,0.9636260271072388,0.0,0.7729189991950989,0.0,1.1721128225326538,0.5665032863616943,0.11089485138654709,0.8459324836730957,0.9525197148323059,1.4406908750534058,1.2422313690185547,0.5475826859474182,0.11592178046703339,0.8276361227035522,0.5604494214057922,0.31436842679977417,0.37792637944221497,0.8085249662399292,0.8372039198875427,0.32912853360176086,1.1630089282989502,0.5059678554534912,0.6730133891105652,0.9284554123878479,0.6629443168640137,0.5269789695739746,1.051241397857666,0.4944410026073456
N,New_N_007.wav,0.21899059414863586,0.8215382695198059,0.6618837118148804,1.3585968017578125,0.5826489925384521,1.0877388715744019,0.9632429480552673,0.3767717778682709,0.62027907371521,0.43182432651519775,0.45648109912872314,0.0,1.2995139360427856,0.6991927623748779,1.2062098979949951,0.3092575669288635,1.034619927406311,1.1780619621276855,1.1497713327407837,0.29631924629211426,0.5482950210571289,0.3436020016670227,0.4008674919605255,0.5183528661727905,0.5874738693237305,0.9990572929382324,0.8801949620246887,1.4782733917236328,0.6644838452339172,0.0,1.541789174079895,0.4962562322616577,1.1786630153656006,0.781861424446106,0.8419198989868164,0.989688515663147,0.9461106061935425,0.0,0.7334768176078796,0.0,1.0109103918075562,0.5294579267501831,0.11026102304458618,0.7958073019981384,0.772416353225708,1.2821650505065918,1.1999379396438599,0.5399993062019348,0.12498342990875244,0.7653055787086487,0.5350240468978882,0.3203713595867157,0.33933648467063904,0.7623627185821533,0.7980431914329529,0.3287457227706909,1.0688248872756958,0.48547667264938354,0.641379714012146,0.8594534397125244,0.5460008382797241,0.5056917667388916,1.0953928232192993,0.47601044178009033
N,New_N_008.wav,0.22241467237472534,0.8162398338317871,0.6867570877075195,1.3383569717407227,0.5792282223701477,1.1314826011657715,0.9927744269371033,0.38378530740737915,0.6429930329322815,0.4340069591999054,0.4663962423801422,0.0,1.3088467121124268,0.711868166923523,1.2147395610809326,0.3064107596874237,1.0173338651657104,1.202291488647461,1.1604013442993164,0.30477744340896606,0.5742005109786987,0.3973015546798706,0.3685729205608368,0.530177652835846,0.5874449610710144,1.0282061100006104,0.9197847247123718,1.4798147678375244,0.7199870944023132,0.0,1.5569711923599243,0.4896555244922638,1.2085226774215698,0.8130878806114197,0.8647764921188354,1.0201722383499146,0.9549182653427124,0.0,0.7527499794960022,0.0,1.0299090147018433,0.5384196639060974,0.11195058375597,0.8244535326957703,0.8099122047424316,1.3435564041137695,1.2195875644683838,0.5525828003883362,0.10874180495738983,0.7997925281524658,0.5534037947654724,0.3166130781173706,0.3478650450706482,0.7895982265472412,0.8160769939422607,0.326953262090683,1.1162506341934204,0.5067136883735657,0.6387917399406433,0.8912407159805298,0.5387406349182129,0.5157855749130249,1.0842199325561523,0.4646465480327606
N,New_N_009.wav,0.21425601840019226,0.8204683065414429,0.6676299571990967,1.403214931488037,0.5847125053405762,1.0867249965667725,0.9289640188217163,0.3830190896987915,0.594393253326416,0.43027880787849426,0.4639817774295807,0.0,1.3107292652130127,0.6947577595710754,1.23895263671875,0.31614434719085693,1.0489726066589355,1.2190887928009033,1.1754779815673828,0.2748990058898926,0.5450425744056702,0.34583011269569397,0.41320204734802246,0.5137551426887512,0.5945906043052673,0.9594905972480774,0.8813259601593018,1.4886497259140015,0.6702136397361755,0.0,1.553749918937683,0.49793416261672974,1.1807392835617065,0.7753118276596069,0.8388915657997131,0.9887987375259399,0.9752004146575928,0.0,0.6939644813537598,0.0,1.00895094871521,0.5405018925666809,0.11363730579614639,0.7536268830299377,0.7753132581710815,1.2887043952941895,1.2211114168167114,0.5117493867874146,0.1157488152384758,0.7223825454711914,0.4996492862701416,0.3189849555492401,0.3298485577106476,0.7654186487197876,0.8248181343078613,0.33036008477211,1.06935453414917,0.48373502492904663,0.6431681513786316,0.8161419630050659,0.5427420735359192,0.4921165704727173,1.1232367753982544,0.4713588058948517
N,New_N_010.wav,0.21712704002857208,0.8163852691650391,0.6768297553062439,1.3595130443572998,0.5827082395553589,1.095327615737915,0.9832785129547119,0.38222694396972656,0.6486819982528687,0.42514321208000183,0.47064733505249023,0.0,1.3079967498779297,0.6970199942588806,1.192392349243164,0.30104678869247437,1.0155328512191772,1.1813504695892334,1.1402568817138672,0.30306336283683777,0.5587067008018494,0.3737049698829651,0.3859427273273468,0.5344403386116028,0.5806770324707031,1.020751953125,0.8850467205047607,1.483496904373169,0.6979602575302124,0.0,1.5474841594696045,0.48784875869750977,1.177527904510498,0.7816809415817261,0.8427570462226868,0.9903650283813477,0.9459418654441833,0.0,0.7477927207946777,0.0,1.005867838859558,0.5384523868560791,0.109016552567482,0.8164507150650024,0.7750354409217834,1.2943044900894165,1.1934399604797363,0.5473111867904663,0.12152829021215439,0.7934660911560059,0.5486598014831543,0.3193601965904236,0.3563343286514282,0.7874597311019897,0.8038811683654785,0.3287542462348938,1.089555025100708,0.49408990144729614,0.637710452079773,0.8901809453964233,0.5385326147079468,0.5128383040428162,1.0926989316940308,0.4648638963699341
