distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
20-15-10-5,4,KNN,DeepONMF_H4,1,159,33,7,1,0.96,0.99375,0.825,0.9578313253012049,0.909375
20-15-10-5,4,KNN,DeepONMF_H4,2,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
20-15-10-5,4,KNN,DeepONMF_H4,3,156,27,13,4,0.915,0.975,0.675,0.9230769230769231,0.825
20-15-10-5,4,KNN,DeepONMF_H4,4,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
20-15-10-5,4,KNN,DeepONMF_H4,5,159,31,9,1,0.95,0.99375,0.775,0.9464285714285714,0.884375
20-15-10-5,4,KNN,DeepONMF_W,1,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
20-15-10-5,4,KNN,DeepONMF_W,2,142,36,4,18,0.89,0.8875,0.9,0.9726027397260274,0.89375
20-15-10-5,4,KNN,DeepONMF_W,3,146,34,6,14,0.9,0.9125,0.85,0.9605263157894737,0.88125
20-15-10-5,4,KNN,DeepONMF_W,4,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
20-15-10-5,4,KNN,DeepONMF_W,5,147,34,6,13,0.905,0.91875,0.85,0.9607843137254902,0.8843749999999999
20-15-10-5,4,SVM,DeepONMF_H4,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
20-15-10-5,4,SVM,DeepONMF_H4,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
20-15-10-5,4,SVM,DeepONMF_H4,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
20-15-10-5,4,SVM,DeepONMF_H4,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
20-15-10-5,4,SVM,DeepONMF_H4,5,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
20-15-10-5,4,SVM,DeepONMF_W,1,146,39,1,14,0.925,0.9125,0.975,0.9931972789115646,0.94375
20-15-10-5,4,SVM,DeepONMF_W,2,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
20-15-10-5,4,SVM,DeepONMF_W,3,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
20-15-10-5,4,SVM,DeepONMF_W,4,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
20-15-10-5,4,SVM,DeepONMF_W,5,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
20-15-10-5,4,UjaNet,DeepONMF_H4,1,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
20-15-10-5,4,UjaNet,DeepONMF_H4,2,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
20-15-10-5,4,UjaNet,DeepONMF_H4,3,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
20-15-10-5,4,UjaNet,DeepONMF_H4,4,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
20-15-10-5,4,UjaNet,DeepONMF_H4,5,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
20-15-10-5,4,UjaNet,DeepONMF_W,1,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
20-15-10-5,4,UjaNet,DeepONMF_W,2,150,38,2,10,0.94,0.9375,0.95,0.9868421052631579,0.94375
20-15-10-5,4,UjaNet,DeepONMF_W,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
20-15-10-5,4,UjaNet,DeepONMF_W,4,155,39,1,5,0.97,0.96875,0.975,0.9935897435897436,0.971875
20-15-10-5,4,UjaNet,DeepONMF_W,5,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
