indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,original,N,New_N_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.1635218000379914,2x212,0.014937300002202392,32,0.10258933656802513,0.29610879202889856,0.012585200020112097,2,0.08070629971892589,0.3034913382977638,0.0013499000342562795
1,original,N,New_N_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.16146986544629366,2x212,0.014479200006462634,32,0.10334993225377867,0.2854133050102583,0.012540600029751658,2,0.07643600286419179,0.31462386150492955,0.0011372999288141727
2,original,AS,New_AS_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.2962932380785021,2x212,0.01347489992622286,32,0.1905722720942768,0.26371580164359487,0.010992499999701977,2,0.1883115883506979,0.35521474985894075,0.0015617000171914697
3,original,AS,New_AS_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.28065460764822725,2x212,0.014096300001256168,32,0.18347710557832633,0.2655892231081265,0.012366499984636903,2,0.17130943390804768,0.3328826968467231,0.0009135999716818333
4,original,MR,New_MR_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.2517291935977892,2x212,0.012994199991226196,32,0.16118207266629422,0.2627247158750008,0.011473699938505888,2,0.14934603310564842,0.376929635566422,0.0008182999445125461
5,original,MR,New_MR_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.28150825909709426,2x212,0.014849100029096007,32,0.19148355557894944,0.24553277360617903,0.013359199976548553,2,0.17047239044059867,0.35779165811429026,0.0008149000350385904
6,original,MS,New_MS_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.21895671802740171,2x212,0.014735599979758263,32,0.13987053962709325,0.24557848618020975,0.012571200029924512,2,0.12726752932511173,0.32400971050411465,0.0013023000210523605
7,original,MS,New_MS_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.21318550762718724,2x212,0.013041400001384318,32,0.13263263296377564,0.25708741649065664,0.01147949998266995,2,0.12094048317432214,0.3940274984949391,0.0008256000000983477
8,original,MVP,New_MVP_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.33382892890060023,2x212,0.012031099991872907,32,0.13556674593214796,0.2639718714800942,0.009377900045365095,2,0.29131792926471933,0.010794938560544622,0.001433999976143241
9,original,MVP,New_MVP_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.3766064160264824,2x212,0.012983500026166439,32,0.15570662394209717,0.24813611326769044,0.011342199984937906,2,0.33782335956203446,0.01486716441297206,0.0008234999841079116
