distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
18-14-9-5,4,KNN,DeepONMF_H4,1,157,29,11,3,0.93,0.98125,0.725,0.9345238095238095,0.8531249999999999
18-14-9-5,4,KNN,DeepONMF_H4,2,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
18-14-9-5,4,KNN,DeepONMF_H4,3,154,32,8,6,0.93,0.9625,0.8,0.9506172839506173,0.8812500000000001
18-14-9-5,4,KNN,DeepONMF_H4,4,156,33,7,4,0.945,0.975,0.825,0.9570552147239264,0.8999999999999999
18-14-9-5,4,KNN,DeepONMF_H4,5,159,30,10,1,0.945,0.99375,0.75,0.9408284023668639,0.871875
18-14-9-5,4,KNN,DeepONMF_W,1,152,37,3,8,0.945,0.95,0.925,0.9806451612903225,0.9375
18-14-9-5,4,KNN,DeepONMF_W,2,148,34,6,12,0.91,0.925,0.85,0.961038961038961,0.8875
18-14-9-5,4,KNN,DeepONMF_W,3,145,35,5,15,0.9,0.90625,0.875,0.9666666666666667,0.890625
18-14-9-5,4,KNN,DeepONMF_W,4,148,35,5,12,0.915,0.925,0.875,0.9673202614379085,0.9
18-14-9-5,4,KNN,DeepONMF_W,5,143,35,5,17,0.89,0.89375,0.875,0.9662162162162162,0.884375
18-14-9-5,4,SVM,DeepONMF_H4,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
18-14-9-5,4,SVM,DeepONMF_H4,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
18-14-9-5,4,SVM,DeepONMF_H4,3,152,37,3,8,0.945,0.95,0.925,0.9806451612903225,0.9375
18-14-9-5,4,SVM,DeepONMF_H4,4,153,35,5,7,0.94,0.95625,0.875,0.9683544303797469,0.915625
18-14-9-5,4,SVM,DeepONMF_H4,5,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
18-14-9-5,4,SVM,DeepONMF_W,1,148,39,1,12,0.935,0.925,0.975,0.9932885906040269,0.95
18-14-9-5,4,SVM,DeepONMF_W,2,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
18-14-9-5,4,SVM,DeepONMF_W,3,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
18-14-9-5,4,SVM,DeepONMF_W,4,149,38,2,11,0.935,0.93125,0.95,0.9867549668874173,0.940625
18-14-9-5,4,SVM,DeepONMF_W,5,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
18-14-9-5,4,UjaNet,DeepONMF_H4,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
18-14-9-5,4,UjaNet,DeepONMF_H4,2,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
18-14-9-5,4,UjaNet,DeepONMF_H4,3,157,40,0,3,0.985,0.98125,1.0,1.0,0.990625
18-14-9-5,4,UjaNet,DeepONMF_H4,4,157,34,6,3,0.955,0.98125,0.85,0.9631901840490797,0.9156249999999999
18-14-9-5,4,UjaNet,DeepONMF_H4,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
18-14-9-5,4,UjaNet,DeepONMF_W,1,155,39,1,5,0.97,0.96875,0.975,0.9935897435897436,0.971875
18-14-9-5,4,UjaNet,DeepONMF_W,2,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
18-14-9-5,4,UjaNet,DeepONMF_W,3,152,34,6,8,0.93,0.95,0.85,0.9620253164556962,0.8999999999999999
18-14-9-5,4,UjaNet,DeepONMF_W,4,154,39,1,6,0.965,0.9625,0.975,0.9935483870967742,0.96875
18-14-9-5,4,UjaNet,DeepONMF_W,5,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
