indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,original,N,New_N_001.wav,12,DeepONMF_H1,1,nndsvd,0.08079028847693093,12x212,0.036277899984270334,12,0.08079028847693094,0.24498351605541485,0.03497469995636493
1,original,N,New_N_002.wav,12,DeepONMF_H1,1,nndsvd,0.07444022387871983,12x212,0.027828200021758676,12,0.07444022387871983,0.2560252267178093,0.026723099988885224
2,original,N,New_N_003.wav,12,DeepONMF_H1,1,nndsvd,0.07978176264451438,12x212,0.032733900006860495,12,0.07978176264451435,0.23303185141143892,0.03166980005335063
3,original,N,New_N_004.wav,12,DeepONMF_H1,1,nndsvd,0.07971105611177394,12x212,0.027325899922288954,12,0.07971105611177393,0.2810781515804833,0.026102700037881732
4,original,N,New_N_005.wav,12,DeepONMF_H1,1,nndsvd,0.0766359302812822,12x212,0.03490229998715222,12,0.07663593028128216,0.270548091078467,0.03370640007779002
5,original,N,New_N_006.wav,12,DeepONMF_H1,1,nndsvd,0.08128841817811339,12x212,0.02873720007482916,12,0.08128841817811337,0.2727576968774519,0.027537600020878017
6,original,N,New_N_007.wav,12,DeepONMF_H1,1,nndsvd,0.0753088362711464,12x212,0.036297300015576184,12,0.0753088362711464,0.24417783910211574,0.03521360002923757
7,original,N,New_N_008.wav,12,DeepONMF_H1,1,nndsvd,0.0754566976675457,12x212,0.03649220010265708,12,0.07545669766754569,0.23503107309103535,0.035422899993136525
8,original,N,New_N_009.wav,12,DeepONMF_H1,1,nndsvd,0.07856920391903828,12x212,0.03386099997442216,12,0.07856920391903828,0.24045360664893653,0.032942900084890425
9,original,N,New_N_010.wav,12,DeepONMF_H1,1,nndsvd,0.08678352134223102,12x212,0.029828700004145503,12,0.08678352134223101,0.24872216591225124,0.02881239994894713
10,original,N,New_N_011.wav,12,DeepONMF_H1,1,nndsvd,0.07572702817446088,12x212,0.032476200023666024,12,0.07572702817446085,0.2756101719294907,0.030936500057578087
11,original,N,New_N_012.wav,12,DeepONMF_H1,1,nndsvd,0.07586915340319011,12x212,0.029188500018790364,12,0.07586915340319014,0.28722909777036154,0.02788219996728003
12,original,N,New_N_013.wav,12,DeepONMF_H1,1,nndsvd,0.08196351800362461,12x212,0.031290599959902465,12,0.08196351800362464,0.24315854141945134,0.030200299923308194
13,original,N,New_N_014.wav,12,DeepONMF_H1,1,nndsvd,0.07795519974511317,12x212,0.029174800030887127,12,0.07795519974511315,0.28682546699683925,0.028010700014419854
14,original,N,New_N_015.wav,12,DeepONMF_H1,1,nndsvd,0.0856077090313303,12x212,0.026465500006452203,12,0.08560770903133033,0.22503096314278462,0.025281699956394732
15,original,N,New_N_016.wav,12,DeepONMF_H1,1,nndsvd,0.07870572122823169,12x212,0.034436300047673285,12,0.07870572122823173,0.26158963674799585,0.033212500042282045
16,original,N,New_N_017.wav,12,DeepONMF_H1,1,nndsvd,0.08019072153472019,12x212,0.026968999998643994,12,0.08019072153472018,0.22491225118683628,0.02593669993802905
17,original,N,New_N_018.wav,12,DeepONMF_H1,1,nndsvd,0.08123144322374501,12x212,0.02760519995354116,12,0.08123144322374501,0.22599535503384655,0.026626099948771298
18,original,N,New_N_019.wav,12,DeepONMF_H1,1,nndsvd,0.08197277317522425,12x212,0.026891899993643165,12,0.08197277317522425,0.23758014714681536,0.025948600028641522
19,original,N,New_N_020.wav,12,DeepONMF_H1,1,nndsvd,0.08187649810622884,12x212,0.02655609999783337,12,0.08187649810622884,0.23042572340247908,0.02552680007647723
20,original,N,New_N_021.wav,12,DeepONMF_H1,1,nndsvd,0.07356126907229038,12x212,0.027941899956203997,12,0.07356126907229038,0.26514825604732983,0.026986400014720857
21,original,N,New_N_022.wav,12,DeepONMF_H1,1,nndsvd,0.07779993704959312,12x212,0.026985100004822016,12,0.0777999370495931,0.22171398346014318,0.02604049991350621
22,original,N,New_N_023.wav,12,DeepONMF_H1,1,nndsvd,0.07587112611310466,12x212,0.0266643000068143,12,0.07587112611310469,0.22289791347298105,0.02573549991939217
23,original,N,New_N_024.wav,12,DeepONMF_H1,1,nndsvd,0.07834730477725478,12x212,0.02667329995892942,12,0.07834730477725478,0.23264991065724563,0.02569699997548014
24,original,N,New_N_025.wav,12,DeepONMF_H1,1,nndsvd,0.09025808754676382,12x212,0.027218300034292042,12,0.09025808754676382,0.23875123563496622,0.026147700031287968
25,original,N,New_N_026.wav,12,DeepONMF_H1,1,nndsvd,0.07985305994938906,12x212,0.026818799902684987,12,0.07985305994938904,0.21962557910740077,0.02571159997023642
26,original,N,New_N_027.wav,12,DeepONMF_H1,1,nndsvd,0.07788696586610631,12x212,0.027610199991613626,12,0.07788696586610631,0.20106739580924532,0.026580199948512018
27,original,N,New_N_028.wav,12,DeepONMF_H1,1,nndsvd,0.0783223670901484,12x212,0.026715900050476193,12,0.07832236709014842,0.2118413818773216,0.025681599974632263
28,original,N,New_N_029.wav,12,DeepONMF_H1,1,nndsvd,0.07778909998541678,12x212,0.026594299939461052,12,0.07778909998541675,0.2237911854502129,0.02555609995033592
29,original,N,New_N_030.wav,12,DeepONMF_H1,1,nndsvd,0.0810349548863418,12x212,0.02722869999706745,12,0.0810349548863418,0.2842939077936169,0.02619180001784116
30,original,N,New_N_031.wav,12,DeepONMF_H1,1,nndsvd,0.08032938518352853,12x212,0.027279800036922097,12,0.08032938518352854,0.2688914403103909,0.02626119996421039
31,original,N,New_N_032.wav,12,DeepONMF_H1,1,nndsvd,0.08186776721924593,12x212,0.02658730000257492,12,0.08186776721924596,0.2708128765118294,0.025512500084005296
32,original,N,New_N_033.wav,12,DeepONMF_H1,1,nndsvd,0.07685718848079112,12x212,0.02663179999217391,12,0.07685718848079112,0.22999814586758158,0.02567460003774613
33,original,N,New_N_034.wav,12,DeepONMF_H1,1,nndsvd,0.08176225233229838,12x212,0.02749999996740371,12,0.08176225233229838,0.25090574822382816,0.026474199956282973
34,original,N,New_N_035.wav,12,DeepONMF_H1,1,nndsvd,0.07709422516528716,12x212,0.026727100019343197,12,0.07709422516528716,0.25252042383611417,0.025741400080733
35,original,N,New_N_036.wav,12,DeepONMF_H1,1,nndsvd,0.08154400170213268,12x212,0.027481300057843328,12,0.08154400170213268,0.26001711385348,0.026466800016351044
36,original,N,New_N_037.wav,12,DeepONMF_H1,1,nndsvd,0.06892107583640616,12x212,0.02734290005173534,12,0.06892107583640614,0.24488813866352244,0.026329999906010926
37,original,N,New_N_038.wav,12,DeepONMF_H1,1,nndsvd,0.07149579674181884,12x212,0.026771500008180737,12,0.07149579674181886,0.22863626465520148,0.02567610004916787
38,original,N,New_N_039.wav,12,DeepONMF_H1,1,nndsvd,0.0690488334734902,12x212,0.028231199947185814,12,0.06904883347349017,0.2160767393065187,0.027233999921008945
39,original,N,New_N_040.wav,12,DeepONMF_H1,1,nndsvd,0.069315657582036,12x212,0.027532699983567,12,0.069315657582036,0.28715521904334906,0.02660820004530251
40,original,N,New_N_041.wav,12,DeepONMF_H1,1,nndsvd,0.06537304365790796,12x212,0.027072800090536475,12,0.06537304365790798,0.25410295523515786,0.026170399971306324
41,original,N,New_N_042.wav,12,DeepONMF_H1,1,nndsvd,0.06609788458283644,12x212,0.026838700054213405,12,0.06609788458283648,0.2838306123551251,0.02586599998176098
42,original,N,New_N_043.wav,12,DeepONMF_H1,1,nndsvd,0.06573955555110435,12x212,0.026948299957439303,12,0.0657395555511043,0.25983805951805805,0.02600939990952611
43,original,N,New_N_044.wav,12,DeepONMF_H1,1,nndsvd,0.06389574304717566,12x212,0.02727339998818934,12,0.06389574304717562,0.29974811253649525,0.02608649991452694
44,original,N,New_N_045.wav,12,DeepONMF_H1,1,nndsvd,0.07205362404164799,12x212,0.02617239998653531,12,0.07205362404164799,0.24675513021767267,0.025160300079733133
45,original,N,New_N_046.wav,12,DeepONMF_H1,1,nndsvd,0.06802268909245868,12x212,0.027157500036992133,12,0.06802268909245872,0.24283219477407156,0.02621989999897778
