clase,archivo,ruta,columnas_espectrograma,duracion_s,SBV_1,SBV_2,SBV_3,SBV_4,SBV_5,SBV_6,SBV_7
N,New_N_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_001.wav,425,2.104625,0.5684127768603108,0.3244877280313692,0.22210917598558752,0.3917690649782798,0.5793327425798425,0.45479409050679276,0.436906936400243
N,New_N_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_002.wav,425,2.1195,0.5881226993019377,0.5061877661218929,0.25376928717537806,0.29396727191264616,0.4971193275837696,0.4773648016834138,0.42861443703699764
N,New_N_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_003.wav,425,2.116625,0.5784997899706426,0.4494072890608762,0.2439171352693112,0.4859446723367004,0.4914588643915841,0.48593398402411286,0.382577657141374
N,New_N_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_004.wav,425,2.087,0.661072424191442,0.5277220427500569,0.22092900994736056,0.4255624296200601,0.5406783022483136,0.3094334867361585,0.40999737059224056
N,New_N_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_005.wav,425,2.120375,0.6928038939834369,0.4663691937483086,0.2826714047180688,0.4913224702301143,0.5130567967553089,0.3170034301571167,0.338294772681892
N,New_N_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_006.wav,425,2.090625,0.5168668697162082,0.5802780216754919,0.26821966804571074,0.46180016359737,0.6165232382372103,0.3511158357162316,0.38782642016870555
N,New_N_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_007.wav,425,2.101875,0.5829024499537027,0.5070771936397687,0.2723364918229253,0.4066106120471662,0.48441047180872904,0.4934470085109091,0.3983405818233917
N,New_N_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_008.wav,425,2.10925,0.7281687378913152,0.40598255329008315,0.24125977020674846,0.4212870426621346,0.545983038084007,0.3342152164717742,0.42173990887774543
N,New_N_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_009.wav,425,2.1005,0.5976233856522712,0.5155203794834888,0.2850210085803843,0.4012766263227739,0.5397647879610463,0.35100681686438273,0.4314095420431863
N,New_N_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_010.wav,425,2.093,0.6133770819162994,0.5493050839362156,0.26104074088563717,0.5279269562127153,0.4164456903463213,0.31988884252202054,0.43874574921769116
