indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,SNR_-5db,N,New_N_001.wav,30-13-6,DeepONMF_H3,3,0.44089236871415716,6x212,0.02858200005721301,30,0.2964338138193302,0.2501983861542591,0.018787700100801885,13,0.4978221524807158,0.18121127945321006,0.005615799920633435,6,0.5169513605565452,0.1734562870204592,0.00306229991838336
1,SNR_-5db,N,New_N_002.wav,30-13-6,DeepONMF_H3,3,0.4320108757318759,6x212,0.026257499936036766,30,0.2952026631073555,0.25470180348792487,0.017454199958592653,13,0.5113296513006396,0.2133515295655146,0.00471300003118813,6,0.49084590619271756,0.184797960329486,0.0031703999266028404
2,SNR_-5db,N,New_N_003.wav,30-13-6,DeepONMF_H3,3,0.43591601644142425,6x212,0.024785500019788742,30,0.29478151825734095,0.25877365442774636,0.01609739998821169,13,0.5017581138337188,0.17912517095452848,0.004936799989081919,6,0.5084868796206394,0.1678353582454298,0.002879599924199283
3,SNR_-5db,N,New_N_004.wav,30-13-6,DeepONMF_H3,3,0.4416087413366325,6x212,0.02654140000231564,30,0.299229432461722,0.2653681841475003,0.017195799970068038,13,0.5071688509369383,0.16474977235571148,0.004706900101155043,6,0.5243466057065038,0.12544538555044113,0.0036084000021219254
4,SNR_-5db,N,New_N_005.wav,30-13-6,DeepONMF_H3,3,0.4379041665410406,6x212,0.027870999998413026,30,0.29475910494039326,0.25608109093216813,0.019263499998487532,13,0.5124111291456629,0.1758071151872062,0.004787600017152727,6,0.5396959141670452,0.17291345286708928,0.002970699919387698
5,SNR_-5db,N,New_N_006.wav,30-13-6,DeepONMF_H3,3,0.43564905735626913,6x212,0.026606200030073524,30,0.2933864079631945,0.26697677262433367,0.017476700013503432,13,0.48393549918542633,0.1969947240734336,0.005271299974992871,6,0.48675943508557273,0.18769646421790492,0.0029334001010283828
6,SNR_-5db,N,New_N_007.wav,30-13-6,DeepONMF_H3,3,0.4385975070069768,6x212,0.02535469993017614,30,0.296747988023155,0.25653880667926643,0.017075799987651408,13,0.5103152710805825,0.179121049723534,0.004441399942152202,6,0.531024805142474,0.15390194893115133,0.0028499000472947955
7,SNR_-5db,N,New_N_008.wav,30-13-6,DeepONMF_H3,3,0.4462850417159038,6x212,0.030488799908198416,30,0.2941833683052363,0.26116102264638336,0.018442300031892955,13,0.4973556904078671,0.20043163996536334,0.006636700010858476,6,0.48616876282924165,0.16108882947328831,0.00404769997112453
8,SNR_-5db,N,New_N_009.wav,30-13-6,DeepONMF_H3,3,0.43724373177312453,6x212,0.027202700031921268,30,0.2972487924314504,0.26041954876568285,0.017969799926504493,13,0.5118140436887312,0.2147746490120822,0.005445300019346178,6,0.5280045666981333,0.1962824221013082,0.002620499930344522
9,SNR_-5db,N,New_N_010.wav,30-13-6,DeepONMF_H3,3,0.4447760439611467,6x212,0.02385540003888309,30,0.2932292313100747,0.26583747302234284,0.01569889998063445,13,0.5061360485223986,0.18273190728177788,0.0042591000674292445,6,0.5261922943257721,0.14918593188413873,0.0029648999916389585
10,SNR_-5db,N,New_N_011.wav,30-13-6,DeepONMF_H3,3,0.43511386204961033,6x212,0.02395900001283735,30,0.3016296365500199,0.2427589211711141,0.015846700058318675,13,0.4948894941027005,0.1928028690580358,0.004513300023972988,6,0.5319023522544372,0.1890782663460236,0.002764499979093671
11,SNR_-5db,N,New_N_012.wav,30-13-6,DeepONMF_H3,3,0.44479403372900256,6x212,0.025587200070731342,30,0.29597677310843623,0.2532656499386211,0.01710369996726513,13,0.5116739833402313,0.18408572272393134,0.004771500010974705,6,0.538568703760351,0.17745084844410963,0.002962699974887073
12,SNR_-5db,N,New_N_013.wav,30-13-6,DeepONMF_H3,3,0.443780859343734,6x212,0.027296600048430264,30,0.3000085019496737,0.25638626346239113,0.018431399948894978,13,0.5028302436393333,0.1998268060750708,0.005049800034612417,6,0.5197130610064536,0.18199876682609392,0.0028661000542342663
13,SNR_-5db,N,New_N_014.wav,30-13-6,DeepONMF_H3,3,0.43058609038058415,6x212,0.0265905000269413,30,0.29775559674997787,0.24877542141010622,0.017982600023970008,13,0.5294930964219073,0.199701216105657,0.0044531000312417746,6,0.5595162474380808,0.18978249011792397,0.003091700025834143
14,SNR_-5db,N,New_N_015.wav,30-13-6,DeepONMF_H3,3,0.4328388495071925,6x212,0.02543599996715784,30,0.29774260538028335,0.26404916688455204,0.017426199978217483,13,0.5020619493374663,0.20129194788676863,0.004426300060003996,6,0.5315635909835982,0.17582673620341088,0.002684700069949031
15,SNR_-5db,N,New_N_016.wav,30-13-6,DeepONMF_H3,3,0.42817012763203743,6x212,0.02622620004694909,30,0.29482145278024374,0.26480057792604383,0.01747089996933937,13,0.4876338799057026,0.20574978433647445,0.004731700057163835,6,0.4788747502034737,0.18200785301877745,0.003153700032271445
16,SNR_-5db,N,New_N_017.wav,30-13-6,DeepONMF_H3,3,0.44320607432738635,6x212,0.0246793000260368,30,0.30122201234697993,0.24983475159098872,0.01668600004632026,13,0.5053026641293222,0.20354661058577064,0.004386199987493455,6,0.4966749125297552,0.14615769311720184,0.0026874999748542905
17,SNR_-5db,N,New_N_018.wav,30-13-6,DeepONMF_H3,3,0.422102319877833,6x212,0.02500350004993379,30,0.29201299802496644,0.27372874298006594,0.01661910000257194,13,0.4653391416528966,0.223260048900818,0.004430199973285198,6,0.4448656639687321,0.20274759398823727,0.0031127999536693096
18,SNR_-5db,N,New_N_019.wav,30-13-6,DeepONMF_H3,3,0.4356323229688013,6x212,0.023209000006318092,30,0.29765098231759746,0.24517035675133628,0.015209699980914593,13,0.5059289685793874,0.18230779603649583,0.0045282000210136175,6,0.5089369381710404,0.1626430609979789,0.0026742999907583
19,SNR_-5db,N,New_N_020.wav,30-13-6,DeepONMF_H3,3,0.44216394659750197,6x212,0.02394860005006194,30,0.29431857272676615,0.2667261419894153,0.015947000007145107,13,0.5058943968926423,0.19052026906336175,0.004305200069211423,6,0.5257267166315721,0.11524418325235873,0.0025875999126583338
20,SNR_-5db,N,New_N_021.wav,30-13-6,DeepONMF_H3,3,0.4502453148593805,6x212,0.02584070002194494,30,0.29442693506328915,0.25856641302175515,0.017721200012601912,13,0.5189812027027811,0.19074232559935597,0.004513399908319116,6,0.5100679366398929,0.18511424719563774,0.002673799986951053
21,SNR_-5db,N,New_N_022.wav,30-13-6,DeepONMF_H3,3,0.43741737389555413,6x212,0.0243056999752298,30,0.298111825945506,0.27101218847385095,0.01636439992580563,13,0.4888906253844244,0.2072630735806475,0.004247499979101121,6,0.5250024627840338,0.20914492662721304,0.0027192000998184085
22,SNR_-5db,N,New_N_023.wav,30-13-6,DeepONMF_H3,3,0.44421187517309046,6x212,0.0285679999506101,30,0.2926039514077201,0.2582494159715549,0.02010840002913028,13,0.5085980226093821,0.1775418383318467,0.004713499918580055,6,0.5025093081787133,0.14521629950516163,0.0028382999589666724
23,SNR_-5db,N,New_N_024.wav,30-13-6,DeepONMF_H3,3,0.4417401922532431,6x212,0.026990999933332205,30,0.2980288731945089,0.25437915344306156,0.017662899917922914,13,0.5241690887193473,0.19076880351035547,0.005211999989114702,6,0.5327515384414687,0.17947965143378466,0.003159999963827431
24,SNR_-5db,N,New_N_025.wav,30-13-6,DeepONMF_H3,3,0.4321171043362652,6x212,0.025526200071908534,30,0.2952540271220581,0.26285133822956935,0.016903999960049987,13,0.48903747855464685,0.19895990310128392,0.004820199916139245,6,0.5049904786310294,0.18373932517764563,0.0029296999564394355
25,SNR_-5db,N,New_N_026.wav,30-13-6,DeepONMF_H3,3,0.4286015254195772,6x212,0.025929199997335672,30,0.29485883573646465,0.2596891265546986,0.016889399965293705,13,0.5079198841795933,0.18974554492919,0.005223900079727173,6,0.5226000793390765,0.1756761553791825,0.0029012999730184674
