indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,SNR_-8db,N,New_N_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4801725464852307,2x212,0.01269709994085133,32,0.3509005429885042,0.27649270500661927,0.010461100027896464,8,0.23770376945730198,0.22871024826597047,0.001054299995303154,2,0.16613759535793796,0.40318067114270495,0.0003776000812649727
1,SNR_-8db,N,New_N_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.47735811008232093,2x212,0.013816299964673817,32,0.3494051137666269,0.276324643366826,0.011389899998903275,8,0.23668459440975367,0.21715972898442537,0.0011372999288141727,2,0.1730165629111142,0.4048802820623878,0.0004093999741598964
2,SNR_-8db,AS,New_AS_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4891420650314979,2x212,0.013911199988797307,32,0.3572194187717174,0.2818699132703076,0.011550899944268167,8,0.23943083138644564,0.24750942593261474,0.0011448999866843224,2,0.20722209372148587,0.45152809207487,0.000403700047172606
3,SNR_-8db,AS,New_AS_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.487220443192656,2x212,0.014446199988014996,32,0.3504322027952191,0.27396896860403336,0.011680099996738136,8,0.24155012813770338,0.23250653094447382,0.0013583999825641513,2,0.22232532785557454,0.4733567799032432,0.0005360000068321824
4,SNR_-8db,MR,New_MR_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4848301889878385,2x212,0.015373999951407313,32,0.3558677703124107,0.27014729084708644,0.012226399965584278,8,0.24036112588935232,0.22167764010550756,0.0016409000381827354,2,0.1814389212822162,0.3757820332193268,0.0005168999778106809
5,SNR_-8db,MR,New_MR_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.48585144709625067,2x212,0.014628299977630377,32,0.35722666715947154,0.27493681962428757,0.011814999976195395,8,0.23897603188268426,0.24035039853018586,0.001229400048032403,2,0.1868495300758879,0.3858719853260548,0.0006387000903487206
6,SNR_-8db,MS,New_MS_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.48554715607068194,2x212,0.013156000059098005,32,0.3555508258649866,0.275436748559336,0.010763099999167025,8,0.24324669508534252,0.23033550721419224,0.001103100017644465,2,0.17967907698486518,0.4072620613240958,0.0004051000578328967
7,SNR_-8db,MS,New_MS_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4853164795345514,2x212,0.013525099959224463,32,0.35616432047851515,0.27736957992195105,0.011343899997882545,8,0.2386384451173046,0.22259598955863474,0.0010233999928459525,2,0.1790691882342931,0.39895322921139387,0.00036639999598264694
8,SNR_-8db,MVP,New_MVP_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.49242925494761713,2x212,0.013336799922399223,32,0.3516042937377568,0.2651662670627735,0.011176800006069243,8,0.23612777838688903,0.1943210469751568,0.001059299916960299,2,0.2628838804223223,0.29254391436146365,0.0003720000386238098
9,SNR_-8db,MVP,New_MVP_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4084082873749138,2x212,0.012491100002080202,32,0.2655032824781021,0.2651713191429397,0.01014180004131049,8,0.15439176525019813,0.18542122742145242,0.0012266000267118216,2,0.23866283838432295,0.31423513324314617,0.0003966999938711524
