indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,original,N,New_N_001.wav,8,DeepONMF_H1,1,nndsvd,0.10315596909468297,8x212,0.01742829999420792,8,0.10315596909468294,0.32545111079749944,0.015856700018048286
1,original,N,New_N_002.wav,8,DeepONMF_H1,1,nndsvd,0.10407389040448665,8x212,0.009881200036033988,8,0.10407389040448663,0.3243937114980053,0.008811499923467636
2,original,AS,New_AS_001.wav,8,DeepONMF_H1,1,nndsvd,0.1921661121247529,8x212,0.009620800032280385,8,0.1921661121247529,0.2988089362639118,0.00835350004490465
3,original,AS,New_AS_002.wav,8,DeepONMF_H1,1,nndsvd,0.18576626608281752,8x212,0.010300500085577369,8,0.18576626608281752,0.2837508182168413,0.009575000032782555
4,original,MR,New_MR_001.wav,8,DeepONMF_H1,1,nndsvd,0.1637211534043313,8x212,0.01061580004170537,8,0.1637211534043313,0.31805781561658286,0.008940799976699054
5,original,MR,New_MR_002.wav,8,DeepONMF_H1,1,nndsvd,0.19301590472250632,8x212,0.009607700048945844,8,0.19301590472250632,0.2889322757100568,0.008836799999698997
6,original,MS,New_MS_001.wav,8,DeepONMF_H1,1,nndsvd,0.14107484510287177,8x212,0.009852699935436249,8,0.14107484510287177,0.33092182000871057,0.00914719991851598
7,original,MS,New_MS_002.wav,8,DeepONMF_H1,1,nndsvd,0.13375021808240742,8x212,0.0093813999556005,8,0.13375021808240736,0.329408026770101,0.008624900016002357
8,original,MVP,New_MVP_001.wav,8,DeepONMF_H1,1,nndsvd,0.13617873975390118,8x212,0.009625499951653183,8,0.13617873975390118,0.24993923021067357,0.009011800051666796
9,original,MVP,New_MVP_002.wav,8,DeepONMF_H1,1,nndsvd,0.15672897869285066,8x212,0.008043900015763938,8,0.15672897869285066,0.2428849904454693,0.007576700067147613
