clase,archivo,tsne_1,tsne_2
N,New_N_001.wav,-23.517702,-17.909492
N,New_N_002.wav,-16.727068,-14.825078
N,New_N_003.wav,-14.793286,-11.448463
N,New_N_004.wav,-16.54483,-15.791983
N,New_N_005.wav,-16.15189,-12.75464
N,New_N_006.wav,-15.64525,-21.04327
N,New_N_007.wav,-20.121817,-16.807455
N,New_N_008.wav,-18.956062,-19.21491
N,New_N_009.wav,-18.495846,5.8657823
N,New_N_010.wav,-20.38351,-8.182187
N,New_N_011.wav,-14.03877,-20.845615
N,New_N_012.wav,-17.02488,-7.629515
N,New_N_013.wav,-17.448109,-18.878855
N,New_N_014.wav,-14.204601,-12.637371
N,New_N_015.wav,-17.076574,-16.328766
N,New_N_016.wav,-18.575623,6.009207
N,New_N_017.wav,-20.355413,-19.649494
N,New_N_018.wav,-13.141255,-16.042395
N,New_N_019.wav,-14.18262,-19.37245
N,New_N_020.wav,-16.901556,-13.617795
N,New_N_021.wav,-13.848166,-15.653972
N,New_N_022.wav,-12.609042,-17.999203
N,New_N_023.wav,-14.9308195,-13.410989
N,New_N_024.wav,-20.536755,-14.892521
N,New_N_025.wav,-27.098722,-7.096302
N,New_N_026.wav,-14.900333,-10.99112
N,New_N_027.wav,-15.487347,-19.768242
N,New_N_028.wav,-18.150032,-15.165021
N,New_N_029.wav,-25.932446,-0.69863504
N,New_N_030.wav,-16.780529,-18.084185
N,New_N_031.wav,-5.5104337,9.887731
N,New_N_032.wav,-20.691042,-17.68855
N,New_N_033.wav,-13.162891,-20.994612
N,New_N_034.wav,-14.682508,-14.028098
N,New_N_035.wav,-16.074818,-20.55889
N,New_N_036.wav,-10.525668,6.6142855
N,New_N_037.wav,1.0867804,-3.986311
N,New_N_038.wav,3.0798135,-14.421715
N,New_N_039.wav,14.708486,10.092637
N,New_N_040.wav,3.8992841,-13.785914
N,New_N_041.wav,-26.109186,-3.247843
N,New_N_042.wav,-30.442137,-2.6024811
N,New_N_043.wav,-31.458073,-3.478212
N,New_N_044.wav,-23.475002,-8.781408
N,New_N_045.wav,-24.762266,-0.5422063
N,New_N_046.wav,-26.570646,-13.451407
N,New_N_047.wav,-25.334272,-9.194062
N,New_N_048.wav,-23.09937,-3.0789704
N,New_N_049.wav,-23.258661,-6.950109
N,New_N_050.wav,-23.881842,-1.0334255
N,New_N_051.wav,-31.052368,8.841477
N,New_N_052.wav,-25.282877,1.5317963
N,New_N_053.wav,-24.10099,-4.845279
N,New_N_054.wav,-20.107347,-5.9202547
N,New_N_055.wav,-28.57728,-4.9189754
N,New_N_056.wav,-23.91248,-3.2981048
N,New_N_057.wav,-29.452858,-4.851324
N,New_N_058.wav,-25.201986,0.66206443
N,New_N_059.wav,-28.641634,-10.430832
N,New_N_060.wav,-27.525635,-6.5514007
N,New_N_061.wav,-30.220047,-5.377522
N,New_N_062.wav,-27.20124,-1.4480225
N,New_N_063.wav,-22.959192,-4.315946
N,New_N_064.wav,-22.801502,-2.6759467
N,New_N_065.wav,-33.67306,-0.35704345
N,New_N_066.wav,-26.347782,-9.655355
N,New_N_067.wav,-17.220812,-2.0388498
N,New_N_068.wav,-20.711609,-1.6818583
N,New_N_069.wav,-36.14085,-4.201745
N,New_N_070.wav,-33.02152,-1.9142277
N,New_N_071.wav,-39.331444,-5.056591
N,New_N_072.wav,-37.43408,-4.6039357
N,New_N_073.wav,-29.176828,-9.055915
N,New_N_074.wav,-39.30698,-7.718829
N,New_N_075.wav,-29.405527,-8.2265
N,New_N_076.wav,-39.078953,-4.422361
N,New_N_077.wav,-22.438446,-5.653188
N,New_N_078.wav,-39.79569,-7.936145
N,New_N_079.wav,-22.919468,1.1250128
N,New_N_080.wav,-39.43058,-6.6920714
N,New_N_081.wav,-35.99338,-5.6304584
N,New_N_082.wav,-29.885979,-5.68408
N,New_N_083.wav,-40.158974,-5.2691607
N,New_N_084.wav,-34.04843,-6.8794436
N,New_N_085.wav,-39.247746,-5.4537034
N,New_N_086.wav,-34.8523,-7.985876
N,New_N_087.wav,-21.45274,0.53852624
N,New_N_088.wav,-29.2508,-11.806344
N,New_N_089.wav,-37.804943,-6.179415
N,New_N_090.wav,-32.448368,-7.646615
N,New_N_091.wav,-28.469522,-12.4509735
N,New_N_092.wav,-36.616447,-5.3244843
N,New_N_093.wav,-35.110752,-3.1116836
N,New_N_094.wav,-34.7153,-5.675294
N,New_N_095.wav,-39.010357,-6.6632833
N,New_N_096.wav,-37.923683,-5.4197373
N,New_N_097.wav,-36.704887,-2.876495
N,New_N_098.wav,-40.502697,-5.0335627
N,New_N_099.wav,-25.196655,-9.768773
N,New_N_100.wav,-29.337925,-11.022437
N,New_N_101.wav,-25.064585,-1.923595
N,New_N_102.wav,-24.512035,-2.7647064
N,New_N_103.wav,-25.047583,-7.6318583
N,New_N_104.wav,-27.423763,-0.2856505
N,New_N_105.wav,-29.093645,-4.2863946
N,New_N_106.wav,-23.911516,-2.7924588
N,New_N_107.wav,-27.136684,-6.0363827
N,New_N_108.wav,-27.80934,-2.8497565
N,New_N_109.wav,-25.468782,-5.822596
N,New_N_110.wav,-26.527714,-1.5900408
N,New_N_111.wav,-26.790367,-10.528403
N,New_N_112.wav,-29.10606,-4.663295
N,New_N_113.wav,-20.520306,-1.0545723
N,New_N_114.wav,-22.783276,-0.30715808
N,New_N_115.wav,-29.4834,-6.433219
N,New_N_116.wav,-22.650826,-0.90053093
N,New_N_117.wav,-23.071636,-5.2505903
N,New_N_118.wav,-27.917034,-4.218839
N,New_N_119.wav,-25.730371,-4.724938
N,New_N_120.wav,-27.648214,1.5162421
N,New_N_121.wav,-25.581434,-9.529976
N,New_N_122.wav,-25.890821,-3.7909749
N,New_N_123.wav,-30.824722,-2.9571183
N,New_N_124.wav,-27.122406,-9.779105
N,New_N_125.wav,-25.118162,0.6821734
N,New_N_126.wav,-21.619915,-3.8076653
N,New_N_127.wav,-43.38486,-4.8314133
N,New_N_128.wav,-38.53089,-7.5786467
N,New_N_129.wav,-35.859722,-2.0045562
N,New_N_130.wav,-36.14966,-6.3250365
