clase,archivo,tsne_1,tsne_2
N,New_N_001.wav,14.247563,25.704601
N,New_N_002.wav,17.960224,25.240484
N,New_N_003.wav,17.45104,21.82804
N,New_N_004.wav,16.67319,24.241728
N,New_N_005.wav,16.863518,21.956614
N,New_N_006.wav,14.152575,26.839476
N,New_N_007.wav,18.3867,21.514242
N,New_N_008.wav,15.636711,21.965769
N,New_N_009.wav,14.853265,26.596598
N,New_N_010.wav,17.016474,20.527582
N,New_N_011.wav,13.369415,26.802317
N,New_N_012.wav,16.172495,25.516888
N,New_N_013.wav,12.610155,25.839333
N,New_N_014.wav,15.2556715,26.912874
N,New_N_015.wav,14.720968,27.939426
N,New_N_016.wav,15.1183815,26.099098
N,New_N_017.wav,19.16428,23.093992
N,New_N_018.wav,15.010869,26.863754
N,New_N_019.wav,17.527473,25.145433
N,New_N_020.wav,14.540719,23.24722
N,New_N_021.wav,17.641256,24.085058
N,New_N_022.wav,13.10772,27.323324
N,New_N_023.wav,13.238283,26.563557
N,New_N_024.wav,15.821572,27.326818
N,New_N_025.wav,14.225041,24.46436
N,New_N_026.wav,18.187622,22.668938
N,New_N_027.wav,16.860851,22.449707
N,New_N_028.wav,13.197111,27.655897
N,New_N_029.wav,15.98136,26.793756
N,New_N_030.wav,13.402505,25.350761
N,New_N_031.wav,17.37343,22.80636
N,New_N_032.wav,14.825641,24.83398
N,New_N_033.wav,12.940905,26.672813
N,New_N_034.wav,14.66726,25.04884
N,New_N_035.wav,15.678878,21.982239
N,New_N_036.wav,15.141945,20.890089
N,New_N_037.wav,23.974384,-16.893448
N,New_N_038.wav,23.975382,-16.893747
N,New_N_039.wav,23.973833,-16.893505
N,New_N_040.wav,23.972816,-16.893223
N,New_N_041.wav,1.2648865,35.3453
N,New_N_042.wav,2.9467747,39.297512
N,New_N_043.wav,1.433877,35.71347
N,New_N_044.wav,-0.5083729,34.572197
N,New_N_045.wav,-0.6383827,34.327324
N,New_N_046.wav,1.6449,38.414955
N,New_N_047.wav,0.92308235,35.467827
N,New_N_048.wav,2.8884277,37.07674
N,New_N_049.wav,0.038729526,34.18012
N,New_N_050.wav,1.9140773,38.07509
N,New_N_051.wav,-0.04855701,34.452545
N,New_N_052.wav,1.9903077,36.714966
N,New_N_053.wav,2.9834595,39.17373
N,New_N_054.wav,-0.65501845,35.00321
N,New_N_055.wav,1.035843,37.355778
N,New_N_056.wav,-0.7396068,35.531998
N,New_N_057.wav,-0.7551391,34.202927
N,New_N_058.wav,0.104269445,36.15276
N,New_N_059.wav,2.348187,39.55612
N,New_N_060.wav,1.6323516,39.22835
N,New_N_061.wav,3.8522317,38.982693
N,New_N_062.wav,1.1670932,37.177452
N,New_N_063.wav,0.6662061,36.913124
N,New_N_064.wav,0.27270952,36.287006
N,New_N_065.wav,3.3719518,38.695286
N,New_N_066.wav,0.101599835,35.338127
