indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,error_final,forma_h,forma_w,segundos
0,SNR_0db,NMF,24,1,0.0,0.24120489111769108,24x212,126x24,0.02778590004891157
1,SNR_0db,NMF,24,1,0.0,0.23936819062685152,24x212,126x24,0.02509850007481873
2,SNR_0db,NMF,24,1,0.0,0.244097384997487,24x212,126x24,0.02582129999063909
3,SNR_0db,NMF,24,1,0.0,0.2443469254088618,24x212,126x24,0.024568799999542534
4,SNR_0db,NMF,24,1,0.0,0.24135226259163328,24x212,126x24,0.025967599940486252
5,SNR_0db,NMF,24,1,0.0,0.24217350419658584,24x212,126x24,0.025604099966585636
6,SNR_0db,NMF,24,1,0.0,0.24214773176503743,24x212,126x24,0.02741249999962747
7,SNR_0db,NMF,24,1,0.0,0.23835201811472903,24x212,126x24,0.027918300009332597
8,SNR_0db,NMF,24,1,0.0,0.2407464681347577,24x212,126x24,0.024991099955514073
9,SNR_0db,NMF,24,1,0.0,0.24169163577151442,24x212,126x24,0.0274469000287354
10,SNR_0db,NMF,24,1,0.0,0.24165735265114616,24x212,126x24,0.025007299962453544
11,SNR_0db,NMF,24,1,0.0,0.2440315983867534,24x212,126x24,0.02607929997611791
12,SNR_0db,NMF,24,1,0.0,0.23918219858897424,24x212,126x24,0.026159600005485117
13,SNR_0db,NMF,24,1,0.0,0.23840285734051345,24x212,126x24,0.025904000038281083
14,SNR_0db,NMF,24,1,0.0,0.24704593134654915,24x212,126x24,0.027362499968148768
15,SNR_0db,NMF,24,1,0.0,0.24629369929639275,24x212,126x24,0.023915399913676083
16,SNR_0db,NMF,24,1,0.0,0.2469415265662023,24x212,126x24,0.023702500038780272
17,SNR_0db,NMF,24,1,0.0,0.24431565332844443,24x212,126x24,0.025072899996303022
18,SNR_0db,NMF,24,1,0.0,0.2425039570233932,24x212,126x24,0.02283490006811917
19,SNR_0db,NMF,24,1,0.0,0.24426111878800322,24x212,126x24,0.02522320009302348
20,SNR_0db,NMF,24,1,0.0,0.2393796528848746,24x212,126x24,0.02271150005981326
21,SNR_0db,NMF,24,1,0.0,0.24448489421738165,24x212,126x24,0.024612899986095726
22,SNR_0db,NMF,24,1,0.0,0.23884705420299845,24x212,126x24,0.023384599946439266
23,SNR_0db,NMF,24,1,0.0,0.24498398211766903,24x212,126x24,0.022020599921233952
24,SNR_0db,NMF,24,1,0.0,0.24310449688678118,24x212,126x24,0.025307900039479136
25,SNR_0db,NMF,24,1,0.0,0.2422750001388363,24x212,126x24,0.026374699897132814
26,SNR_0db,NMF,24,1,0.0,0.24198892580076511,24x212,126x24,0.0249594000633806
27,SNR_0db,NMF,24,1,0.0,0.242881975522216,24x212,126x24,0.02448640007060021
28,SNR_0db,NMF,24,1,0.0,0.24808996089686647,24x212,126x24,0.024495999910868704
29,SNR_0db,NMF,24,1,0.0,0.2407408438846902,24x212,126x24,0.023714000009931624
30,SNR_0db,NMF,24,1,0.0,0.24303305266537348,24x212,126x24,0.025172899942845106
31,SNR_0db,NMF,24,1,0.0,0.2419720089757594,24x212,126x24,0.022682699956931174
32,SNR_0db,NMF,24,1,0.0,0.24160769264756574,24x212,126x24,0.025565400021150708
33,SNR_0db,NMF,24,1,0.0,0.24089695066876246,24x212,126x24,0.023922900087200105
34,SNR_0db,NMF,24,1,0.0,0.24195857315593539,24x212,126x24,0.02644079993478954
35,SNR_0db,NMF,24,1,0.0,0.24136941290470512,24x212,126x24,0.023388099973089993
36,SNR_0db,NMF,24,1,0.0,0.1754333868788287,24x212,126x24,0.026783599983900785
37,SNR_0db,NMF,24,1,0.0,0.2405792475045282,24x212,126x24,0.023582000052556396
38,SNR_0db,NMF,24,1,0.0,0.24495778292397413,24x212,126x24,0.022208099951967597
39,SNR_0db,NMF,24,1,0.0,0.24303006837566896,24x212,126x24,0.023309400072321296
40,SNR_0db,NMF,24,1,0.0,0.23985804321818113,24x212,126x24,0.02322679990902543
41,SNR_0db,NMF,24,1,0.0,0.24395080448593537,24x212,126x24,0.02485990000423044
42,SNR_0db,NMF,24,1,0.0,0.23518856640419533,24x212,126x24,0.023833899991586804
43,SNR_0db,NMF,24,1,0.0,0.24049138607733445,24x212,126x24,0.023650099989026785
44,SNR_0db,NMF,24,1,0.0,0.23721527156188807,24x212,126x24,0.02362560003530234
45,SNR_0db,NMF,24,1,0.0,0.23401366983807706,24x212,126x24,0.0236088999081403
46,SNR_0db,NMF,24,1,0.0,0.23612965587604223,24x212,126x24,0.02646449999883771
47,SNR_0db,NMF,24,1,0.0,0.23606648872063657,24x212,126x24,0.022900399984791875
48,SNR_0db,NMF,24,1,0.0,0.23946828250072805,24x212,126x24,0.024892100016586483
49,SNR_0db,NMF,24,1,0.0,0.23863413853563753,24x212,126x24,0.0238149999640882
50,SNR_0db,NMF,24,1,0.0,0.23575613706912765,24x212,126x24,0.025784999947063625
51,SNR_0db,NMF,24,1,0.0,0.23853656755383093,24x212,126x24,0.0235854999627918
52,SNR_0db,NMF,24,1,0.0,0.24105337253896159,24x212,126x24,0.024393599946051836
53,SNR_0db,NMF,24,1,0.0,0.2391526889686198,24x212,126x24,0.023633999982848763
54,SNR_0db,NMF,24,1,0.0,0.2412695838529301,24x212,126x24,0.024743200046941638
55,SNR_0db,NMF,24,1,0.0,0.23719838727640352,24x212,126x24,0.02386570000089705
56,SNR_0db,NMF,24,1,0.0,0.2356102147378261,24x212,126x24,0.022771200048737228
57,SNR_0db,NMF,24,1,0.0,0.23966155105689493,24x212,126x24,0.023889000061899424
58,SNR_0db,NMF,24,1,0.0,0.23669338210530705,24x212,126x24,0.023197000031359494
59,SNR_0db,NMF,24,1,0.0,0.23779175646927067,24x212,126x24,0.02443180000409484
60,SNR_0db,NMF,24,1,0.0,0.23778326979425363,24x212,126x24,0.023745100013911724
61,SNR_0db,NMF,24,1,0.0,0.2382937326947208,24x212,126x24,0.022773200063966215
62,SNR_0db,NMF,24,1,0.0,0.23642064085593842,24x212,126x24,0.024243300082162023
63,SNR_0db,NMF,24,1,0.0,0.23622134167523315,24x212,126x24,0.023096400080248713
64,SNR_0db,NMF,24,1,0.0,0.23413477029773316,24x212,126x24,0.02444200008176267
65,SNR_0db,NMF,24,1,0.0,0.23529502509441488,24x212,126x24,0.022861700039356947
66,SNR_0db,NMF,24,1,0.0,0.23669610990304096,24x212,126x24,0.022153300000354648
67,SNR_0db,NMF,24,1,0.0,0.24148217195690908,24x212,126x24,0.023668000008910894
68,SNR_0db,NMF,24,1,0.0,0.239816701204336,24x212,126x24,0.022755299927666783
69,SNR_0db,NMF,24,1,0.0,0.23988446330780613,24x212,126x24,0.026715600048191845
70,SNR_0db,NMF,24,1,0.0,0.23915643644339585,24x212,126x24,0.025601600063964725
71,SNR_0db,NMF,24,1,0.0,0.24183937001188968,24x212,126x24,0.024429200100712478
72,SNR_0db,NMF,24,1,0.0,0.23977856706204298,24x212,126x24,0.02273379999678582
73,SNR_0db,NMF,24,1,0.0,0.24148440719478503,24x212,126x24,0.02719469997100532
74,SNR_0db,NMF,24,1,0.0,0.23892269016952022,24x212,126x24,0.02399869996588677
75,SNR_0db,NMF,24,1,0.0,0.2398085984275329,24x212,126x24,0.02514020004309714
76,SNR_0db,NMF,24,1,0.0,0.24054154908409237,24x212,126x24,0.023630000068806112
77,SNR_0db,NMF,24,1,0.0,0.2436829461660156,24x212,126x24,0.02371180010959506
78,SNR_0db,NMF,24,1,0.0,0.23697740359481798,24x212,126x24,0.021218299982137978
79,SNR_0db,NMF,24,1,0.0,0.2410396854589102,24x212,126x24,0.023257300024852157
80,SNR_0db,NMF,24,1,0.0,0.23883653795920678,24x212,126x24,0.024844500003382564
81,SNR_0db,NMF,24,1,0.0,0.23780413919330332,24x212,126x24,0.02280789997894317
82,SNR_0db,NMF,24,1,0.0,0.23964897055386586,24x212,126x24,0.023678499972447753
83,SNR_0db,NMF,24,1,0.0,0.24141673212350637,24x212,126x24,0.02383780002128333
84,SNR_0db,NMF,24,1,0.0,0.23763752161996832,24x212,126x24,0.024857799988240004
85,SNR_0db,NMF,24,1,0.0,0.23879345908942443,24x212,126x24,0.02246089989785105
86,SNR_0db,NMF,24,1,0.0,0.24146789821370027,24x212,126x24,0.02236050006467849
87,SNR_0db,NMF,24,1,0.0,0.2409413529551039,24x212,126x24,0.023919800063595176
88,SNR_0db,NMF,24,1,0.0,0.23859269942206274,24x212,126x24,0.023733099922537804
89,SNR_0db,NMF,24,1,0.0,0.2400403002284382,24x212,126x24,0.02507750003132969
90,SNR_0db,NMF,24,1,0.0,0.23683016043144062,24x212,126x24,0.024047399987466633
91,SNR_0db,NMF,24,1,0.0,0.24108824830689068,24x212,126x24,0.0260182999772951
92,SNR_0db,NMF,24,1,0.0,0.23745945975501745,24x212,126x24,0.02503330004401505
93,SNR_0db,NMF,24,1,0.0,0.2413707397393288,24x212,126x24,0.025521100033074617
94,SNR_0db,NMF,24,1,0.0,0.24161191646066277,24x212,126x24,0.02246259991079569
95,SNR_0db,NMF,24,1,0.0,0.2394672625336572,24x212,126x24,0.026401199982501566
96,SNR_0db,NMF,24,1,0.0,0.23734569396939537,24x212,126x24,0.024162499932572246
97,SNR_0db,NMF,24,1,0.0,0.2426683965163773,24x212,126x24,0.025737700052559376
98,SNR_0db,NMF,24,1,0.0,0.23657303188499632,24x212,126x24,0.022575700073502958
99,SNR_0db,NMF,24,1,0.0,0.24374763460114401,24x212,126x24,0.024851699941791594
100,SNR_0db,NMF,24,1,0.0,0.23601184600684155,24x212,126x24,0.0261353999376297
101,SNR_0db,NMF,24,1,0.0,0.2376216178200355,24x212,126x24,0.026407100027427077
102,SNR_0db,NMF,24,1,0.0,0.23365428191925425,24x212,126x24,0.023634899989701807
103,SNR_0db,NMF,24,1,0.0,0.23737240618689717,24x212,126x24,0.02254529995843768
104,SNR_0db,NMF,24,1,0.0,0.2402425766516431,24x212,126x24,0.023601599968969822
105,SNR_0db,NMF,24,1,0.0,0.2384230823945435,24x212,126x24,0.023410200024954975
106,SNR_0db,NMF,24,1,0.0,0.23903403455458044,24x212,126x24,0.024468400049954653
107,SNR_0db,NMF,24,1,0.0,0.24214614107200527,24x212,126x24,0.02304939995519817
108,SNR_0db,NMF,24,1,0.0,0.2330707240345315,24x212,126x24,0.02479589998256415
109,SNR_0db,NMF,24,1,0.0,0.2404161481287853,24x212,126x24,0.02293670002836734
110,SNR_0db,NMF,24,1,0.0,0.2380025818562807,24x212,126x24,0.02176769997458905
111,SNR_0db,NMF,24,1,0.0,0.23913623961639635,24x212,126x24,0.023247300065122545
112,SNR_0db,NMF,24,1,0.0,0.23873223445543357,24x212,126x24,0.02473130007274449
113,SNR_0db,NMF,24,1,0.0,0.23824973951825712,24x212,126x24,0.025122900027781725
114,SNR_0db,NMF,24,1,0.0,0.24219893616258012,24x212,126x24,0.025226900004781783
115,SNR_0db,NMF,24,1,0.0,0.23656923986639114,24x212,126x24,0.024503699969500303
116,SNR_0db,NMF,24,1,0.0,0.2389549297716749,24x212,126x24,0.023102000006474555
117,SNR_0db,NMF,24,1,0.0,0.24247389464874095,24x212,126x24,0.02361540007404983
118,SNR_0db,NMF,24,1,0.0,0.23658551626336377,24x212,126x24,0.0242937000002712
119,SNR_0db,NMF,24,1,0.0,0.23995169618460685,24x212,126x24,0.02259720000438392
120,SNR_0db,NMF,24,1,0.0,0.24015747260023043,24x212,126x24,0.024111200007610023
121,SNR_0db,NMF,24,1,0.0,0.23773066749488392,24x212,126x24,0.023883000016212463
122,SNR_0db,NMF,24,1,0.0,0.23653449239972632,24x212,126x24,0.0224762000143528
123,SNR_0db,NMF,24,1,0.0,0.23663661695982188,24x212,126x24,0.024863599915988743
124,SNR_0db,NMF,24,1,0.0,0.24185672469561484,24x212,126x24,0.02701850002631545
125,SNR_0db,NMF,24,1,0.0,0.2310510295695116,24x212,126x24,0.022664499934762716
126,SNR_0db,NMF,24,1,0.0,0.2306563087761519,24x212,126x24,0.024281800026074052
127,SNR_0db,NMF,24,1,0.0,0.2306698447601301,24x212,126x24,0.024884800077416003
128,SNR_0db,NMF,24,1,0.0,0.23127728911207018,24x212,126x24,0.021439200034365058
129,SNR_0db,NMF,24,1,0.0,0.22839007081229057,24x212,126x24,0.02520169992931187
130,SNR_0db,NMF,24,1,0.0,0.2355150264179785,24x212,126x24,0.024156700004823506
131,SNR_0db,NMF,24,1,0.0,0.23236778856405904,24x212,126x24,0.024479399900883436
132,SNR_0db,NMF,24,1,0.0,0.2326797432060628,24x212,126x24,0.022630700026638806
133,SNR_0db,NMF,24,1,0.0,0.23124537765475386,24x212,126x24,0.023562299902550876
134,SNR_0db,NMF,24,1,0.0,0.23207089433798542,24x212,126x24,0.02378130005672574
135,SNR_0db,NMF,24,1,0.0,0.231702355819012,24x212,126x24,0.023737700073979795
136,SNR_0db,NMF,24,1,0.0,0.2312071302434977,24x212,126x24,0.022581800003536046
137,SNR_0db,NMF,24,1,0.0,0.23604850863004315,24x212,126x24,0.025346899987198412
138,SNR_0db,NMF,24,1,0.0,0.2322804860500535,24x212,126x24,0.023237099987454712
139,SNR_0db,NMF,24,1,0.0,0.23330906281343222,24x212,126x24,0.023581999936141074
140,SNR_0db,NMF,24,1,0.0,0.23082639196813887,24x212,126x24,0.022114100051112473
141,SNR_0db,NMF,24,1,0.0,0.23008169057986624,24x212,126x24,0.02564240002539009
142,SNR_0db,NMF,24,1,0.0,0.2316661046514882,24x212,126x24,0.022491900017485023
143,SNR_0db,NMF,24,1,0.0,0.23206856209623078,24x212,126x24,0.02400800003670156
144,SNR_0db,NMF,24,1,0.0,0.23442264110653993,24x212,126x24,0.023603899986483157
145,SNR_0db,NMF,24,1,0.0,0.2296873295028991,24x212,126x24,0.025076299905776978
146,SNR_0db,NMF,24,1,0.0,0.23262219470342516,24x212,126x24,0.02406860003247857
147,SNR_0db,NMF,24,1,0.0,0.2337359179815561,24x212,126x24,0.023276199935935438
148,SNR_0db,NMF,24,1,0.0,0.2330226499116596,24x212,126x24,0.02448329993057996
149,SNR_0db,NMF,24,1,0.0,0.23228639839460652,24x212,126x24,0.023188899969682097
150,SNR_0db,NMF,24,1,0.0,0.2308220884452484,24x212,126x24,0.02542999992147088
151,SNR_0db,NMF,24,1,0.0,0.233307547631306,24x212,126x24,0.024655100074596703
152,SNR_0db,NMF,24,1,0.0,0.23164535567208008,24x212,126x24,0.023919700062833726
153,SNR_0db,NMF,24,1,0.0,0.23257355797205465,24x212,126x24,0.023292900063097477
154,SNR_0db,NMF,24,1,0.0,0.2340963935430468,24x212,126x24,0.024793599965050817
155,SNR_0db,NMF,24,1,0.0,0.23246855606036432,24x212,126x24,0.024982300004921854
156,SNR_0db,NMF,24,1,0.0,0.23955774076129532,24x212,126x24,0.024642599979415536
157,SNR_0db,NMF,24,1,0.0,0.24241446548643966,24x212,126x24,0.02537280006799847
158,SNR_0db,NMF,24,1,0.0,0.24196820871316768,24x212,126x24,0.02549570007249713
159,SNR_0db,NMF,24,1,0.0,0.24029202050906578,24x212,126x24,0.02443600003607571
160,SNR_0db,NMF,24,1,0.0,0.2428439953166952,24x212,126x24,0.020700499997474253
161,SNR_0db,NMF,24,1,0.0,0.2455163500290112,24x212,126x24,0.02416169992648065
162,SNR_0db,NMF,24,1,0.0,0.23990345844506697,24x212,126x24,0.023841600050218403
