indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,error_final,forma_h,forma_w,segundos
0,SNR_0db,ONMF,24,1,0.05,0.24706695003265872,24x212,126x24,0.027738600037992
1,SNR_0db,ONMF,24,1,0.05,0.24539806059352365,24x212,126x24,0.02856720006093383
2,SNR_0db,ONMF,24,1,0.05,0.24998827365115453,24x212,126x24,0.026186500093899667
3,SNR_0db,ONMF,24,1,0.05,0.2501258568850213,24x212,126x24,0.02445110003463924
4,SNR_0db,ONMF,24,1,0.05,0.2471470085057316,24x212,126x24,0.02583299996331334
5,SNR_0db,ONMF,24,1,0.05,0.2480148189769065,24x212,126x24,0.026280099991708994
6,SNR_0db,ONMF,24,1,0.05,0.24797189486774707,24x212,126x24,0.026714299921877682
7,SNR_0db,ONMF,24,1,0.05,0.24409853924974118,24x212,126x24,0.026689899968914688
8,SNR_0db,ONMF,24,1,0.05,0.2467394373628387,24x212,126x24,0.027531999978236854
9,SNR_0db,ONMF,24,1,0.05,0.24772973266948714,24x212,126x24,0.029466299922205508
10,SNR_0db,ONMF,24,1,0.05,0.24735514124554756,24x212,126x24,0.02480789995752275
11,SNR_0db,ONMF,24,1,0.05,0.25010358164753144,24x212,126x24,0.02771609998308122
12,SNR_0db,ONMF,24,1,0.05,0.24483686113153139,24x212,126x24,0.02553390001412481
13,SNR_0db,ONMF,24,1,0.05,0.24420659928315347,24x212,126x24,0.025590899982489645
14,SNR_0db,ONMF,24,1,0.05,0.25333574296301076,24x212,126x24,0.025902100023813546
15,SNR_0db,ONMF,24,1,0.05,0.25217282797299045,24x212,126x24,0.02692670002579689
16,SNR_0db,ONMF,24,1,0.05,0.25254533068044893,24x212,126x24,0.025942499982193112
17,SNR_0db,ONMF,24,1,0.05,0.2502908355096573,24x212,126x24,0.031750300084240735
18,SNR_0db,ONMF,24,1,0.05,0.24854328951452387,24x212,126x24,0.032366400002501905
19,SNR_0db,ONMF,24,1,0.05,0.2501815045548129,24x212,126x24,0.031241500051692128
20,SNR_0db,ONMF,24,1,0.05,0.24539228049078476,24x212,126x24,0.028335500042885542
21,SNR_0db,ONMF,24,1,0.05,0.25007717821060027,24x212,126x24,0.025878800079226494
22,SNR_0db,ONMF,24,1,0.05,0.2444660374972004,24x212,126x24,0.027097899932414293
23,SNR_0db,ONMF,24,1,0.05,0.2508566022048631,24x212,126x24,0.027720600017346442
24,SNR_0db,ONMF,24,1,0.05,0.24920786358239286,24x212,126x24,0.02713590010534972
25,SNR_0db,ONMF,24,1,0.05,0.24789623778959397,24x212,126x24,0.026714300038293004
26,SNR_0db,ONMF,24,1,0.05,0.24777157236673064,24x212,126x24,0.027001200011000037
27,SNR_0db,ONMF,24,1,0.05,0.24858390772056968,24x212,126x24,0.02540090004913509
28,SNR_0db,ONMF,24,1,0.05,0.2536272068686946,24x212,126x24,0.027706099906936288
29,SNR_0db,ONMF,24,1,0.05,0.24634995934374943,24x212,126x24,0.029089400079101324
30,SNR_0db,ONMF,24,1,0.05,0.24896841324071714,24x212,126x24,0.028721900074742734
31,SNR_0db,ONMF,24,1,0.05,0.2474835562207679,24x212,126x24,0.029952600016258657
32,SNR_0db,ONMF,24,1,0.05,0.24742977031052582,24x212,126x24,0.03237849997822195
33,SNR_0db,ONMF,24,1,0.05,0.24699613310171298,24x212,126x24,0.033406400005333126
34,SNR_0db,ONMF,24,1,0.05,0.24780770522674406,24x212,126x24,0.03317170008085668
35,SNR_0db,ONMF,24,1,0.05,0.2471145979118794,24x212,126x24,0.03328460000921041
36,SNR_0db,ONMF,24,1,0.05,0.18357278184771114,24x212,126x24,0.03237130003981292
37,SNR_0db,ONMF,24,1,0.05,0.24590310226530587,24x212,126x24,0.0319035000866279
38,SNR_0db,ONMF,24,1,0.05,0.25027877129465914,24x212,126x24,0.03166320000309497
39,SNR_0db,ONMF,24,1,0.05,0.24869532203462416,24x212,126x24,0.03315510007087141
40,SNR_0db,ONMF,24,1,0.05,0.24588580634062948,24x212,126x24,0.030311100068502128
41,SNR_0db,ONMF,24,1,0.05,0.24970391033402212,24x212,126x24,0.03545630001462996
42,SNR_0db,ONMF,24,1,0.05,0.2413061871043108,24x212,126x24,0.03282530000433326
43,SNR_0db,ONMF,24,1,0.05,0.24651180791153138,24x212,126x24,0.03147190005984157
44,SNR_0db,ONMF,24,1,0.05,0.24332646589250198,24x212,126x24,0.03061249991878867
45,SNR_0db,ONMF,24,1,0.05,0.23996937491536888,24x212,126x24,0.029821099946275353
46,SNR_0db,ONMF,24,1,0.05,0.24208530736855305,24x212,126x24,0.031591500039212406
47,SNR_0db,ONMF,24,1,0.05,0.24243907109680488,24x212,126x24,0.029210600070655346
48,SNR_0db,ONMF,24,1,0.05,0.2453837531755954,24x212,126x24,0.02901119994930923
49,SNR_0db,ONMF,24,1,0.05,0.2447366916309554,24x212,126x24,0.030899900011718273
50,SNR_0db,ONMF,24,1,0.05,0.24212521502046264,24x212,126x24,0.02749890007544309
51,SNR_0db,ONMF,24,1,0.05,0.24469197278065896,24x212,126x24,0.02932560001499951
52,SNR_0db,ONMF,24,1,0.05,0.24735169325871706,24x212,126x24,0.02909279998857528
53,SNR_0db,ONMF,24,1,0.05,0.24532119501155736,24x212,126x24,0.02744700002949685
54,SNR_0db,ONMF,24,1,0.05,0.24733110213002632,24x212,126x24,0.029778300086036325
55,SNR_0db,ONMF,24,1,0.05,0.24340553316382119,24x212,126x24,0.029948599985800683
56,SNR_0db,ONMF,24,1,0.05,0.24199105172012061,24x212,126x24,0.02761250000912696
57,SNR_0db,ONMF,24,1,0.05,0.24570752705498367,24x212,126x24,0.025056299986317754
58,SNR_0db,ONMF,24,1,0.05,0.24291863347292017,24x212,126x24,0.02988389995880425
59,SNR_0db,ONMF,24,1,0.05,0.24392093605425466,24x212,126x24,0.0276924999197945
60,SNR_0db,ONMF,24,1,0.05,0.24376538886113489,24x212,126x24,0.029300800058990717
61,SNR_0db,ONMF,24,1,0.05,0.2442720024809832,24x212,126x24,0.027874500025063753
62,SNR_0db,ONMF,24,1,0.05,0.24258719005816515,24x212,126x24,0.02971060003619641
63,SNR_0db,ONMF,24,1,0.05,0.2422299825346834,24x212,126x24,0.04215019999537617
64,SNR_0db,ONMF,24,1,0.05,0.24060832972331772,24x212,126x24,0.035895700100809336
65,SNR_0db,ONMF,24,1,0.05,0.2414786049649026,24x212,126x24,0.02850450004916638
66,SNR_0db,ONMF,24,1,0.05,0.24288130958229093,24x212,126x24,0.029871799983084202
67,SNR_0db,ONMF,24,1,0.05,0.24737472691495171,24x212,126x24,0.028440300025977194
68,SNR_0db,ONMF,24,1,0.05,0.24608193742402895,24x212,126x24,0.029867099947296083
69,SNR_0db,ONMF,24,1,0.05,0.245452787448117,24x212,126x24,0.029715999960899353
70,SNR_0db,ONMF,24,1,0.05,0.24517556864371332,24x212,126x24,0.028684500022791326
71,SNR_0db,ONMF,24,1,0.05,0.24792815141880595,24x212,126x24,0.029099399922415614
72,SNR_0db,ONMF,24,1,0.05,0.245661802466305,24x212,126x24,0.025746900006197393
