indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,original,N,New_N_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.2159430925507395,2x212,0.012964599998667836,32,0.10258933656802513,0.29610879202889856,0.01086599996779114,8,0.05778207653965609,0.24384788141226496,0.001006699982099235,2,0.07731705624400588,0.2886679864592414,0.00036689999978989363
1,original,N,New_N_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.21493340030693192,2x212,0.014305599965155125,32,0.10334993225377867,0.2854133050102583,0.011226699920371175,8,0.05733894871669838,0.24160257379663322,0.0017559000989422202,2,0.07310732059277616,0.2989329270841825,0.0005067000165581703
2,original,AS,New_AS_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.34000838571218117,2x212,0.012425700086168945,32,0.1905722720942768,0.26371580164359487,0.010207599960267544,8,0.07257672647651864,0.25109025207944774,0.000990099972113967,2,0.17807383369798815,0.3484935897337067,0.0003695999039337039
3,original,AS,New_AS_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.32343658389803603,2x212,0.013000100036151707,32,0.18347710557832633,0.2655892231081265,0.010782299912534654,8,0.06758660566389625,0.25536991822900396,0.001029999926686287,2,0.1631597205927543,0.32280380123003727,0.0003955999854952097
4,original,MR,New_MR_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.29595703097463744,2x212,0.012937800027430058,32,0.16118207266629422,0.2627247158750008,0.010807199985720217,8,0.06456582425322309,0.25017241741912216,0.0009955000132322311,2,0.14233426739845634,0.3664187261319175,0.0003698000218719244
5,original,MR,New_MR_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.32479949990547885,2x212,0.012844200013205409,32,0.19148355557894944,0.24553277360617903,0.010545199969783425,8,0.06936216228323622,0.2202585518455873,0.0010600000387057662,2,0.16362727711765657,0.33142933100488564,0.00038549990858882666
6,original,MS,New_MS_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.2643801996187035,2x212,0.012857599998824298,32,0.13987053962709325,0.24557848618020975,0.010254399967379868,8,0.06459393072021298,0.23972691465763982,0.0010716000106185675,2,0.11919280710782922,0.2905645104363197,0.00044299999717622995
7,original,MS,New_MS_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.26232951934071547,2x212,0.012202400015667081,32,0.13263263296377564,0.25708741649065664,0.009954800014384091,8,0.06262089342472153,0.2578354105552701,0.0010625000577419996,2,0.11325419881727117,0.3781440952540322,0.00040710007306188345
8,original,MVP,New_MVP_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.36402191674961626,2x212,0.013020100072026253,32,0.13556674593214796,0.2639718714800942,0.010925899958238006,8,0.06348006096921213,0.17036101545111912,0.0010333000682294369,2,0.28601258846296695,0.010083851280981476,0.0003872000379487872
9,original,MVP,New_MVP_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.40472036914698256,2x212,0.012746000080369413,32,0.15570662394209717,0.24813611326769044,0.010316799976862967,8,0.06469306587034522,0.17612964223206942,0.0010331999510526657,2,0.3332034918083735,0.014091475757001586,0.0003925999626517296
