indice_interno,base,clase,archivo,segundos_extraccion_clasica
0,SNR_5db,N,New_N_001.wav,0.002243399969302118
1,SNR_5db,N,New_N_002.wav,0.002041199943050742
2,SNR_5db,AS,New_AS_001.wav,0.005377899971790612
3,SNR_5db,AS,New_AS_002.wav,0.0020961000118404627
4,SNR_5db,MR,New_MR_001.wav,0.0025981999933719635
5,SNR_5db,MR,New_MR_002.wav,0.0031551000429317355
6,SNR_5db,MS,New_MS_001.wav,0.00422110001090914
7,SNR_5db,MS,New_MS_002.wav,0.002278100000694394
8,SNR_5db,MVP,New_MVP_001.wav,0.002355000004172325
9,SNR_5db,MVP,New_MVP_002.wav,0.00347719993442297
