indice_interno,base,clase,archivo,segundos_extraccion_clasica
0,SNR_-5db,N,New_N_001.wav,0.0026458000065758824
1,SNR_-5db,N,New_N_002.wav,0.0036628999514505267
2,SNR_-5db,AS,New_AS_001.wav,0.00568940001539886
3,SNR_-5db,AS,New_AS_002.wav,0.0025326000759378076
4,SNR_-5db,MR,New_MR_001.wav,0.0025345999747514725
5,SNR_-5db,MR,New_MR_002.wav,0.003589299973100424
6,SNR_-5db,MS,New_MS_001.wav,0.0023285000352188945
7,SNR_-5db,MS,New_MS_002.wav,0.002423499943688512
8,SNR_-5db,MVP,New_MVP_001.wav,0.002802100032567978
9,SNR_-5db,MVP,New_MVP_002.wav,0.005202799919061363
