indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,error_final,forma_h,forma_w,segundos
0,original,ONMF,28-8,2,0.05,0.12921300649073697,8x212,126x8,0.031403200002387166
1,original,ONMF,28-8,2,0.05,0.1258568410472161,8x212,126x8,0.030496399966068566
2,original,ONMF,28-8,2,0.05,0.12803738259735672,8x212,126x8,0.029213899979367852
3,original,ONMF,28-8,2,0.05,0.12770636764881063,8x212,126x8,0.029961999971419573
4,original,ONMF,28-8,2,0.05,0.12701510927444284,8x212,126x8,0.028103700024075806
5,original,ONMF,28-8,2,0.05,0.1294743121271821,8x212,126x8,0.027662400039844215
6,original,ONMF,28-8,2,0.05,0.12905783221747455,8x212,126x8,0.025266199954785407
7,original,ONMF,28-8,2,0.05,0.12629188806329447,8x212,126x8,0.03136000002268702
8,original,ONMF,28-8,2,0.05,0.12895010395790488,8x212,126x8,0.03130230004899204
9,original,ONMF,28-8,2,0.05,0.13249781614057854,8x212,126x8,0.032893499941565096
10,original,ONMF,28-8,2,0.05,0.12561397739787647,8x212,126x8,0.030971799977123737
11,original,ONMF,28-8,2,0.05,0.12659822926388212,8x212,126x8,0.029360499931499362
12,original,ONMF,28-8,2,0.05,0.13196150092228104,8x212,126x8,0.0320011000148952
13,original,ONMF,28-8,2,0.05,0.12682935762574338,8x212,126x8,0.03671219991520047
14,original,ONMF,28-8,2,0.05,0.12955979206901924,8x212,126x8,0.037530999979935586
15,original,ONMF,28-8,2,0.05,0.1276298878744384,8x212,126x8,0.0346713000908494
16,original,ONMF,28-8,2,0.05,0.1315409481203715,8x212,126x8,0.033242900040932
17,original,ONMF,28-8,2,0.05,0.12911808109905462,8x212,126x8,0.0309700999641791
18,original,ONMF,28-8,2,0.05,0.13036547802965187,8x212,126x8,0.027476999908685684
19,original,ONMF,28-8,2,0.05,0.12879951730168987,8x212,126x8,0.02986010001040995
20,original,ONMF,28-8,2,0.05,0.12484904743101448,8x212,126x8,0.02971680008340627
21,original,ONMF,28-8,2,0.05,0.1254629465794135,8x212,126x8,0.03119230002630502
22,original,ONMF,28-8,2,0.05,0.1327724442773889,8x212,126x8,0.02896809997037053
23,original,ONMF,28-8,2,0.05,0.12909006637191214,8x212,126x8,0.028074000030755997
24,original,ONMF,28-8,2,0.05,0.1368713746243212,8x212,126x8,0.03063360007945448
