indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,SNR_-5db,N,New_N_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.48615570056313673,2x212,0.015004600048996508,32,0.3345950887508371,0.27084962903762927,0.012514099944382906,8,0.25484884443520495,0.22972130470073862,0.0012922000605612993,2,0.19673732317246492,0.42509683889797295,0.00040089990943670273
1,SNR_-5db,N,New_N_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.48296118231316343,2x212,0.013678499963134527,32,0.3307675579087748,0.27934578151910877,0.011552299954928458,8,0.25377957373366095,0.22257040373681208,0.001027700025588274,2,0.18248836092643575,0.4364954215213027,0.0003776999656111002
2,SNR_-5db,AS,New_AS_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4995937814187037,2x212,0.015376500086858869,32,0.3440907811534303,0.26522490285144523,0.012329000048339367,8,0.2548561155120913,0.21779292692243596,0.001786900102160871,2,0.255403427098357,0.47503516608404095,0.00041039998177438974
3,SNR_-5db,AS,New_AS_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.5038661022249192,2x212,0.015309699927456677,32,0.3331373581404049,0.26367425418610274,0.012837000074796379,8,0.2573750071062887,0.20242283957056526,0.0012274000328034163,2,0.28331680119732333,0.4746082345276281,0.000443600001744926
4,SNR_-5db,MR,New_MR_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.49056044142907573,2x212,0.01585009996779263,32,0.34113168591080323,0.2695422705077833,0.013429699931293726,8,0.2501091768200544,0.22483328730713995,0.001223200000822544,2,0.20470605827536814,0.39106742296791186,0.00044430000707507133
5,SNR_-5db,MR,New_MR_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4944752048366152,2x212,0.016084900009445846,32,0.34454428269340065,0.2676336809074071,0.0135505999205634,8,0.24499885156962098,0.2070107154151936,0.0012116000289097428,2,0.23122434935469818,0.41143492582839647,0.0004382999613881111
6,SNR_-5db,MS,New_MS_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4820012005487579,2x212,0.015487399999983609,32,0.335595979207271,0.2655594818753731,0.012825999991036952,8,0.24299564758203868,0.22607808314841155,0.0013642000267282128,2,0.2042429964438332,0.4208090783431746,0.00047720002476125956
7,SNR_-5db,MS,New_MS_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4855893306945894,2x212,0.017044200096279383,32,0.33977056560882807,0.2698073901314381,0.014066600007936358,8,0.25203531483815533,0.22465667370962158,0.0014284000499173999,2,0.19323023667415215,0.4253023234188046,0.0005946999881416559
8,SNR_-5db,MVP,New_MVP_001.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.49385026216537464,2x212,0.016723399981856346,32,0.33699754783622665,0.2555742712834618,0.013938599964603782,8,0.22957885936661612,0.19267902036669732,0.0013581999810412526,2,0.29652574049126956,0.3082134669707649,0.000480900052934885
9,SNR_-5db,MVP,New_MVP_002.wav,32-8-2,DeepONMF_H3,3,nndsvd,0.4494623595450478,2x212,0.016595300054177642,32,0.2522684074204933,0.2672677134878571,0.013217499945312738,8,0.15815950925721542,0.18912395757739078,0.0019042999483644962,2,0.3501189732331405,0.3260395980553583,0.0004851999692618847
