indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,error_final,forma_h,forma_w,segundos
0,original,ONMF,32-18-10-6,4,0.05,0.24993333170361498,6x212,126x6,0.04427820001728833
1,original,ONMF,32-18-10-6,4,0.05,0.25428242187478217,6x212,126x6,0.03725829999893904
2,original,ONMF,32-18-10-6,4,0.05,0.2509726698028232,6x212,126x6,0.03759550000540912
3,original,ONMF,32-18-10-6,4,0.05,0.2507895063405309,6x212,126x6,0.03999130008742213
4,original,ONMF,32-18-10-6,4,0.05,0.2517980297021265,6x212,126x6,0.039275099989026785
5,original,ONMF,32-18-10-6,4,0.05,0.2539353611396588,6x212,126x6,0.04235460003837943
6,original,ONMF,32-18-10-6,4,0.05,0.2528532088338325,6x212,126x6,0.03985800000373274
7,original,ONMF,32-18-10-6,4,0.05,0.25812017222056116,6x212,126x6,0.037988899974152446
8,original,ONMF,32-18-10-6,4,0.05,0.2541326449985474,6x212,126x6,0.03719259996432811
9,original,ONMF,32-18-10-6,4,0.05,0.25580542056144195,6x212,126x6,0.03942359995562583
10,original,ONMF,32-18-10-6,4,0.05,0.2532190454064039,6x212,126x6,0.0381129999877885
11,original,ONMF,32-18-10-6,4,0.05,0.25170825640177963,6x212,126x6,0.03929320001043379
12,original,ONMF,32-18-10-6,4,0.05,0.2542677586329953,6x212,126x6,0.03974610008299351
13,original,ONMF,32-18-10-6,4,0.05,0.25160773590431745,6x212,126x6,0.039422100060619414
14,original,ONMF,32-18-10-6,4,0.05,0.25544355269648894,6x212,126x6,0.037427399889566004
15,original,ONMF,32-18-10-6,4,0.05,0.2530478080652794,6x212,126x6,0.040525599964894354
16,original,ONMF,32-18-10-6,4,0.05,0.2560941130527007,6x212,126x6,0.04339330003131181
17,original,ONMF,32-18-10-6,4,0.05,0.25248326294533124,6x212,126x6,0.04407050006557256
18,original,ONMF,32-18-10-6,4,0.05,0.2527278304301542,6x212,126x6,0.04707069997675717
19,original,ONMF,32-18-10-6,4,0.05,0.24998994548185385,6x212,126x6,0.04116350004915148
20,original,ONMF,32-18-10-6,4,0.05,0.25030982139405933,6x212,126x6,0.042996899923309684
21,original,ONMF,32-18-10-6,4,0.05,0.25179377252123275,6x212,126x6,0.04653729998972267
22,original,ONMF,32-18-10-6,4,0.05,0.2577064918938591,6x212,126x6,0.04516360000707209
23,original,ONMF,32-18-10-6,4,0.05,0.2542377196307625,6x212,126x6,0.04252339992672205
24,original,ONMF,32-18-10-6,4,0.05,0.25879964069231265,6x212,126x6,0.038695700000971556
25,original,ONMF,32-18-10-6,4,0.05,0.2565056265459619,6x212,126x6,0.037536899908445776
26,original,ONMF,32-18-10-6,4,0.05,0.25099644190291553,6x212,126x6,0.03900340001564473
27,original,ONMF,32-18-10-6,4,0.05,0.24949999449768978,6x212,126x6,0.03668450005352497
28,original,ONMF,32-18-10-6,4,0.05,0.2557175958047082,6x212,126x6,0.03669930004980415
29,original,ONMF,32-18-10-6,4,0.05,0.25563564521578186,6x212,126x6,0.03813350002747029
30,original,ONMF,32-18-10-6,4,0.05,0.255712761843588,6x212,126x6,0.038982999976724386
31,original,ONMF,32-18-10-6,4,0.05,0.25400240127555146,6x212,126x6,0.038709199987351894
32,original,ONMF,32-18-10-6,4,0.05,0.2540439351701046,6x212,126x6,0.03543129994068295
33,original,ONMF,32-18-10-6,4,0.05,0.2533266401615039,6x212,126x6,0.038340299972333014
34,original,ONMF,32-18-10-6,4,0.05,0.2520664991048892,6x212,126x6,0.038037999998778105
35,original,ONMF,32-18-10-6,4,0.05,0.25543578922430993,6x212,126x6,0.03771830000914633
36,original,ONMF,32-18-10-6,4,0.05,0.2453247433021282,6x212,126x6,0.039324200013652444
37,original,ONMF,32-18-10-6,4,0.05,0.24417378846427312,6x212,126x6,0.03806460008490831
38,original,ONMF,32-18-10-6,4,0.05,0.24397402717102262,6x212,126x6,0.03845820005517453
39,original,ONMF,32-18-10-6,4,0.05,0.24346697717360752,6x212,126x6,0.0372610999038443
40,original,ONMF,32-18-10-6,4,0.05,0.244515121842525,6x212,126x6,0.03843529999721795
41,original,ONMF,32-18-10-6,4,0.05,0.24508165023593825,6x212,126x6,0.037649499950930476
42,original,ONMF,32-18-10-6,4,0.05,0.24499670164739246,6x212,126x6,0.036786100012250245
43,original,ONMF,32-18-10-6,4,0.05,0.24420410581237015,6x212,126x6,0.03859720006585121
44,original,ONMF,32-18-10-6,4,0.05,0.2465904928647541,6x212,126x6,0.04074299999047071
45,original,ONMF,32-18-10-6,4,0.05,0.24445820552284145,6x212,126x6,0.04195360001176596
46,original,ONMF,32-18-10-6,4,0.05,0.24538089536696514,6x212,126x6,0.03808580001350492
47,original,ONMF,32-18-10-6,4,0.05,0.2455882253770093,6x212,126x6,0.03745489998254925
48,original,ONMF,32-18-10-6,4,0.05,0.24417959186427493,6x212,126x6,0.03749010001774877
49,original,ONMF,32-18-10-6,4,0.05,0.24448688676772498,6x212,126x6,0.037971199955791235
50,original,ONMF,32-18-10-6,4,0.05,0.24660082693112279,6x212,126x6,0.037341499933972955
51,original,ONMF,32-18-10-6,4,0.05,0.24483191401750223,6x212,126x6,0.03843279997818172
52,original,ONMF,32-18-10-6,4,0.05,0.24394299042468,6x212,126x6,0.03723690006881952
53,original,ONMF,32-18-10-6,4,0.05,0.24362427434536474,6x212,126x6,0.03840149997267872
54,original,ONMF,32-18-10-6,4,0.05,0.24414343181959944,6x212,126x6,0.03854219999630004
55,original,ONMF,32-18-10-6,4,0.05,0.2461512877211113,6x212,126x6,0.03703519992996007
56,original,ONMF,32-18-10-6,4,0.05,0.24352349651488972,6x212,126x6,0.038152100052684546
57,original,ONMF,32-18-10-6,4,0.05,0.244060184543719,6x212,126x6,0.04020619997754693
58,original,ONMF,32-18-10-6,4,0.05,0.2435075982909291,6x212,126x6,0.03688310005236417
59,original,ONMF,32-18-10-6,4,0.05,0.24404918698561853,6x212,126x6,0.037166699999943376
60,original,ONMF,32-18-10-6,4,0.05,0.24543226189588851,6x212,126x6,0.03819460002705455
61,original,ONMF,32-18-10-6,4,0.05,0.24315308824077764,6x212,126x6,0.03830029990058392
62,original,ONMF,32-18-10-6,4,0.05,0.2444683736045308,6x212,126x6,0.03801210003439337
63,original,ONMF,32-18-10-6,4,0.05,0.24401438918039298,6x212,126x6,0.038624599925242364
64,original,ONMF,32-18-10-6,4,0.05,0.24513592764002703,6x212,126x6,0.039777099969796836
65,original,ONMF,32-18-10-6,4,0.05,0.24388243960778758,6x212,126x6,0.037197800003923476
66,original,ONMF,32-18-10-6,4,0.05,0.24409130908730284,6x212,126x6,0.038697200012393296
67,original,ONMF,32-18-10-6,4,0.05,0.24573888953658407,6x212,126x6,0.03854560002218932
68,original,ONMF,32-18-10-6,4,0.05,0.24748609793880813,6x212,126x6,0.03625780006404966
69,original,ONMF,32-18-10-6,4,0.05,0.24920660682978543,6x212,126x6,0.03701500000897795
70,original,ONMF,32-18-10-6,4,0.05,0.2497678016999305,6x212,126x6,0.037008300074376166
71,original,ONMF,32-18-10-6,4,0.05,0.2470336194641085,6x212,126x6,0.03750550001859665
72,original,ONMF,32-18-10-6,4,0.05,0.24777271076722257,6x212,126x6,0.04162959998939186
73,original,ONMF,32-18-10-6,4,0.05,0.2476632613851284,6x212,126x6,0.04260829999111593
74,original,ONMF,32-18-10-6,4,0.05,0.24674915250682825,6x212,126x6,0.038015700061805546
75,original,ONMF,32-18-10-6,4,0.05,0.25052922852461484,6x212,126x6,0.036969699896872044
76,original,ONMF,32-18-10-6,4,0.05,0.24628261389219316,6x212,126x6,0.03756600001361221
77,original,ONMF,32-18-10-6,4,0.05,0.24571166145474718,6x212,126x6,0.0381164998980239
78,original,ONMF,32-18-10-6,4,0.05,0.24928165503626512,6x212,126x6,0.03628150001168251
79,original,ONMF,32-18-10-6,4,0.05,0.2481663586572114,6x212,126x6,0.038463600096292794
80,original,ONMF,32-18-10-6,4,0.05,0.24749612335157148,6x212,126x6,0.037485399981960654
81,original,ONMF,32-18-10-6,4,0.05,0.24666475992566844,6x212,126x6,0.03880630002822727
82,original,ONMF,32-18-10-6,4,0.05,0.24888401267754612,6x212,126x6,0.03893379995133728
83,original,ONMF,32-18-10-6,4,0.05,0.24711205611907733,6x212,126x6,0.037411900004372
84,original,ONMF,32-18-10-6,4,0.05,0.24707600652444428,6x212,126x6,0.0382024000864476
85,original,ONMF,32-18-10-6,4,0.05,0.25044264196977034,6x212,126x6,0.03694360004737973
86,original,ONMF,32-18-10-6,4,0.05,0.25014357143259147,6x212,126x6,0.03811099997255951
87,original,ONMF,32-18-10-6,4,0.05,0.24749040254237112,6x212,126x6,0.03697439993266016
88,original,ONMF,32-18-10-6,4,0.05,0.24728672371953261,6x212,126x6,0.038197699934244156
89,original,ONMF,32-18-10-6,4,0.05,0.24903172113452335,6x212,126x6,0.03715730004478246
90,original,ONMF,32-18-10-6,4,0.05,0.2491026559922009,6x212,126x6,0.0386348000029102
91,original,ONMF,32-18-10-6,4,0.05,0.24563483505576217,6x212,126x6,0.037355200038291514
92,original,ONMF,32-18-10-6,4,0.05,0.249327434926096,6x212,126x6,0.03713920002337545
93,original,ONMF,32-18-10-6,4,0.05,0.2506189977930917,6x212,126x6,0.037667299970053136
94,original,ONMF,32-18-10-6,4,0.05,0.24663832371166616,6x212,126x6,0.037704700022004545
95,original,ONMF,32-18-10-6,4,0.05,0.24996946347271515,6x212,126x6,0.038958300021477044
96,original,ONMF,32-18-10-6,4,0.05,0.249123862531042,6x212,126x6,0.0405765000032261
97,original,ONMF,32-18-10-6,4,0.05,0.24651818970029798,6x212,126x6,0.03670549998059869
98,original,ONMF,32-18-10-6,4,0.05,0.24413893427727662,6x212,126x6,0.03727130009792745
99,original,ONMF,32-18-10-6,4,0.05,0.24464335298652587,6x212,126x6,0.037740200059488416
100,original,ONMF,32-18-10-6,4,0.05,0.24334870293954033,6x212,126x6,0.04041359992697835
101,original,ONMF,32-18-10-6,4,0.05,0.24411715478621593,6x212,126x6,0.041867900057695806
102,original,ONMF,32-18-10-6,4,0.05,0.24363402441993817,6x212,126x6,0.03829779999796301
103,original,ONMF,32-18-10-6,4,0.05,0.24460010565654428,6x212,126x6,0.03774549998342991
104,original,ONMF,32-18-10-6,4,0.05,0.2426692734771774,6x212,126x6,0.03736650000791997
105,original,ONMF,32-18-10-6,4,0.05,0.2434964953548067,6x212,126x6,0.03856070002075285
106,original,ONMF,32-18-10-6,4,0.05,0.24341758570691766,6x212,126x6,0.03838359995279461
107,original,ONMF,32-18-10-6,4,0.05,0.24488124722848653,6x212,126x6,0.038630499970167875
108,original,ONMF,32-18-10-6,4,0.05,0.24367413532673732,6x212,126x6,0.03978799993637949
109,original,ONMF,32-18-10-6,4,0.05,0.24466446092765473,6x212,126x6,0.03892880002968013
110,original,ONMF,32-18-10-6,4,0.05,0.24349124737905503,6x212,126x6,0.03917609993368387
111,original,ONMF,32-18-10-6,4,0.05,0.24377145599725206,6x212,126x6,0.03781959996558726
112,original,ONMF,32-18-10-6,4,0.05,0.2446824690942762,6x212,126x6,0.03766079992055893
113,original,ONMF,32-18-10-6,4,0.05,0.24607059216473298,6x212,126x6,0.037589099956676364
114,original,ONMF,32-18-10-6,4,0.05,0.24359830921440284,6x212,126x6,0.03905100002884865
115,original,ONMF,32-18-10-6,4,0.05,0.24353001252628814,6x212,126x6,0.04027599992696196
116,original,ONMF,32-18-10-6,4,0.05,0.24237967761725204,6x212,126x6,0.03747009998187423
117,original,ONMF,32-18-10-6,4,0.05,0.24381025118112645,6x212,126x6,0.036249900003895164
118,original,ONMF,32-18-10-6,4,0.05,0.2449073849149676,6x212,126x6,0.03610999998636544
119,original,ONMF,32-18-10-6,4,0.05,0.2442076455838673,6x212,126x6,0.0376491000643
