indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,SNR_-5db,N,New_N_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.45102441231177237,2x212,0.011241200030781329,32,0.3345950887508371,0.27084962903762927,0.009883799939416349,2,0.3072813299109461,0.4354836119585534,0.0007304999744519591
1,SNR_-5db,N,New_N_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.44828852325096397,2x212,0.010614500031806529,32,0.3307675579087748,0.27934578151910877,0.009009599918499589,2,0.29942574823301166,0.4426056612571554,0.0009053999092429876
2,SNR_-5db,AS,New_AS_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.4713470789731143,2x212,0.0104632000438869,32,0.3440907811534303,0.26522490285144523,0.009231199976056814,2,0.3499211498050746,0.48553270473109444,0.0007137999637052417
3,SNR_-5db,AS,New_AS_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.4729864190655744,2x212,0.010895300074480474,32,0.3331373581404049,0.26367425418610274,0.00945270003285259,2,0.3677208395822206,0.49992750991324597,0.0007708000484853983
4,SNR_-5db,MR,New_MR_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.46048563383036895,2x212,0.010814600042067468,32,0.34113168591080323,0.2695422705077833,0.009307900094427168,2,0.3146699340601486,0.4107501444658438,0.0007915999740362167
5,SNR_-5db,MR,New_MR_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.4649862107611965,2x212,0.011771699995733798,32,0.34454428269340065,0.2676336809074071,0.010365900001488626,2,0.3266018492142827,0.44186564359478225,0.000785200041718781
6,SNR_-5db,MS,New_MS_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.4506535303868053,2x212,0.011759200016967952,32,0.335595979207271,0.2655594818753731,0.010385300032794476,2,0.30613627952861333,0.43198921696550996,0.0007901000790297985
7,SNR_-5db,MS,New_MS_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.4545736375495648,2x212,0.010320500005036592,32,0.33977056560882807,0.2698073901314381,0.008733299910090864,2,0.30627892455152816,0.43484536678154506,0.0007192000048235059
8,SNR_-5db,MVP,New_MVP_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.46858044545826677,2x212,0.011186199961230159,32,0.33699754783622665,0.2555742712834618,0.009594100061804056,2,0.3645231675053222,0.3114417662156671,0.0010209999745711684
9,SNR_-5db,MVP,New_MVP_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.419101087726444,2x212,0.011267100111581385,32,0.2522684074204933,0.2672677134878571,0.009864200023002923,2,0.3745474911632799,0.33370316994025717,0.0008402999956160784
