clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,perfil_softmin_errores_f12,4.591818077179571e-09,0.5863140366751619,0.13349847890634867,0.07625924840642939,0.20392823142024205
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,perfil_softmin_errores_f12,1.3070819304534682e-09,0.6879111410718514,0.031278744874285024,0.0897710826894439,0.19103903005733763
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,perfil_softmin_errores_f12,9.07354223819238e-11,0.7024916693409864,0.03827991470053973,0.05228825565740994,0.20694016021032857
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,perfil_softmin_errores_f12,4.338543416749749e-10,0.6568503321085845,0.03842619221221358,0.057763338313100904,0.24696013693224667
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,perfil_softmin_errores_f12,3.5168557750789185e-09,0.5837245766654828,0.04367316415048337,0.10614956867857248,0.2664526869886054
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,perfil_softmin_errores_f12,3.1212504650339207e-11,0.6817344159018187,0.05061519041230782,0.10375283787539798,0.16389755577926274
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,perfil_softmin_errores_f12,7.714952650090815e-10,0.6258092031948373,0.07764481383818574,0.0729388385020699,0.2236071436934117
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,perfil_softmin_errores_f12,2.4678311124813443e-10,0.6667006836237244,0.03260629937241624,0.12886072141535043,0.17183229534172598
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,perfil_softmin_errores_f12,2.677484418001035e-10,0.7128671444240681,0.04012108407460401,0.09181250171023875,0.15519926952334076
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,perfil_softmin_errores_f12,1.4744366606119364e-09,0.6207510101094569,0.06919228282708641,0.07294198702093792,0.2371147185680823
