clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,perfil_softmin_errores_f4,0.0012731116389094344,0.2315041340487607,0.24856552996731476,0.26054565187981943,0.2581115724651957
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,perfil_softmin_errores_f4,0.001129950211419771,0.2278850811163415,0.2251632798487117,0.2868509172136183,0.2589707716099088
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,perfil_softmin_errores_f4,0.0004798461163839921,0.2490207961389962,0.23079658596824434,0.24734451190032747,0.27235825987604806
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,perfil_softmin_errores_f4,0.0006452189570707329,0.25328461798851104,0.22822617066000198,0.24493981962381503,0.27290417277060125
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,perfil_softmin_errores_f4,0.0008839173942612057,0.24054015922966895,0.21895247166248202,0.28087423148883583,0.258749220224752
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,perfil_softmin_errores_f4,0.0005338128853295867,0.2255473786791613,0.21910884123874352,0.29824426627914236,0.25656570091762326
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,perfil_softmin_errores_f4,0.0009411516017692122,0.2252856755196125,0.23250688809956513,0.27198655155958623,0.26927973321946697
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,perfil_softmin_errores_f4,0.0005770310889741332,0.2242292079851258,0.22571791621622098,0.3040306220437103,0.24544522266596883
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,perfil_softmin_errores_f4,0.0006515055045730817,0.22178773623382275,0.22718451927722957,0.298093968360525,0.25228227062384956
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,perfil_softmin_errores_f4,0.000820143908256706,0.23553662305076062,0.23125248303163207,0.2710788151740282,0.26131193483532233
