clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,perfil_softmin_errores_f8,1.8565861094890311e-06,0.47077368135538145,0.17554003991327174,0.12085194980770352,0.23283247233753385
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,perfil_softmin_errores_f8,8.474017924801051e-07,0.5523856652275773,0.07036991874835637,0.14211671046375493,0.23512685815851891
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,perfil_softmin_errores_f8,1.4490108188071628e-07,0.5670845782003872,0.08150814802302571,0.10034363292629757,0.2510634959492076
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,perfil_softmin_errores_f8,4.057157610080929e-07,0.5349380988180589,0.08061406376307338,0.10578581515447373,0.2786616165486329
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,perfil_softmin_errores_f8,1.583182379340282e-06,0.4781526435627169,0.08489934648816815,0.1534758560689044,0.2834705706978312
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,perfil_softmin_errores_f8,6.924058989224322e-08,0.541026442684192,0.09557161592441846,0.15422034445097424,0.20918152769982545
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,perfil_softmin_errores_f8,5.774905258115564e-07,0.5022855111944399,0.12494848338307014,0.1198473905442093,0.252918037387755
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,perfil_softmin_errores_f8,2.7524105995871874e-07,0.533896243501392,0.07140094164110022,0.17847743005247516,0.21622510956397278
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,perfil_softmin_errores_f8,2.9514202207789454e-07,0.5669596429219611,0.08326481468035703,0.14459311962948124,0.20518212762617855
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,perfil_softmin_errores_f8,8.910105010564193e-07,0.5005072413963184,0.11592324104342691,0.12007441198405325,0.2634942145657004
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,perfil_softmin_errores_f8,2.2289829493534105e-07,0.5589591013049222,0.08862618877941043,0.14962238911334808,0.20279209790402442
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,perfil_softmin_errores_f8,3.6255656846455626e-07,0.5070039607101084,0.1390031961809374,0.13107174820949244,0.22292073234289322
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,perfil_softmin_errores_f8,3.9189444938556303e-07,0.4776938449294653,0.10892157019360792,0.20293659990621554,0.21044759307626174
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,perfil_softmin_errores_f8,2.1900010405561403e-07,0.5388959773173593,0.05454613646884288,0.14747039247626606,0.25908727473742765
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,perfil_softmin_errores_f8,8.534953256826697e-07,0.5242924284732843,0.07789184735760436,0.13559970877235247,0.2622151619014332
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,perfil_softmin_errores_f8,5.026621097646824e-07,0.5387667090605973,0.07951640776314224,0.15744775278568743,0.22426862772846312
AS,New_AS_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_017.wav,perfil_softmin_errores_f8,1.5713779118529615e-06,0.5118069490030467,0.08937504016005167,0.15637748159133352,0.24243895786765624
AS,New_AS_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_018.wav,perfil_softmin_errores_f8,8.490888026920193e-07,0.5059595157797782,0.13655937390159073,0.13810850692110718,0.2193717543087212
AS,New_AS_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_019.wav,perfil_softmin_errores_f8,4.438014556072517e-07,0.5111846901349686,0.14601887127340432,0.10883905357805468,0.23395694121211671
AS,New_AS_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_020.wav,perfil_softmin_errores_f8,4.530707339506586e-07,0.48235572106598207,0.06190960912982448,0.21506432920704452,0.24066988752641497
AS,New_AS_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_021.wav,perfil_softmin_errores_f8,1.2068116143560959e-06,0.561040831517007,0.10458283019768423,0.12901157589646414,0.2053635555772301
AS,New_AS_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_022.wav,perfil_softmin_errores_f8,2.481766654486422e-07,0.56775233431983,0.10476445731313194,0.09000605193335186,0.23747690825702084
AS,New_AS_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_023.wav,perfil_softmin_errores_f8,7.155103942076686e-07,0.553740473212387,0.10543946327128825,0.12605890529619868,0.21476044270973185
