clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008,F_009,F_010,F_011,F_012,F_013,F_014,F_015,F_016,F_017,F_018,F_019,F_020,F_021,F_022,F_023,F_024,F_025,F_026,F_027,F_028
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,resumen_h_media_std_q90_max,0.061402279938922326,0.49794802270997873,0.18460966165223888,1.2030023784356578,1.0282650964981133,0.990181525675655,1.1389549854633836,0.2760668250874486,1.0953109168005537,0.7051425964650682,1.9058432972303987,1.7226331544951883,1.6317621001203768,1.877532197325539,0.05436762420548386,0.9841199688701032,0.10467272260885298,2.2623061090346455,1.9169843835006077,1.8471734273528495,2.073465454541413,1.575757449551586,2.674065507850317,2.587110059651484,3.6616776205699866,3.695269409120879,3.3015678550176517,3.666414984655782
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,resumen_h_media_std_q90_max,0.06548819236893448,0.4934926916185252,0.1524104169706262,1.2347969591208854,0.9938952336413346,1.0243877478563161,1.0867603968380597,0.25633991220532154,1.1396383952469478,0.6962606251628358,1.9552269028755387,1.677555158784081,1.6521062764151484,1.808046393082952,0.0575920388515236,0.8814156947150151,0.10057898005873563,2.295680180767611,1.8518811586499972,2.016331488935053,2.063365246877954,1.3718343558484503,2.7291156723634074,2.8548914456131236,3.6953841132967367,3.421008222542689,3.4950069280157376,3.5412144244061037
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,resumen_h_media_std_q90_max,0.044538231553888974,0.500448269003139,0.16956468076912784,1.1811323274890395,0.9678960487985758,1.0230960554615933,1.1507025941906062,0.2006500559779534,1.1819729994407808,0.649976804768186,1.8931237198646262,1.6469417794327075,1.6939768868038596,1.9408216569101548,0.0476306642386361,0.6350075806941429,0.07513368267718257,2.1239245268854647,1.885376139728537,1.9727518248622427,2.0960583779062443,1.3771111615061704,2.9770710310981183,2.3755245052879177,3.641525397577549,3.5801711419363706,3.478371045855203,3.759783039549186
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,resumen_h_media_std_q90_max,0.06028620780621159,0.45889749415916475,0.16250453678933857,1.2030481238713935,0.9665262720111414,1.0238418337152353,1.149567981372626,0.26862047896824043,1.1227359244371624,0.6170227441682217,1.9062110622373933,1.6379064106908794,1.669109793816311,1.9264751625751588,0.05315939110884406,0.7519723667594761,0.06636708639575467,2.1735249272010417,1.8195499938103306,2.018438609800876,2.136764268559993,1.4738708148367694,2.865854202153554,2.3263007529831623,3.668555006843684,3.6448394824893424,3.3423050529057505,3.7841269818006236
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,resumen_h_media_std_q90_max,0.05766474565907781,0.4547222914239529,0.15877058565668006,1.2180322140548612,0.930942418142761,0.9989075421602378,1.150328348697588,0.2810083826576202,1.0540957877509542,0.5590868812440162,1.904054795433915,1.579561174299243,1.6444081760280167,1.9060159373531473,0.052379666993734315,0.9299924687475914,0.10932520621273999,2.2540616476479096,1.794769933460131,1.8682312100818772,1.9463677765060865,1.5727687921760718,2.641827285583685,2.1741928542995335,3.551649966354275,3.5865779796877697,3.3322601474490696,3.579907273849704
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,resumen_h_media_std_q90_max,0.0546807530303266,0.5398570272206744,0.13860442101605772,1.2054356473404793,0.9614362687220173,0.9859172899121768,1.1256196584028226,0.2867000336813273,1.2372308948195603,0.5869093283409663,1.9154959291416798,1.666398967731108,1.6133936800946984,1.880043601150062,0.052837483157548146,0.903883339183156,0.06657416004160979,2.238648771803157,1.7854414589647063,1.9823986267112754,1.9772137936198195,1.7056424021890149,2.947343777455381,2.5399241670215713,3.7354578055314325,3.553269381420757,3.3736848393109713,3.703087771737435
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,resumen_h_media_std_q90_max,0.04912888354595369,0.4975545861670611,0.1689487332302486,1.1918479410632086,0.9599178236884021,1.0167441288449763,1.1333438204828064,0.2363264432567805,1.1648299914210802,0.6556695052724806,1.8951988689276873,1.6657247525589407,1.668905533269129,1.9028127454032415,0.049756883736893076,0.745376401427136,0.10652278685338448,2.1854584472327616,1.809913143030894,2.075385232474028,2.122972945365765,1.418100758676665,2.846518296990073,2.418528604482692,3.7429397548459775,3.6826498310702496,3.4744640677673497,3.799330536580986
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,resumen_h_media_std_q90_max,0.056910898101609715,0.5301146127878003,0.15613124058552744,1.2238107605609667,0.9721935956052103,1.020914359046619,1.108345999377625,0.267361424190118,1.1873411119457273,0.5657365514365184,1.909299967540234,1.641009532265797,1.639857290010672,1.8716741071679766,0.06050229518991211,1.0158978431417935,0.09076044691928208,2.2842707469587973,1.7623993156292026,2.0005539374660364,2.0115887717773426,1.5557890765168112,2.990558327562408,2.3475068531346244,3.6534738789590246,3.5381140589003177,3.432747955980361,3.5561815440473232
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,resumen_h_media_std_q90_max,0.0562726522443934,0.5083922432468835,0.15430295785497425,1.2392182160704388,0.9416640483973786,1.0023262864294322,1.1179898561291286,0.2861920481826264,1.2111038743473812,0.6128783849319344,1.9547046546114153,1.6402778161908207,1.6249826898137558,1.8721639448551495,0.05626950060522167,0.9615931812242077,0.07289383654079135,2.331601900396588,1.7808135894809176,1.9168146170153801,1.9863994268503464,1.773714395020688,2.9630150562558217,2.5412332271227833,3.7493335700899717,3.4820813950555665,3.226591585623777,3.6214387414059748
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,resumen_h_media_std_q90_max,0.050764625436929195,0.5179644080306021,0.16868331339356502,1.2017412812043706,0.9702568624101152,1.0304557602160338,1.1288234306697453,0.2751033570224696,1.189640710229179,0.5793534757900538,1.8663390760805212,1.6187246616388145,1.6921867784524875,1.8799335188965713,0.05084657081273947,0.7553684599241238,0.14541384179273048,2.2876799091049795,1.906173036266267,1.9862259103823758,2.0192947774941077,1.7198721488267332,2.920811491592684,2.1908465989770023,3.533648870332292,3.509241339360045,3.4678941547181457,3.5248475714318652
