clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,perfil_softmin_errores_f4,5.132115194311045e-05,0.29805797930785805,0.19273999915095202,0.23158027890565552,0.27757042148359123
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,perfil_softmin_errores_f4,2.6325588977444957e-05,0.31475640001863303,0.15751898847421164,0.22732191109909927,0.3003763748190785
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,perfil_softmin_errores_f4,1.3692780622082734e-05,0.3094583019403316,0.17030082160358467,0.2208145403013756,0.29941264337408613
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,perfil_softmin_errores_f4,1.4190511527309581e-05,0.3165731172667102,0.16064505251588498,0.2174278301201821,0.30533980958569534
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,perfil_softmin_errores_f4,2.1528552609899973e-05,0.28946714273658736,0.1549555515000394,0.2512399778605939,0.30431579935016945
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,perfil_softmin_errores_f4,1.4765683252267125e-05,0.324163950517398,0.15014817413175519,0.25451212639134124,0.2711609832762533
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,perfil_softmin_errores_f4,3.199754054034085e-05,0.2989643569324509,0.16846965030182123,0.22863864029780048,0.30389535492738695
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,perfil_softmin_errores_f4,1.695860384378596e-05,0.30691243898132203,0.15273340524563425,0.2521631988567259,0.2881739983124741
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,perfil_softmin_errores_f4,1.4474377150520682e-05,0.32401084970482025,0.15660237218179204,0.23393164389315357,0.28544065984308364
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,perfil_softmin_errores_f4,3.110973484566043e-05,0.2926656957483081,0.1653460614007341,0.2429949413605237,0.2989621917555884
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,perfil_softmin_errores_f4,1.3112937652998391e-05,0.3172479360352279,0.16383759202570225,0.23859174223347576,0.28030961676794103
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,perfil_softmin_errores_f4,1.8814577382558858e-05,0.3097963022182988,0.1676858267964214,0.24270639469241653,0.27979266171548073
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,perfil_softmin_errores_f4,2.3566859445629106e-05,0.29251263828243146,0.14962031580268212,0.25639450355404536,0.3014489755013954
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,perfil_softmin_errores_f4,1.0898424098274509e-05,0.3094034007121641,0.14512585622868213,0.24100472238372508,0.3044551222513304
