indice_interno,base,clase,archivo,segundos_extraccion_clasica
0,SNR_-8db,N,New_N_001.wav,0.0018785999855026603
1,SNR_-8db,N,New_N_002.wav,0.0012789000757038593
2,SNR_-8db,N,New_N_003.wav,0.0012066999915987253
3,SNR_-8db,N,New_N_004.wav,0.0011865999549627304
4,SNR_-8db,N,New_N_005.wav,0.0013575999764725566
5,SNR_-8db,N,New_N_006.wav,0.002060399972833693
6,SNR_-8db,N,New_N_007.wav,0.002029599971137941
7,SNR_-8db,N,New_N_008.wav,0.0016065000090748072
8,SNR_-8db,N,New_N_009.wav,0.0016432000556960702
9,SNR_-8db,N,New_N_010.wav,0.0012113000266253948
10,SNR_-8db,N,New_N_011.wav,0.001219599973410368
11,SNR_-8db,N,New_N_012.wav,0.001436699996702373
12,SNR_-8db,N,New_N_013.wav,0.0014791999710723758
13,SNR_-8db,N,New_N_014.wav,0.0013523000525310636
14,SNR_-8db,N,New_N_015.wav,0.001615599961951375
15,SNR_-8db,N,New_N_016.wav,0.0011005999986082315
16,SNR_-8db,N,New_N_017.wav,0.0014941999688744545
17,SNR_-8db,N,New_N_018.wav,0.0015233999583870173
18,SNR_-8db,N,New_N_019.wav,0.0013535000616684556
19,SNR_-8db,N,New_N_020.wav,0.0011239999439567327
20,SNR_-8db,N,New_N_021.wav,0.0014120000414550304
21,SNR_-8db,N,New_N_022.wav,0.0015884999884292483
22,SNR_-8db,N,New_N_023.wav,0.001406199997290969
23,SNR_-8db,N,New_N_024.wav,0.00130690005607903
24,SNR_-8db,N,New_N_025.wav,0.0013862999621778727
25,SNR_-8db,N,New_N_026.wav,0.0014179999707266688
26,SNR_-8db,N,New_N_027.wav,0.0018739000661298633
27,SNR_-8db,N,New_N_028.wav,0.001593399909324944
28,SNR_-8db,N,New_N_029.wav,0.001778300036676228
29,SNR_-8db,N,New_N_030.wav,0.0016953999875113368
30,SNR_-8db,N,New_N_031.wav,0.0011593999806791544
31,SNR_-8db,N,New_N_032.wav,0.0015278999926522374
32,SNR_-8db,N,New_N_033.wav,0.0016440999461337924
33,SNR_-8db,N,New_N_034.wav,0.0011714999563992023
34,SNR_-8db,N,New_N_035.wav,0.001146299997344613
35,SNR_-8db,N,New_N_036.wav,0.0013973000459372997
36,SNR_-8db,N,New_N_037.wav,0.0019003000343218446
37,SNR_-8db,N,New_N_038.wav,0.001255100010894239
38,SNR_-8db,N,New_N_039.wav,0.0013949000276625156
39,SNR_-8db,N,New_N_040.wav,0.0021238999906927347
40,SNR_-8db,N,New_N_041.wav,0.001948899938724935
41,SNR_-8db,N,New_N_042.wav,0.001397400046698749
42,SNR_-8db,N,New_N_043.wav,0.001186799956485629
43,SNR_-8db,N,New_N_044.wav,0.0014753000577911735
44,SNR_-8db,N,New_N_045.wav,0.0016143000684678555
45,SNR_-8db,N,New_N_046.wav,0.001274599926546216
46,SNR_-8db,N,New_N_047.wav,0.0011375000467523932
47,SNR_-8db,N,New_N_048.wav,0.0015363999409601092
48,SNR_-8db,N,New_N_049.wav,0.0014411000302061439
49,SNR_-8db,N,New_N_050.wav,0.0013427999801933765
50,SNR_-8db,N,New_N_051.wav,0.00160910002887249
51,SNR_-8db,N,New_N_052.wav,0.0018189999973401427
52,SNR_-8db,N,New_N_053.wav,0.0014446000568568707
53,SNR_-8db,N,New_N_054.wav,0.0012892999220639467
54,SNR_-8db,N,New_N_055.wav,0.0013749999925494194
55,SNR_-8db,N,New_N_056.wav,0.001536400057375431
56,SNR_-8db,N,New_N_057.wav,0.0014084000140428543
57,SNR_-8db,N,New_N_058.wav,0.0015255999751389027
58,SNR_-8db,N,New_N_059.wav,0.0016079999040812254
59,SNR_-8db,N,New_N_060.wav,0.0012292000465095043
60,SNR_-8db,N,New_N_061.wav,0.0013697999529540539
61,SNR_-8db,N,New_N_062.wav,0.0012619000626727939
62,SNR_-8db,N,New_N_063.wav,0.0016781999729573727
63,SNR_-8db,N,New_N_064.wav,0.001691299956291914
64,SNR_-8db,N,New_N_065.wav,0.0017120999982580543
65,SNR_-8db,N,New_N_066.wav,0.001197099918499589
66,SNR_-8db,N,New_N_067.wav,0.0011842000531032681
67,SNR_-8db,N,New_N_068.wav,0.0012768999440595508
68,SNR_-8db,N,New_N_069.wav,0.0013513000449165702
69,SNR_-8db,N,New_N_070.wav,0.002039399929344654
70,SNR_-8db,N,New_N_071.wav,0.001305100042372942
71,SNR_-8db,N,New_N_072.wav,0.0012031999649479985
72,SNR_-8db,N,New_N_073.wav,0.0015257999766618013
73,SNR_-8db,N,New_N_074.wav,0.0022345000179484487
74,SNR_-8db,N,New_N_075.wav,0.0020534999202936888
75,SNR_-8db,N,New_N_076.wav,0.0017332000425085425
76,SNR_-8db,N,New_N_077.wav,0.0022176000056788325
77,SNR_-8db,N,New_N_078.wav,0.0011366000398993492
78,SNR_-8db,N,New_N_079.wav,0.001334700034931302
79,SNR_-8db,N,New_N_080.wav,0.0012974999845027924
80,SNR_-8db,N,New_N_081.wav,0.0017353999428451061
81,SNR_-8db,N,New_N_082.wav,0.0013987000565975904
82,SNR_-8db,N,New_N_083.wav,0.0015028000343590975
83,SNR_-8db,N,New_N_084.wav,0.001588999992236495
84,SNR_-8db,N,New_N_085.wav,0.002095300005748868
85,SNR_-8db,N,New_N_086.wav,0.0012145999353379011
86,SNR_-8db,N,New_N_087.wav,0.0013354000402614474
87,SNR_-8db,N,New_N_088.wav,0.00118090002797544
88,SNR_-8db,N,New_N_089.wav,0.0016252999193966389
89,SNR_-8db,N,New_N_090.wav,0.0013882999774068594
90,SNR_-8db,N,New_N_091.wav,0.0014744000509381294
91,SNR_-8db,N,New_N_092.wav,0.0012410999042913318
92,SNR_-8db,N,New_N_093.wav,0.001505000051110983
93,SNR_-8db,N,New_N_094.wav,0.0014683000044897199
94,SNR_-8db,N,New_N_095.wav,0.00155409995932132
95,SNR_-8db,N,New_N_096.wav,0.0017549999756738544
96,SNR_-8db,N,New_N_097.wav,0.0014311999548226595
97,SNR_-8db,N,New_N_098.wav,0.0013714999658986926
98,SNR_-8db,N,New_N_099.wav,0.0013758999994024634
99,SNR_-8db,N,New_N_100.wav,0.0013125999830663204
100,SNR_-8db,N,New_N_101.wav,0.0013150000013411045
101,SNR_-8db,N,New_N_102.wav,0.0012178999604657292
102,SNR_-8db,N,New_N_103.wav,0.0014221000019460917
103,SNR_-8db,N,New_N_104.wav,0.0011940000113099813
104,SNR_-8db,N,New_N_105.wav,0.0013244000729173422
105,SNR_-8db,N,New_N_106.wav,0.0024479000130668283
106,SNR_-8db,N,New_N_107.wav,0.002352900104597211
107,SNR_-8db,N,New_N_108.wav,0.0019346000626683235
108,SNR_-8db,N,New_N_109.wav,0.0014394000172615051
109,SNR_-8db,N,New_N_110.wav,0.0016553000314161181
110,SNR_-8db,N,New_N_111.wav,0.0016434999415650964
111,SNR_-8db,N,New_N_112.wav,0.0013577000936493278
112,SNR_-8db,N,New_N_113.wav,0.0013429000973701477
113,SNR_-8db,N,New_N_114.wav,0.0015650999266654253
114,SNR_-8db,N,New_N_115.wav,0.0016222000122070312
115,SNR_-8db,N,New_N_116.wav,0.0013304000021889806
116,SNR_-8db,N,New_N_117.wav,0.001851900015026331
117,SNR_-8db,N,New_N_118.wav,0.0016911000711843371
118,SNR_-8db,N,New_N_119.wav,0.0013911999994888902
119,SNR_-8db,N,New_N_120.wav,0.0013201999245211482
120,SNR_-8db,N,New_N_121.wav,0.0013126999838277698
121,SNR_-8db,N,New_N_122.wav,0.0012937000719830394
122,SNR_-8db,N,New_N_123.wav,0.0012573999119922519
123,SNR_-8db,N,New_N_124.wav,0.0012704000109806657
124,SNR_-8db,N,New_N_125.wav,0.0012746000429615378
125,SNR_-8db,N,New_N_126.wav,0.0013904999941587448
126,SNR_-8db,N,New_N_127.wav,0.001363599905744195
127,SNR_-8db,N,New_N_128.wav,0.0015396000817418098
128,SNR_-8db,N,New_N_129.wav,0.001891900086775422
129,SNR_-8db,N,New_N_130.wav,0.0015415999805554748
130,SNR_-8db,N,New_N_131.wav,0.0013075999449938536
131,SNR_-8db,N,New_N_132.wav,0.0013476000167429447
132,SNR_-8db,N,New_N_133.wav,0.0013809999218210578
133,SNR_-8db,N,New_N_134.wav,0.0016315000830218196
134,SNR_-8db,N,New_N_135.wav,0.0015319999074563384
135,SNR_-8db,N,New_N_136.wav,0.001240900019183755
136,SNR_-8db,N,New_N_137.wav,0.0014683000044897199
137,SNR_-8db,N,New_N_138.wav,0.0015109999803826213
138,SNR_-8db,N,New_N_139.wav,0.0015030000358819962
139,SNR_-8db,N,New_N_140.wav,0.0018933999817818403
140,SNR_-8db,N,New_N_141.wav,0.0018730999436229467
141,SNR_-8db,N,New_N_142.wav,0.0015857999678701162
142,SNR_-8db,N,New_N_143.wav,0.00208170001860708
143,SNR_-8db,N,New_N_144.wav,0.001336099929176271
144,SNR_-8db,N,New_N_145.wav,0.0012765000574290752
145,SNR_-8db,N,New_N_146.wav,0.0012660999782383442
146,SNR_-8db,N,New_N_147.wav,0.001491399947553873
147,SNR_-8db,N,New_N_148.wav,0.0013417999725788832
148,SNR_-8db,N,New_N_149.wav,0.0012694000033661723
149,SNR_-8db,N,New_N_150.wav,0.001283499994315207
150,SNR_-8db,N,New_N_151.wav,0.0019633000483736396
151,SNR_-8db,N,New_N_152.wav,0.0018582000629976392
152,SNR_-8db,N,New_N_153.wav,0.001562700024805963
153,SNR_-8db,N,New_N_154.wav,0.001327000092715025
154,SNR_-8db,N,New_N_155.wav,0.001281699980609119
155,SNR_-8db,N,New_N_156.wav,0.0013016999000683427
156,SNR_-8db,N,New_N_157.wav,0.0013372000539675355
157,SNR_-8db,N,New_N_158.wav,0.001267799991182983
158,SNR_-8db,N,New_N_159.wav,0.001256900024600327
159,SNR_-8db,N,New_N_160.wav,0.0012351999757811427
