indice_interno,clase,archivo,distribucion,error_final,forma_w_final,forma_h3,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,10-6-4,0.2370775120695293,126x4,4x212,10,0.0668105731383552,0.3928881729364507,0.0137004999996861,6,0.2377206936074101,0.295387838653052,0.0044904000023962,4,0.4100509511981571,0.2678201842961512,0.0040289999997185
1,N,New_N_002.wav,10-6-4,0.2683135076997786,126x4,4x212,10,0.0611573438287227,0.3712255539608066,0.011023600000044,6,0.233749677578426,0.2242985510876097,0.0060205999980098,4,0.3347986411143108,0.228282107646193,0.0036618999984057
2,N,New_N_003.wav,10-6-4,0.2190138358766442,126x4,4x212,10,0.0646034317495872,0.3624625656036869,0.0116569999991043,6,0.2078618695976986,0.2646054793309041,0.0043263000006845,4,0.4047820929553712,0.2807822141048143,0.0036589999981515
3,N,New_N_004.wav,10-6-4,0.307745966643653,126x4,4x212,10,0.0668861645952475,0.3448538935174147,0.011461699999927,6,0.3289412972945952,0.2095332790116193,0.0041195000012521,4,0.4349165518729961,0.2217865851365239,0.003543199996784
4,N,New_N_005.wav,10-6-4,0.2403624200521231,126x4,4x212,10,0.0668161520449075,0.34331445825852,0.011208699997951,6,0.2944760544558253,0.2398466738630209,0.0042028999996546,4,0.5029401915262717,0.2582971017071093,0.0041287999993073
5,N,New_N_006.wav,10-6-4,0.2803196584420291,126x4,4x212,10,0.0701909879041979,0.3395757793991208,0.0120446000000811,6,0.3014392738523634,0.1892179885036512,0.0044450999994296,4,0.3952282623952774,0.1898429171366124,0.0042974999996658
6,N,New_N_007.wav,10-6-4,0.2274776731014436,126x4,4x212,10,0.0618209042705476,0.3667521317253434,0.0120768000015232,6,0.335894798352956,0.2313368671354111,0.0041378999994776,4,0.3733080761764654,0.2118207067129944,0.003429699998378
7,N,New_N_008.wav,10-6-4,0.3039532546813771,126x4,4x212,10,0.0566971046796868,0.3449041439797352,0.0121379999982309,6,0.3043085870578446,0.2143518598253607,0.0048505999984627,4,0.3681892223257731,0.2693476223923511,0.0034809000026143
8,N,New_N_009.wav,10-6-4,0.2629549554511449,126x4,4x212,10,0.0582398131923816,0.3471525168346471,0.0114045000009355,6,0.3213857360763629,0.2376758324023124,0.0041085000011662,4,0.3820260592664787,0.2253683258421759,0.0034245000024384
9,N,New_N_010.wav,10-6-4,0.3141728161511661,126x4,4x212,10,0.0590995526743148,0.3312704731006762,0.0125846999981149,6,0.2967997953101394,0.1559311468410072,0.0041049999999813,4,0.4704736984984121,0.1372920109348956,0.0049952000008488
10,N,New_N_011.wav,10-6-4,0.2645298056390753,126x4,4x212,10,0.0731384033194964,0.3749696241282959,0.0112219000002369,6,0.3104582646952136,0.196037838866609,0.0079035999988263,4,0.3830379522262843,0.191653971377453,0.0077034999994793
11,N,New_N_012.wav,10-6-4,0.2588110346847093,126x4,4x212,10,0.0708441518100898,0.3094849729539432,0.0172702000018034,6,0.297594360379857,0.1792071416205967,0.0050818999989132,4,0.4332927902164463,0.1661959879273063,0.0034672000001592
12,N,New_N_013.wav,10-6-4,0.2821982012821618,126x4,4x212,10,0.0647126916315335,0.3564886127952071,0.0126190000009955,6,0.2799210094107557,0.2326013314171494,0.0047310000009019,4,0.3455494567080794,0.2596401310861276,0.0034618999998201
13,N,New_N_014.wav,10-6-4,0.2726562112110822,126x4,4x212,10,0.0644942861417492,0.3768601665961759,0.012784599999577,6,0.2760244221864206,0.2268374102409931,0.0043767000024672,4,0.3679232611230776,0.1983159653416104,0.0050532999994175
14,N,New_N_015.wav,10-6-4,0.229133142516843,126x4,4x212,10,0.0670570171405335,0.3231880190747862,0.0115492999975685,6,0.2753733414270521,0.2391271726215972,0.0041530999988026,4,0.4174928485299278,0.2105599282505893,0.0034068999993905
15,N,New_N_016.wav,10-6-4,0.2602646592159275,126x4,4x212,10,0.0670905433187069,0.3342207531485088,0.01192909999736,6,0.2437622448166811,0.2464225528780367,0.0045682000018132,4,0.2807771344049403,0.2021246797643868,0.0034702000011748
