clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,afinidad_errores_por_base,1.174640282882943,2.1128585091282495,1.9965754526203852,1.955874928179427,2.0285106649743105
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,afinidad_errores_por_base,1.2880375109588322,2.2714064460453316,2.0422330518418486,2.114659370503,2.169964955658536
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,afinidad_errores_por_base,1.1457248674350764,2.209571770342976,1.9924658620173608,2.0136033573536802,2.1125808921746163
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,afinidad_errores_por_base,1.2089315729971037,2.2247059806330385,2.012372860598833,2.0402268989200665,2.146339349648675
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,afinidad_errores_por_base,1.2235745074217845,2.1703094898504607,1.9746950487606008,2.0374860465103963,2.1070035590410288
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,afinidad_errores_por_base,1.1371661385097165,2.230405328872272,2.034263845814691,2.084673657452814,2.118163648595039
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,afinidad_errores_por_base,1.1398933398480164,2.1366568665860064,1.9763181735650839,1.9718895803083103,2.0543739893436213
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,afinidad_errores_por_base,1.2369234138019947,2.270021807237623,2.0456899160776842,2.1416572462900243,2.162976045835032
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,afinidad_errores_por_base,1.20057749129355,2.2332432463236724,2.018307077867493,2.0755597715085403,2.1136407432885083
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,afinidad_errores_por_base,1.205882008738065,2.1822690540437835,2.01435349526317,2.0180785406671196,2.105123926225109
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,afinidad_errores_por_base,1.21117669311718,2.255635076657654,2.048453349351365,2.1031327268387687,2.136309342632909
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,afinidad_errores_por_base,1.1929795330444262,2.211413810395443,2.061483966278794,2.0551823740493176,2.1136404658000614
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,afinidad_errores_por_base,1.1688382199130336,2.1810520369862774,2.011484177297015,2.0793897540082265,2.0835019384249507
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,afinidad_errores_por_base,1.2571669873172184,2.300793246982911,2.049016012866257,2.1506618694217967,2.213199399455669
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,afinidad_errores_por_base,1.186177752754267,2.166767293786795,1.9529946822897293,2.010582002636757,2.0837040521883434
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,afinidad_errores_por_base,1.25814860635042,2.2645028244904237,2.0500651326259827,2.1214648432662035,2.1605440054959275
AS,New_AS_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_017.wav,afinidad_errores_por_base,1.2775216640148574,2.227911839568613,2.030588165756911,2.0897082125778725,2.138620013019617
AS,New_AS_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_018.wav,afinidad_errores_por_base,1.2080679587156322,2.187230359459659,2.0356153384078337,2.036827730574989,2.0878728291023023
