clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008,F_009,F_010,F_011,F_012,F_013,F_014,F_015,F_016,F_017,F_018,F_019,F_020,F_021,F_022,F_023,F_024,F_025,F_026,F_027,F_028,F_029,F_030,F_031,F_032,F_033
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,softmin_f8_y_resumen_h,6.4862047709147236e-06,0.21447426087175486,0.24725181194904833,0.27165977580934353,0.2666076651650824,1.1725531213088098,0.036337714283101896,0.3631922551122907,1.2721535420016299,0.9814141966476526,0.16376290873692562,0.9413160136349447,1.8182921004506292,0.22219177581676205,0.9121018096206593,2.0014059050345905,1.6917416631388318,0.6597606050041006,1.7136114505163176,2.0900983300749694,0.03517017005693167,0.48436230283415466,2.2935944056063597,1.7339589318361197,0.05610863533482675,1.6234724572348542,3.4445184819137373,1.508057493904345,2.4771388634593867,3.6544476762537554,3.643540093832118,2.4060064450530163,3.746320517019789
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,softmin_f8_y_resumen_h,5.067005077046861e-06,0.20609360334583537,0.20119994439140093,0.32654663269239376,0.2661547525652928,1.2000694117187556,0.03363915050865351,0.3801021083524588,1.2952396837920668,0.9473423610264372,0.1342952214778024,0.8793469141229603,1.8429050831547582,0.16703331753158857,0.9987022944446692,2.037240768803208,1.6419396683465064,0.6407529742674244,1.6084115095156104,2.1609537640758316,0.03311601442923652,0.42067976465893925,2.314098156373654,1.7584364045774286,0.047176394041346104,1.6872167932402413,3.596332939170072,1.0908438934233413,2.627259783598117,3.6206012630719533,3.4273545013666054,2.6982969063685003,3.3779881991973477
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,softmin_f8_y_resumen_h,9.186684858185574e-07,0.24741503338607154,0.21252675474484536,0.244095294452599,0.2959619987479982,1.1916987702217958,0.03136098366379587,0.3789282100664451,1.2590928611335583,0.9122840685268159,0.14695020306157552,0.9595278999550996,1.8824276784265743,0.17677252894158912,1.0238204712346846,2.0096816130347674,1.6030006514022916,0.6202432218840713,1.770466680741363,2.2377762359792364,0.030511339420666354,0.35114556446436296,2.1549558378141316,1.7625336411586034,0.040775010262401046,1.6835570201636139,3.682399728289112,1.2606110348234894,2.830957148267501,3.773849866643326,3.5521792464664177,2.307029328786027,3.6141656906608146
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,softmin_f8_y_resumen_h,1.6604949313228743e-06,0.25588271390615713,0.20775630058032918,0.23929967233424254,0.2970596526843398,1.195933734397003,0.04163711347177415,0.33983506771506444,1.285856639401595,0.9107813697726007,0.14383505988306772,0.9413605995368262,1.8576934806518108,0.2232369970481598,0.9602855014571167,2.033375340677351,1.5988445704349918,0.5796203715337754,1.7250810423612333,2.2375106846564186,0.030297198448209748,0.28372494924311553,2.2302325540925185,1.7247297612976273,0.044801033357161284,1.7048958279001607,3.550539346696304,1.3873227103385297,2.74346123060961,3.843187623994582,3.63101463500521,2.236842722500499,3.5941556638656067
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,softmin_f8_y_resumen_h,3.104846866975402e-06,0.2299280801251004,0.19050945254570253,0.3135022189238481,0.26605714355848187,1.1719504184676066,0.03922548050984377,0.3280933392661943,1.2980279583959087,0.8803450934833045,0.13881092843900336,0.9467874488537752,1.8236119622406672,0.25727989247400024,0.8832533207911318,2.0056262011581323,1.5454795854874814,0.5215693240188474,1.7220212559583226,2.0131086184323976,0.032637081858082215,0.40726170148870666,2.3962852011572595,1.7249214421389327,0.04809406373447771,1.6163020321494603,3.4846705871251817,1.5997518409607947,2.5170292155283374,3.6687105179086767,3.580877654827454,2.1223477577180274,3.655814585294899
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,softmin_f8_y_resumen_h,1.1233953956577148e-06,0.2005534338379247,0.1892667559380128,0.3506701026122415,0.2595085842164252,1.1650719248209551,0.03003779261847142,0.424099958113808,1.2780143658995,0.9030364624527908,0.1309853905573277,0.9289139811360801,1.8072892309730482,0.19530540062902038,1.0983026557388937,1.999225337459251,1.623843474952757,0.5560215451617915,1.7064355767210342,2.2945140732485707,0.03481292054403392,0.3344312122029959,2.471855038108307,1.7315714920649607,0.02932579645755987,1.679917355764739,3.4934269246843357,1.399628611297198,2.920228171898146,3.6750060175534123,3.5777406005739594,2.378123435956649,3.60526264458505
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,softmin_f8_y_resumen_h,3.524705394727539e-06,0.20196253301259393,0.2151172804880031,0.29437336568824896,0.28854329610575924,1.1772066497992684,0.03756800892221665,0.3717228165748196,1.2726788747461164,0.916292942764976,0.14485282370066682,0.9353180728259386,1.841116884982216,0.21178604494665562,1.010432184906619,2.008249431784338,1.638702565466704,0.6459401048382595,1.7299726769943742,2.2947831779293515,0.03716066415161051,0.4060018850631453,2.3176589602081283,1.8066994895058013,0.04245970793595852,1.6685041958912183,3.6388984069145516,1.3257877115413503,2.7550242259184894,3.8514569980550806,3.64251464038766,2.4962853115864347,3.7396057063101122
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,softmin_f8_y_resumen_h,1.311372593026427e-06,0.19802136224225333,0.20065950776484118,0.3640510886481283,0.23726672997218415,1.1987992276233168,0.034752077751874354,0.39824241859632425,1.2850197588953451,0.9227853683604206,0.14078907706333413,0.9133511038494218,1.8334259303099314,0.23656378275621712,1.0347505553168783,1.9838769106903993,1.6048124187447663,0.5426184989242417,1.6975619712508299,2.200032295872886,0.0324526871941861,0.47758489450995634,2.3972923540418396,1.689348526701526,0.04902862391056008,1.6331394495342826,3.5326662097597517,1.5610733492083568,2.809911141195337,3.560073561938298,3.556325382303764,2.2388960875244677,3.456778686230802
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,softmin_f8_y_resumen_h,1.6756561035002204e-06,0.19418861765941015,0.20375401857990436,0.35079637035197986,0.25125931775260213,1.1760800315397852,0.03711019539348126,0.3890276844879787,1.3191735278674315,0.8866900427771137,0.14595237131791333,0.9043536526200189,1.796191645894589,0.2521624678106877,1.058954180624488,2.0493295811087826,1.606998789567241,0.5799099215026285,1.6692608631618977,2.2502958471996743,0.03958493967360957,0.35015748697474375,2.500880211740246,1.6102081147833724,0.034710556218584356,1.6557237614104272,3.3244709889600714,1.6995482845651315,2.8326533745453073,3.7464244642697904,3.4412551547947943,2.418534531900328,3.4790294090086875
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,softmin_f8_y_resumen_h,2.6827797736012665e-06,0.22126961735278233,0.21329354169419437,0.2930866615332081,0.2723474966400417,1.1980877952400002,0.0359303784458494,0.3920138884642547,1.276155489833324,0.9211203677165412,0.143317325236634,0.929787635557858,1.8595970022150532,0.2274787964274121,1.0436331766289408,1.9822972947061046,1.5961937498234933,0.5432622301960052,1.6916992994835676,2.239840131471802,0.03266673979445508,0.23779116280575138,2.4369337648284537,1.7127885678603312,0.05332103973498642,1.613155622484107,3.6863478791706283,1.5988625235957468,2.8049611741854954,3.6404299426057367,3.5330049035538442,2.023323479767243,3.6522096930100814
