clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,sbv_media_base,3.2019085521186392,0.5494089602266408,0.168081863685379,3.16169251781991,2.870483739518251,3.90323382611841,1.5007549338476118
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,sbv_media_base,3.0891927991448003,0.4302839455118069,0.1770362707410208,2.8001686441915914,3.5535344289118758,4.8480045937235205,1.4918028235451115
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,sbv_media_base,3.3062995840340386,0.4760844285516323,0.1822455764996587,2.6195137491930574,3.606615533427756,4.495716122307164,1.674450445946342
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,sbv_media_base,2.923274363852416,0.4348370545031472,0.2020849735700122,2.6554849813997814,3.3673443984658578,4.485800466415567,1.360686619659867
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,sbv_media_base,2.900392843748921,0.4327192005075866,0.1817256534315963,2.3505799783657686,3.247670009197049,4.427629623048651,1.1728063807273217
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,sbv_media_base,3.145136929368273,0.3864559358090964,0.1745862856136116,2.6129018958625374,2.987853250658984,3.862412680841977,1.779105086696726
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,sbv_media_base,3.12003499460984,0.4118152674402942,0.1523485060579837,2.4740820895650244,3.2525706150004003,3.824454762669197,1.589540724272868
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,sbv_media_base,3.151859065687982,0.4443678000504572,0.1427851627120599,2.6741997429355373,3.5112237034256624,4.858017817310596,1.7064494971555408
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,sbv_media_base,3.335974491465826,0.4634170162758958,0.1487757967386491,2.2596209505433555,3.603152289631247,4.662294823321047,1.5573892949057664
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,sbv_media_base,2.803093681687036,0.4719013148121061,0.1632677519469317,2.6305383990874254,3.28804119320557,4.477367817578746,1.4697499245578616
