clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,sbv_media_log,1.416666162924024,0.027739408213220726,0.7055151620100849,1.2522181662967728,1.851732927374944,0.22500655013743945,1.2951892505298865,0.29411370665778586
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,sbv_media_log,1.6497130050993412,0.019343006762285755,0.7066605032341423,1.36102645748391,1.8806250177402042,0.20519975902376897,1.163892280481358,0.28149728067188834
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,sbv_media_log,1.6447711041003434,0.02128406762534002,0.8048237353776586,1.2998835300343534,1.8835662765361225,0.19293105898184937,1.0989162840798699,0.29161394142218666
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,sbv_media_log,1.5548876996522032,0.014799779443799002,0.6628509089108451,1.3549050675579588,1.8309504295867034,0.22473676325930678,1.1024447484930808,0.26475660649283295
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,sbv_media_log,1.4896752264305988,0.0202432238536183,0.5888811771760075,1.352638682439313,1.8286008601663495,0.20380118375692502,1.0415670228806795,0.26046994072920643
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,sbv_media_log,1.4198076827696864,0.019775378323195113,0.8287397220085658,1.299216215184161,1.8586166311568142,0.19813296806189773,1.0963930687903265,0.26782364239488315
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,sbv_media_log,1.4922926815350066,0.017098289809145094,0.79493356471861,1.2228471003828634,1.8201209918332018,0.1745825891326098,1.1253312527576564,0.2658688867141227
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,sbv_media_log,1.6574799766780917,0.01886110445052944,0.7618667935463237,1.2749074890583776,1.8914943144578247,0.21935464310352043,1.1328777237607242,0.2744657349889494
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,sbv_media_log,1.6570344940699187,0.01863031318131386,0.7667989150944382,1.2954012972792224,1.8932410895073608,0.20988500688310543,1.0375782735619266,0.2670977987720649
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,sbv_media_log,1.573660513420381,0.016233685683534498,0.7387259299137878,1.3005167606464958,1.804852160868489,0.19088817652739828,1.1334602349845668,0.24553266549983777
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,sbv_media_log,1.6068528332618484,0.026024388035179362,0.7312814556485787,1.381222721139195,1.8193495903946877,0.17682580294705527,1.0388333163263472,0.25888401634893216
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,sbv_media_log,1.462651827308037,0.01977055288677007,0.7546461018918933,1.2635489169491445,1.8462136462442842,0.213445839184641,1.1461357929136373,0.2519097262486718
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,sbv_media_log,1.4180069448138117,0.013721237603147377,0.774659761288184,1.2433911220952687,1.8027402622924058,0.1693299155059522,1.0738685061820525,0.24381066180825886
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,sbv_media_log,1.5866386403863821,0.010097524444963082,0.7129297846599866,1.4179418136720263,1.8992884699728083,0.20389773390128538,0.9936707810454349,0.2622848746400714
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,sbv_media_log,1.6000455099974547,0.015352687598327027,0.7573605472237376,1.3455814049673143,1.8772524307988234,0.21821953348676065,1.0947099933559583,0.24490257971204557
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,sbv_media_log,1.571211202691516,0.024467629025498205,0.5689385128923553,1.2636080711049655,1.7890308688134087,0.23586297328103364,1.1246970042453148,0.23900968477367882
AS,New_AS_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_017.wav,sbv_media_log,1.6226409982736636,0.022632790939819954,0.630582123271926,1.314077440959687,1.8083096687313955,0.18205430051964383,1.1062211559073944,0.254365492868246
AS,New_AS_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_018.wav,sbv_media_log,1.5208377598919225,0.04337081963019967,0.7307054127183711,1.2981533096707016,1.8383519432798272,0.22422890124838554,1.1032247314923977,0.24493571151652868
AS,New_AS_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_019.wav,sbv_media_log,1.4326590890148256,0.01995401042025175,0.7400903739120156,1.2613412399304145,1.8704010782705092,0.2042831009647632,1.1471566757594036,0.2892495306223348
AS,New_AS_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_020.wav,sbv_media_log,1.599244102968221,0.020815650545063423,0.7298002240195813,1.4278872933712818,1.9181059486302496,0.22416616008631673,0.968794435049561,0.27076009421074154
AS,New_AS_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_021.wav,sbv_media_log,1.6475411494221335,0.024027571658555815,0.7113169350303862,1.2826050784080276,1.8376696108721673,0.18427318926345185,1.0606255557604516,0.27528099568994635
AS,New_AS_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_022.wav,sbv_media_log,1.5260867154953466,0.034408331304084765,0.6762020697840557,1.3003589612404405,1.8030121280951867,0.19165317477443047,1.1106237375754393,0.27528980472110226
AS,New_AS_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_023.wav,sbv_media_log,1.60861241903689,0.014436364647577912,0.682982274202135,1.1821956697884068,1.7383226342125493,0.17776804500852958,1.1269392818115305,0.23574429126289098
AS,New_AS_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_024.wav,sbv_media_log,1.4775456804030622,0.026791579578877085,0.7976104133297962,1.344464875561469,1.8339015730353148,0.20406381779366212,1.0375932214870982,0.24125057550547382
AS,New_AS_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_025.wav,sbv_media_log,0.7088867334515718,0.0043580242453192765,0.33802392881647253,0.5712602189158686,1.0146949184706535,0.06541434254619904,0.5942379982413125,0.0896172098783374
AS,New_AS_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_026.wav,sbv_media_log,0.8406572051473459,0.0016746616759686257,0.31697168137981196,0.6592865232692793,1.0746942388020357,0.04774928851467092,0.47357271737827766,0.09323244670105024
AS,New_AS_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_027.wav,sbv_media_log,0.8239961581037824,0.003207272675308836,0.36769376485556066,0.6563624166255473,1.044704368125651,0.047774303510507335,0.4890263387140765,0.08028959798966388
