clase,archivo,ruta,columnas_espectrograma,duracion_s,SBV_1,SBV_2,SBV_3,SBV_4,SBV_5,SBV_6,SBV_7
N,New_N_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_001.wav,212,2.104625,0.5556174594749024,1.3195720652735758,0.36586599696610494,0.4967969856111235,0.6885004089350828,1.2405456937330486,1.2380152554282737
N,New_N_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_002.wav,212,2.1195,0.41258049069436736,1.4847354041472196,0.4021946080149539,0.8773545295905897,0.5730304862122091,1.477548476175291,0.8889836771050609
N,New_N_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_003.wav,212,2.116625,0.45898761134122273,1.2163051495311368,0.38827959646175425,1.2611660094479784,0.8755578038354208,0.9863860945091019,1.0787406301871842
N,New_N_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_004.wav,212,2.087,0.4037934286854461,1.3186063357747686,0.3283283107373142,0.9103940434930704,0.7558735276423235,1.2596323423905005,1.1613382164769126
N,New_N_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_005.wav,212,2.120375,0.5289668745868311,1.3833077328388725,0.35537268756789,0.9305670420444987,0.9551190271488197,1.127656786058121,0.8912981565194973
N,New_N_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_006.wav,212,2.090625,0.5545546721577851,1.45081193722303,0.32725843640437063,1.0792089335629782,0.8308765069744377,0.9143414496338081,1.1706346569037793
N,New_N_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_007.wav,212,2.101875,0.546692593780132,1.491292555721022,0.44370972886509386,0.750352018342565,0.6989980767974989,1.0987150225393227,1.1663941473932327
N,New_N_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_008.wav,212,2.10925,0.42669588666098596,1.2776685339829912,0.4776025421825383,0.9494186738494298,0.8477195304669618,1.052943505017758,1.1426907214537585
N,New_N_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_009.wav,212,2.1005,0.43104342543348545,1.5758534222155882,0.46102215260779683,0.9931037961296633,0.7534651468958172,1.164513287890898,0.8983081103910611
N,New_N_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_010.wav,212,2.093,0.5207319542690392,1.2318130548662836,0.45820589939672085,1.1149265351141704,1.0512497059845147,0.8739112291534089,1.0815553518835528
N,New_N_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_011.wav,212,2.1105,0.5495967361410654,1.1446801765513794,0.3613092799603414,1.1953100793302542,0.8441698422799393,0.9723279675189901,1.2035321737655156
N,New_N_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_012.wav,212,2.095625,0.477011349657049,1.6454675976193651,0.4084597349019293,1.1097134566602551,0.7593805389780965,1.0191439611771502,0.8241598464682456
N,New_N_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_013.wav,212,2.11525,0.5483493224780451,1.0274226855346278,0.35725664726368006,0.7922799637164193,0.9821788186101322,1.4333604305974939,1.1456258539567616
N,New_N_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_014.wav,212,2.093,0.6255686076624901,1.4999065386054289,0.30095789608328044,1.1537854161832002,0.83967701124916,1.0653234429910754,0.8930064888300935
N,New_N_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_015.wav,212,2.093,0.5784591298256317,1.5377352797577142,0.3548821104931846,1.1791704248247934,0.6721603791601097,0.6876801975438412,1.3605574270271859
N,New_N_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_016.wav,212,2.08575,0.5718630971072102,1.631202980070763,0.4737689191848679,0.8160860605735082,0.7867304188266456,0.8326543050992895,1.0645698585131977
N,New_N_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_017.wav,212,2.063625,0.5248362302202395,1.6108980525559025,0.3281168784204257,1.077088363965443,0.6814975328444909,1.1558070053985416,0.8797058022992195
N,New_N_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_018.wav,212,2.100625,0.49840682924492125,1.447795964429992,0.36259041348248444,1.078945372214787,0.7343530463235397,1.0814680296560137,1.0510986621108624
N,New_N_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_019.wav,212,2.09175,0.41400033944617265,1.5351892332483654,0.5156740830438356,1.3037394656617614,0.7490501338216126,1.2289857301152354,0.6342241334351828
N,New_N_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_020.wav,212,2.077,0.5740290781586028,1.1346105499264143,0.42010238064251126,0.9909848574265933,1.1073040728528727,1.0528439455510032,1.11501705402608
N,New_N_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_021.wav,212,2.1105,0.5296843750875327,1.483809920925022,0.4134560172663318,1.180774074376341,0.7448396814535865,1.104882569508588,0.9437281595213917
N,New_N_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_022.wav,212,2.087875,0.62701941799622,1.5139833815857837,0.3607046662005577,0.7007728843969162,0.8261758852924613,1.1472348053397243,1.1446696306323512
N,New_N_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_023.wav,212,2.116625,0.45461238314282404,1.2982203534016719,0.42172422847564556,0.9530903998630575,0.9155637595578804,1.2112574718143636,1.0171212515088615
N,New_N_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_024.wav,212,2.10925,0.5101588032278944,1.3900381178100953,0.3629068858570726,1.2916268740809835,0.6773350887125077,0.9612196959574288,1.0398582700579597
N,New_N_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_025.wav,212,2.103,0.38261108290599916,1.5022000164164184,0.45902254982873736,0.8307409730549327,0.9227878062490864,1.2224401576398722,0.9571682393670908
N,New_N_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_026.wav,212,2.1105,0.4621077630971659,1.2836592413247006,0.4052637849061759,1.1738355902233701,0.7272490704401532,1.0504317962722378,1.045520407681094
N,New_N_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_027.wav,212,2.116625,0.5664842701630988,1.5300572939114974,0.45343206245814355,0.5591086548355224,0.8736753688821659,1.1771120345153736,1.057801021826519
N,New_N_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_028.wav,212,2.087,0.5661615692142669,1.3959197377410162,0.3575873145151047,1.0251896208869868,0.8237121500247783,1.250741155733913,0.9093709288123852
N,New_N_029.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_029.wav,212,2.103,0.4520941933243941,1.5416128999059273,0.39264607505612237,1.1402402178676145,0.7036115904637098,1.2160196466280204,0.8905817047929148
N,New_N_030.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_030.wav,212,2.1105,0.4795867655976332,1.3319219148547925,0.44824387871546273,1.2724550036148545,0.8838405578294184,1.2129525984642164,0.8985833249702938
N,New_N_031.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_031.wav,212,2.09825,0.6110766224177231,1.4124283069204875,0.3741761920613432,0.8728034077414933,0.8976103185544411,1.1610164825264586,0.9243647908816516
N,New_N_032.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_032.wav,212,2.083625,0.4442460535397484,1.4267980840915955,0.4640216273356759,0.7469714854268709,0.7448435864132207,1.1489707377258633,1.3234160571570832
N,New_N_033.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_033.wav,212,2.1105,0.4721219129033527,1.1574940431239906,0.41343189963341653,1.1522829592898907,0.8915666222874432,1.0901183410860882,1.0730824233626266
N,New_N_034.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_034.wav,212,2.1405,0.43516946253599115,1.219915552796247,0.4646821976644953,1.3137538910655908,0.8512627308437405,0.7852095222316247,1.0118331378837169
N,New_N_035.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_035.wav,212,2.09175,0.6113429452025557,1.5782549537477322,0.3601384668998489,0.727925550341164,0.8912026887439651,1.1391854497647087,0.9511428245058449
N,New_N_036.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_036.wav,212,2.084375,0.5396969215093324,1.0073731170918105,0.3915940300448701,1.0374611640147693,1.1370150568201998,1.1628491629869482,0.90721622073317
N,New_N_037.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_037.wav,424,3.00725,4.2054223748268615,0.02353661350710772,1.8694651534373161,0.168300467020776,0.02437808621663786,0.0984005155053255,0.0029988619377908617
N,New_N_038.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_038.wav,212,2.975375,4.216387412268066,0.010024649151850966,1.7658297918664747,0.17280088569208957,0.020766797609820368,0.19333081257903426,0.018151000218544353
N,New_N_039.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_039.wav,212,2.958625,4.216638995556386,0.012789263774456185,1.7656614739811656,0.10859403961212008,0.015797362050751808,0.27755860018663403,0.0031581074263069865
N,New_N_040.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_040.wav,212,2.846,4.382381217717671,0.03667570530311327,1.824524095609366,0.12004248254548548,0.010404138473932937,0.046664491472384925,0.061066972277777604
