indice_interno,base,clase,archivo,segundos_extraccion_clasica
0,SNR_8db,N,New_N_001.wav,0.0029762000776827335
1,SNR_8db,N,New_N_002.wav,0.002960900077596307
2,SNR_8db,AS,New_AS_001.wav,0.002108899992890656
3,SNR_8db,AS,New_AS_002.wav,0.0019503999501466751
4,SNR_8db,MR,New_MR_001.wav,0.0019243999850004911
5,SNR_8db,MR,New_MR_002.wav,0.002037000027485192
6,SNR_8db,MS,New_MS_001.wav,0.0019272998906672
7,SNR_8db,MS,New_MS_002.wav,0.0019299000268802047
8,SNR_8db,MVP,New_MVP_001.wav,0.0035053000319749117
9,SNR_8db,MVP,New_MVP_002.wav,0.00424800009932369
