distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
2-5-7-9,4,KNN,DeepONMF_H4,1,PROMEDIO_MACRO,130,730,70,70,0.86,0.65,0.9125,0.7236094790442618,0.78125,200
2-5-7-9,4,KNN,DeepONMF_H4,2,PROMEDIO_MACRO,116,716,84,84,0.8320000000000001,0.5799999999999998,0.8949999999999999,0.6849273454654974,0.7375,200
2-5-7-9,4,KNN,DeepONMF_H4,3,PROMEDIO_MACRO,132,732,68,68,0.8640000000000001,0.6599999999999999,0.915,0.708418787804977,0.7875,200
2-5-7-9,4,KNN,DeepONMF_H4,4,PROMEDIO_MACRO,132,732,68,68,0.8640000000000001,0.6599999999999999,0.915,0.7480016417690836,0.7875000000000001,200
2-5-7-9,4,KNN,DeepONMF_H4,5,PROMEDIO_MACRO,124,724,76,76,0.8480000000000001,0.62,0.905,0.7439268461007591,0.7625,200
2-5-7-9,4,KNN,DeepONMF_W,1,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7585523870783305,0.828125,200
2-5-7-9,4,KNN,DeepONMF_W,2,PROMEDIO_MACRO,143,743,57,57,0.8859999999999999,0.715,0.92875,0.7383690872069206,0.821875,200
2-5-7-9,4,KNN,DeepONMF_W,3,PROMEDIO_MACRO,144,744,56,56,0.8879999999999999,0.72,0.9299999999999999,0.757901412313177,0.825,200
2-5-7-9,4,KNN,DeepONMF_W,4,PROMEDIO_MACRO,154,754,46,46,0.908,0.7700000000000001,0.9424999999999999,0.7959569814920373,0.85625,200
2-5-7-9,4,KNN,DeepONMF_W,5,PROMEDIO_MACRO,150,750,50,50,0.9,0.75,0.9375,0.7855783401749509,0.84375,200
2-5-7-9,4,SVM,DeepONMF_H4,1,PROMEDIO_MACRO,164,764,36,36,0.9280000000000002,0.82,0.9549999999999998,0.8364280731865478,0.8875,200
2-5-7-9,4,SVM,DeepONMF_H4,2,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.9662499999999999,0.8721092025189252,0.915625,200
2-5-7-9,4,SVM,DeepONMF_H4,3,PROMEDIO_MACRO,162,762,38,38,0.924,0.8099999999999999,0.9525,0.8337888930610765,0.88125,200
2-5-7-9,4,SVM,DeepONMF_H4,4,PROMEDIO_MACRO,168,768,32,32,0.9359999999999999,0.8400000000000001,0.96,0.8427573027573028,0.9,200
2-5-7-9,4,SVM,DeepONMF_H4,5,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.9637500000000001,0.871213636742519,0.909375,200
2-5-7-9,4,SVM,DeepONMF_W,1,PROMEDIO_MACRO,158,758,42,42,0.916,0.79,0.9475000000000001,0.8154875030373822,0.86875,200
2-5-7-9,4,SVM,DeepONMF_W,2,PROMEDIO_MACRO,158,758,42,42,0.916,0.7899999999999999,0.9475,0.7962959820102677,0.86875,200
2-5-7-9,4,SVM,DeepONMF_W,3,PROMEDIO_MACRO,155,755,45,45,0.9100000000000001,0.7750000000000001,0.94375,0.7917184689967941,0.859375,200
2-5-7-9,4,SVM,DeepONMF_W,4,PROMEDIO_MACRO,153,753,47,47,0.906,0.765,0.9412499999999999,0.7732996684467273,0.853125,200
2-5-7-9,4,SVM,DeepONMF_W,5,PROMEDIO_MACRO,155,755,45,45,0.9099999999999999,0.7750000000000001,0.94375,0.8026744912310658,0.859375,200
2-5-7-9,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.9550000000000001,0.9887499999999999,0.9551875232170483,0.971875,200
2-5-7-9,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.9049999999999999,0.9762500000000001,0.908735984060732,0.940625,200
2-5-7-9,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,182,782,18,18,0.9639999999999999,0.9099999999999999,0.9774999999999998,0.9114288492850753,0.94375,200
2-5-7-9,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9006792622582095,0.9375,200
2-5-7-9,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9610743321718932,0.975,200
2-5-7-9,4,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,181,781,19,19,0.962,0.9049999999999999,0.9762500000000001,0.9081165854850066,0.940625,200
2-5-7-9,4,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.9712500000000001,0.8845516945516945,0.928125,200
2-5-7-9,4,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,171,771,29,29,0.942,0.8549999999999999,0.9637499999999999,0.8698287238652533,0.909375,200
2-5-7-9,4,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,182,782,18,18,0.9640000000000001,0.9099999999999999,0.9775,0.9188417196838248,0.94375,200
2-5-7-9,4,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,178,778,22,22,0.9560000000000001,0.89,0.9724999999999999,0.8982962968349307,0.93125,200
