indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_8db,N,New_N_001.wav,8,DeepONMF_H1,1,nndsvd,0.18725957936843374,8x212,0.009869900066405535,8,0.18725957936843377,0.28613568375438764,0.009216399979777634
1,SNR_8db,N,New_N_002.wav,8,DeepONMF_H1,1,nndsvd,0.18451416187018774,8x212,0.007672999985516071,8,0.18451416187018774,0.2944557910121661,0.007214599987491965
2,SNR_8db,AS,New_AS_001.wav,8,DeepONMF_H1,1,nndsvd,0.24689428794094115,8x212,0.00891340000089258,8,0.24689428794094115,0.2778624559027668,0.00838010001461953
3,SNR_8db,AS,New_AS_002.wav,8,DeepONMF_H1,1,nndsvd,0.23334986687753034,8x212,0.0076521000592038035,8,0.23334986687753034,0.28078606473705875,0.007189400028437376
4,SNR_8db,MR,New_MR_001.wav,8,DeepONMF_H1,1,nndsvd,0.23734478845433266,8x212,0.008535200031474233,8,0.23734478845433266,0.3379984177026098,0.007998299901373684
5,SNR_8db,MR,New_MR_002.wav,8,DeepONMF_H1,1,nndsvd,0.2544789556758061,8x212,0.008180800010450184,8,0.2544789556758061,0.2719224721135118,0.00762300007045269
6,SNR_8db,MS,New_MS_001.wav,8,DeepONMF_H1,1,nndsvd,0.213487596856174,8x212,0.00978330010548234,8,0.213487596856174,0.2626555938122557,0.009221700020134449
7,SNR_8db,MS,New_MS_002.wav,8,DeepONMF_H1,1,nndsvd,0.207153701776251,8x212,0.00838910008314997,8,0.207153701776251,0.3212666527752594,0.007894999929703772
8,SNR_8db,MVP,New_MVP_001.wav,8,DeepONMF_H1,1,nndsvd,0.2203061540831094,8x212,0.009328900021500885,8,0.2203061540831094,0.2203446146186325,0.008662599953822792
9,SNR_8db,MVP,New_MVP_002.wav,8,DeepONMF_H1,1,nndsvd,0.18605546614999294,8x212,0.00846139993518591,8,0.18605546614999294,0.2081999635520797,0.007762699970044196
